emp_id,cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19
EI1803321ES,1,2,1,1,2,5,3,3,3,1,3,2,5,2,2,4,2,5,5
EI0601093ES,2,2,4,1,1,1,5,1,2,4,2,2,3,3,1,3,5,4,2
EI0904885ES,4,3,2,5,2,2,1,1,3,4,1,2,3,4,2,2,4,1,2
EI1400125ES,1,1,2,2,1,5,4,1,1,5,5,4,3,1,3,4,2,1,4
EI0403310ES,2,5,1,3,1,1,1,5,5,5,4,3,1,3,1,3,1,2,2
EI2104406ES,1,2,2,1,1,4,1,1,5,4,1,1,5,4,4,1,3,1,5
EI2504463ES,2,3,3,3,2,3,3,4,5,1,5,3,5,3,3,2,1,2,3
EI1002615ES,3,4,1,4,3,4,4,4,3,2,2,3,4,2,2,2,1,3,3
EI2506945ES,4,1,1,5,1,3,1,1,4,2,2,2,1,3,3,1,2,3,3
EI9003492ES,2,3,5,5,1,4,3,4,1,1,2,3,5,4,3,1,1,2,1
EI1603164ES,1,4,1,1,2,2,1,2,5,5,1,4,1,3,2,2,2,2,5
EI9405097ES,5,3,3,3,2,1,3,1,1,5,2,4,3,2,1,2,4,4,2
EI0600599ES,2,4,2,3,3,1,1,3,1,4,3,1,4,2,3,3,1,3,3
EI1400076ES,3,2,3,5,1,3,2,3,4,2,1,1,3,4,3,2,3,3,1
EI1101340ES,2,1,3,1,2,3,4,2,2,4,2,1,3,1,1,2,2,1,2
EI0601417ES,4,2,2,2,1,1,1,3,2,2,4,2,5,3,2,2,4,3,4
EI0102821ES,2,2,3,3,3,1,2,2,5,3,2,1,3,4,1,4,3,1,5
EI0202843ES,5,1,5,3,1,3,3,2,3,2,3,3,4,2,2,1,1,2,4
EI9004101ES,2,4,2,1,1,3,2,1,2,2,2,2,2,1,4,2,3,4,2
EI1105118ES,3,4,1,3,2,3,4,4,2,5,3,1,1,2,1,2,3,5,4
EI2003972ES,3,2,1,4,3,2,3,1,2,3,1,3,2,1,2,3,4,1,2
EI9606343ES,1,2,3,3,2,1,4,1,4,1,2,3,2,1,1,2,5,2,1
EI0900150ES,1,3,2,1,5,3,5,3,3,1,4,3,1,3,2,3,4,1,1
EI0703733ES,2,2,1,1,4,3,1,1,2,3,3,3,2,4,1,5,2,3,3
EI9101558ES,2,2,4,2,2,2,2,4,2,4,2,2,1,5,1,2,1,5,2
EI9103880ES,3,1,2,2,2,2,4,5,4,4,2,1,3,1,5,4,4,1,1
EI1400454ES,5,4,1,2,2,2,2,2,2,3,4,2,1,2,2,1,4,1,2
EI0206499ES,1,1,2,2,3,3,2,2,1,4,5,2,2,1,1,3,4,2,1
EI9805991ES,1,5,3,1,3,3,2,4,1,2,3,1,3,1,2,2,3,5,2
EI0601962ES,3,3,2,1,2,3,4,3,3,1,2,3,3,2,1,2,1,3,1
EI9202648ES,1,1,4,3,2,2,3,4,1,3,2,5,2,2,2,5,4,5,5
EI0300809ES,3,2,1,1,5,2,3,2,2,3,2,4,1,3,4,1,1,3,2
EI0503545ES,2,3,1,2,1,3,2,2,3,5,5,4,2,3,1,4,4,2,2
EI2406822ES,2,2,1,2,3,1,2,2,3,4,3,4,3,1,5,1,4,1,3
EI0106190ES,4,4,2,5,5,2,2,5,3,2,1,3,1,4,4,1,3,3,4
EI1406612ES,2,4,2,3,2,2,4,4,3,2,5,4,4,5,4,2,4,2,1
EI1201120ES,2,2,1,4,3,5,5,3,4,5,1,1,2,4,2,4,3,2,1
EI0403092ES,2,5,4,3,1,4,1,2,5,1,2,4,2,3,1,5,1,2,2
EI9900811ES,1,2,1,5,1,1,2,2,4,4,3,2,1,4,2,4,5,5,2
EI9901130ES,3,4,5,2,2,1,2,5,1,1,1,2,2,5,5,1,3,4,3
EI2500835ES,3,1,2,5,1,1,2,2,4,2,5,2,4,4,4,2,1,3,5
EI0906746ES,1,3,3,2,2,1,3,3,5,2,1,2,4,4,2,5,1,3,4
EI2505378ES,4,3,3,2,3,2,1,1,2,2,2,5,3,2,3,2,1,4,2
EI9506691ES,4,2,2,1,4,3,3,3,1,4,1,2,2,2,1,1,1,5,3
EI9804727ES,2,2,3,2,4,2,2,3,1,3,3,3,4,1,3,1,1,2,2
EI9001236ES,2,4,1,1,2,1,4,5,1,2,1,5,5,2,2,5,2,3,3
EI1301226ES,2,3,2,4,1,3,2,5,2,2,4,1,1,3,2,4,2,2,2
EI0905580ES,1,3,1,4,2,2,3,1,4,2,4,1,1,3,2,4,1,1,3
EI0506883ES,1,1,3,1,2,1,1,2,2,3,2,2,5,3,2,4,3,2,4
EI0405642ES,2,3,4,1,4,1,2,5,3,1,2,1,1,1,2,2,3,3,2
EI2104323ES,2,1,3,2,4,3,2,2,2,5,4,2,5,1,4,5,2,2,5
EI1104508ES,5,4,4,1,3,3,2,2,3,4,4,2,3,2,2,2,4,2,2
EI1404642ES,4,1,3,5,1,2,3,4,1,5,4,4,2,3,3,1,1,1,4
EI1304900ES,2,1,1,1,2,4,1,1,4,3,2,2,2,4,3,1,1,1,1
EI2102158ES,2,1,2,2,5,3,2,2,3,2,1,1,2,1,2,2,5,2,3
EI9601028ES,2,2,2,4,3,1,2,3,3,4,2,1,3,5,3,2,3,4,4
EI9603997ES,3,2,1,1,4,3,1,2,2,5,4,3,4,4,2,4,4,2,2
EI9302944ES,2,2,2,4,2,2,5,4,3,1,3,1,3,2,1,4,4,1,3
EI9700350ES,5,1,5,2,3,1,4,2,2,3,1,2,5,1,3,2,3,3,3
EI0600453ES,4,4,4,3,2,1,4,5,1,3,3,2,2,3,3,3,4,2,2
EI0300663ES,4,2,5,1,3,4,3,2,2,1,3,1,1,3,4,2,1,4,2
EI1900173ES,3,1,2,1,2,1,1,5,1,5,5,1,4,1,2,1,5,2,1
EI9901406ES,2,1,3,4,1,1,3,1,2,2,3,2,1,2,5,1,1,2,5
EI9301621ES,1,3,1,3,2,2,3,3,4,2,2,2,4,3,5,3,3,1,4
EI9204520ES,4,3,2,3,2,2,1,3,1,5,1,2,1,2,2,3,1,1,1
EI1400423ES,4,3,3,4,2,2,1,5,3,2,4,3,2,2,3,3,2,3,1
EI9902211ES,3,2,2,1,4,2,4,3,4,2,3,4,2,2,4,5,2,4,3
EI0406768ES,1,4,2,5,4,3,1,1,1,2,2,4,5,2,1,4,3,5,2
EI9300882ES,1,2,4,1,5,5,1,5,5,2,3,2,2,5,3,1,1,1,3
EI9903335ES,1,1,1,2,1,1,3,2,2,4,2,3,1,1,2,1,4,1,1
EI0201254ES,1,2,2,1,1,2,3,1,2,1,3,2,4,1,2,2,4,1,1
EI9805016ES,4,4,3,2,3,4,4,4,3,4,3,1,2,5,2,4,2,5,1
EI1306615ES,2,3,2,5,2,4,3,1,2,4,4,2,2,4,2,1,2,3,1
EI1804324ES,4,4,4,5,1,2,4,3,1,3,3,2,3,3,5,3,4,3,1
EI9104087ES,3,5,2,3,2,2,2,2,2,4,1,2,1,5,1,4,2,3,1
EI1106522ES,1,3,1,2,2,3,1,2,3,1,3,3,5,1,5,3,4,2,2
EI0204529ES,2,2,2,2,2,2,4,4,3,2,5,1,4,2,4,1,4,5,4
EI0100103ES,3,3,3,1,5,4,3,2,1,5,5,2,4,4,3,1,2,4,2
EI1402345ES,2,2,3,5,1,3,2,1,1,1,4,3,3,1,1,3,1,2,1
EI1704273ES,2,3,4,3,2,4,2,2,1,3,4,5,2,2,2,3,2,3,1
EI9606637ES,1,2,3,2,4,1,2,5,2,2,3,5,2,2,4,1,3,2,4
EI0803470ES,1,3,2,4,1,1,4,3,1,4,3,2,4,4,4,2,5,3,3
EI0705439ES,2,2,3,2,3,5,3,1,3,4,1,2,4,2,4,1,1,1,1
EI1101581ES,5,5,4,5,1,2,3,2,5,2,2,2,1,2,2,2,2,4,5
EI2003541ES,2,2,2,2,2,2,4,2,2,4,4,3,2,2,2,2,1,2,5
EI9703438ES,2,2,1,1,1,3,1,4,5,2,2,4,2,3,1,1,3,2,2
EI0705282ES,3,3,2,4,4,2,2,5,1,2,3,1,2,5,2,2,3,2,1
EI2604587ES,2,3,4,1,2,3,2,2,3,3,2,5,3,3,1,2,3,1,1
EI0405158ES,4,2,1,5,2,2,2,2,2,1,4,1,4,4,3,2,2,3,1
EI1900136ES,2,1,4,5,4,5,2,2,1,2,5,1,2,1,2,2,2,5,2
EI0802035ES,5,2,1,5,5,3,5,1,1,1,1,5,1,4,1,4,1,2,2
EI9603760ES,1,5,4,3,1,2,1,1,2,3,1,1,2,2,2,4,3,1,2
EI1803796ES,2,3,2,2,4,1,2,1,3,1,4,1,3,3,3,4,2,2,2
EI2606293ES,1,3,4,2,1,5,2,1,3,2,1,5,3,4,2,5,5,3,4
EI1904667ES,2,4,2,2,1,2,2,1,2,3,1,1,1,1,2,4,2,1,2
EI9203661ES,4,2,4,3,4,2,1,5,3,2,3,2,1,4,1,1,3,2,2
EI0002616ES,2,2,5,2,3,3,2,3,1,1,2,2,5,2,1,3,2,2,2
EI2105040ES,3,3,5,2,2,2,2,3,3,3,2,3,3,5,2,3,3,4,1
EI9704113ES,1,4,1,4,1,1,2,3,2,1,3,4,1,2,3,1,2,1,3
EI9205964ES,2,3,2,1,5,1,1,3,1,3,5,1,2,2,1,2,2,3,2
EI0102095ES,3,2,4,3,1,2,2,1,5,1,1,2,4,1,1,3,4,1,4
EI9802108ES,5,1,5,5,1,4,3,2,2,1,1,2,2,3,2,5,3,4,2
EI2400808ES,1,1,2,2,1,2,3,1,3,2,3,1,2,3,3,3,3,3,4
EI9400463ES,1,1,4,4,1,3,3,4,2,1,2,2,1,4,4,2,1,1,4
EI1000880ES,1,2,1,5,2,1,2,2,5,3,4,5,2,2,2,2,2,4,3
EI9403210ES,5,4,4,3,1,4,1,2,4,1,2,4,3,1,5,3,2,2,2
EI9904386ES,5,1,1,2,2,3,2,1,2,4,3,4,1,3,4,2,1,5,4
EI1006218ES,2,3,2,2,2,2,4,1,4,1,5,4,3,1,3,1,2,2,2
EI1804523ES,3,4,2,2,3,1,3,4,1,3,2,2,1,3,4,5,2,1,3
EI0805577ES,2,1,1,2,3,3,1,3,1,3,2,4,3,2,5,5,4,2,4
EI9400800ES,2,2,4,3,1,2,3,5,2,2,3,2,4,1,2,5,1,2,1
EI2100355ES,4,2,1,1,4,1,3,3,3,1,4,3,1,1,3,1,4,5,3
EI2002678ES,3,3,4,4,2,1,3,3,2,2,3,4,1,4,4,1,3,5,1
EI1501074ES,4,2,3,4,1,1,3,2,2,3,2,1,3,5,4,2,3,1,4
EI0402578ES,3,3,4,1,4,3,2,4,5,1,4,1,2,1,5,3,1,3,2
EI0202113ES,3,2,2,4,2,2,2,3,3,1,2,1,2,5,5,1,2,3,3
EI9300145ES,3,4,1,1,1,2,1,1,4,2,1,3,1,3,1,2,2,2,1
EI9400381ES,4,1,1,4,3,3,1,1,1,3,2,4,4,1,1,1,1,3,3
EI1501341ES,1,2,2,1,1,4,4,3,4,2,1,3,2,1,4,3,2,2,4
EI2303389ES,1,1,2,1,5,4,1,5,4,1,4,3,1,2,5,3,3,2,2
EI1104327ES,1,3,2,4,3,1,5,2,1,4,1,2,5,5,5,2,1,4,2
EI2400122ES,4,2,2,2,4,4,1,5,3,4,2,3,2,3,4,3,2,1,1
EI1504297ES,5,1,2,2,2,2,3,2,1,5,2,1,4,2,1,2,1,4,3
EI9804511ES,2,1,1,4,2,2,1,4,1,3,4,2,4,2,5,5,4,3,1
EI1401361ES,1,1,2,2,2,1,5,2,1,3,1,1,1,2,4,2,1,2,3
EI0500419ES,1,2,2,5,2,4,1,3,2,2,3,4,1,5,3,1,3,3,3
EI2506092ES,2,2,4,5,2,4,2,2,3,2,5,4,1,5,1,3,3,4,3
EI0905511ES,2,2,2,4,1,5,2,3,5,4,2,2,1,1,4,4,1,4,1
EI2001515ES,2,1,4,3,1,2,3,2,2,2,2,5,3,5,4,2,4,1,1
EI1406051ES,5,2,1,1,5,2,1,2,2,3,2,1,4,5,3,5,3,5,2
EI1704169ES,2,3,2,4,1,1,3,1,2,4,1,3,3,2,4,3,2,5,4
EI2202510ES,5,1,3,1,4,2,2,1,2,1,5,5,2,2,4,5,4,2,2
EI0803820ES,3,2,3,1,1,4,1,1,2,4,3,2,5,3,3,1,3,1,4
EI0100556ES,1,5,4,2,3,5,4,2,3,1,1,2,2,5,2,1,2,2,1
EI0602003ES,5,1,2,2,2,3,3,3,2,3,1,2,1,2,3,4,4,5,3
EI1103500ES,4,2,2,3,3,2,1,3,5,1,2,3,5,2,2,1,4,3,4
EI1002665ES,3,4,4,1,3,2,3,1,4,2,1,4,1,1,4,4,3,2,1
EI9001486ES,1,2,3,1,3,2,4,2,2,3,1,1,1,1,4,1,1,5,5
EI1004985ES,3,4,3,1,2,1,2,2,1,3,3,1,5,5,3,4,2,2,3
EI9601273ES,3,5,5,1,1,1,2,2,3,3,1,3,1,1,3,2,4,1,4
EI0606557ES,3,3,4,5,4,2,2,2,1,2,3,4,2,3,3,5,2,2,1
EI1901412ES,3,3,1,3,2,4,1,1,2,1,5,3,5,2,1,3,4,1,3
EI0206262ES,1,3,3,5,1,4,3,5,2,1,4,2,2,4,2,1,3,2,2
EI1606745ES,4,2,2,2,2,2,3,5,2,2,4,3,2,1,4,1,2,5,3
EI9401472ES,2,2,3,2,2,5,2,4,2,4,5,3,2,4,3,1,4,2,1
EI0906837ES,1,3,4,1,2,5,2,3,2,5,1,1,2,5,1,4,2,2,1
EI9906199ES,2,5,2,2,4,4,2,4,3,2,4,1,5,1,5,5,2,1,3
EI9004585ES,1,2,2,2,4,4,5,4,2,3,3,2,2,3,1,2,1,1,2
EI0205599ES,5,5,4,3,3,2,3,5,3,3,1,5,2,2,1,3,2,4,2
EI1104127ES,2,2,2,2,1,3,1,2,3,3,1,3,3,2,1,2,3,2,1
EI9106981ES,3,2,2,1,2,5,1,1,4,3,1,3,2,1,2,2,4,2,2
EI2503130ES,4,2,1,3,2,3,5,2,2,4,5,2,3,4,4,3,1,2,1
EI9802313ES,3,1,1,3,5,2,1,3,4,3,3,1,4,3,4,1,1,5,3
EI0302837ES,5,4,2,2,3,1,5,3,1,1,2,2,1,3,2,1,2,2,2
EI9906571ES,2,1,2,2,2,4,2,4,2,5,2,4,2,4,5,1,4,1,2
EI0200982ES,2,2,3,4,2,4,4,3,3,3,4,2,4,3,3,5,2,1,4
EI9505936ES,3,1,1,2,4,2,1,3,1,4,5,2,5,2,1,4,4,2,2
EI0402156ES,1,2,1,4,1,4,2,2,2,5,3,5,3,1,1,4,1,1,1
EI2603209ES,2,5,5,4,3,3,3,2,1,1,1,5,1,3,1,5,3,1,4
EI0406168ES,1,1,5,2,2,3,1,4,5,2,5,4,1,2,2,2,3,2,1
EI2101269ES,4,2,4,1,2,4,1,1,2,2,5,2,2,2,1,2,2,1,1
EI9900415ES,1,4,3,3,1,5,5,2,3,5,2,3,1,1,2,3,3,4,2
EI9700269ES,4,4,4,3,3,2,4,3,2,5,5,2,3,2,3,5,2,1,2
EI2303194ES,4,3,4,4,1,5,2,3,1,2,1,4,1,1,2,3,1,5,2
EI2000655ES,4,2,1,3,3,5,2,2,5,1,3,1,3,1,2,3,1,2,2
EI0303017ES,5,3,1,2,2,1,4,3,2,1,1,1,2,1,5,3,5,2,2
EI2505021ES,2,4,3,4,1,1,4,3,2,1,2,2,2,2,1,4,3,2,2
EI9906286ES,5,2,3,2,4,4,1,2,2,1,5,4,1,2,3,2,3,3,1
EI0302742ES,2,1,5,2,1,3,4,1,3,2,2,2,5,4,2,2,5,4,1
EI2602311ES,1,1,3,2,3,2,2,1,4,2,3,4,1,2,4,3,3,1,4
EI1903498ES,2,4,2,5,3,5,2,1,1,3,4,1,1,4,5,5,3,2,3
EI0100774ES,2,4,2,2,2,1,2,4,3,4,2,2,4,5,2,1,3,2,5
EI1202419ES,4,1,5,5,2,2,2,4,4,1,4,2,2,3,4,3,1,1,3
EI1700590ES,2,4,3,2,2,5,1,3,2,1,4,3,4,3,3,1,3,3,4
EI2206997ES,1,5,3,4,2,2,4,4,2,2,2,4,2,1,4,2,2,1,2
EI9203426ES,2,1,5,2,2,4,1,1,1,2,2,1,5,5,1,3,2,4,4
EI1305051ES,2,4,4,1,1,2,2,5,2,2,1,2,2,5,1,4,4,2,1
EI1103556ES,1,1,3,2,3,1,5,3,3,1,2,5,4,2,1,3,3,5,4
EI9003821ES,4,2,3,2,3,4,1,3,2,3,2,2,1,4,3,5,1,1,2
EI1803862ES,3,4,5,2,1,1,2,1,4,2,2,3,4,2,3,3,1,1,2
EI9903329ES,2,3,1,4,3,1,3,2,1,1,4,5,3,1,2,4,3,2,1
EI9103106ES,4,5,2,2,2,3,3,2,5,2,2,3,1,2,2,3,4,1,3
EI1000702ES,5,1,2,4,1,1,5,2,4,2,2,5,4,5,1,3,1,2,3
EI9303035ES,4,2,1,2,4,3,1,2,1,4,2,3,5,3,4,5,2,2,3
EI1002276ES,2,4,2,3,2,4,4,2,5,1,3,3,2,1,1,4,3,2,2
EI0504211ES,5,2,1,5,3,4,1,5,3,1,2,2,2,1,4,2,2,3,4
EI2100678ES,1,2,1,4,3,4,4,1,3,1,5,1,5,5,3,3,1,1,5
EI2002706ES,4,1,2,2,2,1,2,1,1,1,5,5,2,4,2,3,2,5,5
EI9104691ES,4,1,2,2,4,1,3,2,1,1,3,4,1,3,5,3,2,2,2
EI0706886ES,1,2,2,5,4,2,2,2,1,1,1,5,3,4,1,2,3,1,5
EI2302319ES,4,2,2,2,1,5,4,4,2,3,4,2,1,2,2,4,3,4,1
EI0504867ES,2,1,1,4,3,1,4,3,1,1,3,4,2,3,1,3,3,3,2
EI0800694ES,4,2,1,2,5,4,5,2,4,1,4,3,3,1,2,2,2,1,2
EI2601514ES,2,2,4,2,1,1,2,2,1,1,4,2,5,2,2,1,5,3,2
EI2602847ES,5,3,1,3,3,3,5,2,3,5,5,3,2,2,2,2,3,3,3
EI0806817ES,3,4,2,3,2,2,3,3,3,2,2,4,2,2,3,2,3,5,2
EI0806150ES,2,3,3,1,4,3,5,5,2,2,1,5,4,1,2,3,3,4,1
EI1500111ES,1,2,1,5,2,4,3,1,4,3,5,2,2,2,2,2,5,2,3
EI1903019ES,2,4,4,4,3,4,2,1,3,1,3,4,1,5,4,4,1,2,3
EI0905983ES,2,2,3,5,1,4,3,1,2,5,2,4,2,1,1,5,5,1,2
EI0703136ES,2,2,1,3,3,3,2,3,2,1,1,2,3,4,1,2,4,3,2
EI1502339ES,4,5,5,2,1,1,1,2,5,2,2,5,2,1,2,3,3,2,2
EI2006335ES,3,4,3,3,4,2,1,3,4,4,3,2,4,1,1,3,1,1,2
EI9603025ES,2,2,1,4,1,2,1,5,2,3,3,1,1,4,1,2,2,1,1
EI0300857ES,1,1,1,4,3,2,4,2,3,4,1,5,1,2,3,3,2,1,3
EI0705748ES,1,5,2,4,2,1,1,4,4,2,2,5,1,2,3,1,5,3,3
EI9504597ES,2,1,4,4,3,2,2,1,1,4,2,3,1,3,1,2,1,5,1
EI9605996ES,3,5,4,2,2,4,5,4,5,2,3,3,5,2,4,2,2,2,2
EI1805494ES,3,5,1,1,2,5,2,3,1,1,2,4,3,5,2,3,4,1,1
EI0004884ES,3,1,3,3,3,4,2,4,2,5,4,1,5,3,2,5,2,4,1
EI9401898ES,4,3,2,2,2,4,1,2,3,4,1,5,2,2,3,3,1,4,4
EI9304363ES,2,5,4,2,3,1,1,4,1,2,3,1,4,2,2,4,2,2,3
EI9601967ES,2,1,2,2,4,3,2,4,2,2,3,1,4,3,5,1,4,3,1
EI9505654ES,4,2,2,1,2,1,3,1,4,3,1,2,4,3,2,2,3,2,2
EI1102019ES,1,2,2,1,3,2,1,2,1,3,1,2,3,2,2,4,1,1,2
EI0802408ES,3,1,1,1,3,4,2,4,3,5,4,3,1,1,2,5,2,2,2
EI9603001ES,4,4,2,3,1,4,3,2,3,1,1,4,4,2,1,2,2,3,2
EI9902303ES,2,1,5,2,2,2,4,2,1,1,4,2,3,3,4,2,2,3,2
EI1901469ES,1,1,4,1,2,1,1,5,1,1,3,2,1,2,3,4,1,1,3
EI0205145ES,4,2,1,3,1,2,3,3,2,2,2,3,2,5,5,2,4,2,1
EI0502964ES,1,1,1,4,4,3,2,2,1,1,5,2,1,3,3,1,4,2,1
EI0706132ES,5,3,1,2,4,3,4,3,2,3,3,1,3,2,1,4,2,2,4
EI1104025ES,3,3,1,2,3,4,1,1,4,4,2,2,3,1,3,2,4,1,2
EI0305221ES,5,4,3,3,3,2,2,2,3,4,2,3,2,4,2,5,1,3,1
EI2600108ES,2,2,5,5,1,5,1,2,1,3,3,1,3,2,2,1,3,2,3
EI0500030ES,4,2,1,3,3,3,3,1,3,3,1,1,3,1,4,5,4,1,3
EI0603816ES,2,5,2,2,4,4,4,3,2,3,1,1,3,4,2,4,2,1,4
EI9903115ES,2,4,2,1,2,2,1,1,3,4,2,1,5,4,2,2,2,3,4
EI1605285ES,3,1,2,3,3,5,1,1,3,5,4,3,1,2,2,2,3,1,2
EI9902663ES,4,5,2,2,3,2,5,1,1,2,1,2,1,3,3,1,3,3,3
EI1205957ES,2,5,1,4,1,3,3,3,2,3,4,2,2,1,2,2,4,1,1
EI9700752ES,1,3,2,3,3,2,3,1,2,1,4,4,2,2,1,2,1,1,1
EI0303133ES,1,3,2,1,2,4,2,1,2,2,2,5,3,1,5,2,2,2,1
EI0200585ES,3,4,3,4,3,4,3,3,2,1,3,3,1,1,3,2,1,5,1
EI9801221ES,2,2,3,5,2,4,3,4,1,5,2,2,2,3,2,5,3,3,1
EI1002595ES,1,1,4,2,3,1,1,5,1,2,4,4,2,2,1,3,1,1,1
EI2201776ES,1,1,4,1,4,3,5,3,2,3,1,2,2,2,5,1,3,1,2
EI1505857ES,2,3,5,3,2,2,3,2,4,2,4,2,4,5,4,5,1,2,2
EI0706015ES,3,4,2,3,2,3,5,2,5,4,2,2,4,1,5,2,1,2,3
EI1300549ES,3,2,3,4,2,2,3,5,2,2,3,2,1,3,2,4,5,3,3
EI0905413ES,5,5,4,2,2,1,3,2,2,2,4,1,2,2,4,3,2,2,2
EI9604311ES,3,1,2,3,5,1,5,4,4,3,4,1,2,2,1,1,2,3,3
EI2502922ES,1,5,2,1,3,5,2,3,2,1,2,4,1,4,3,5,4,1,5
EI2506507ES,2,5,3,2,1,2,3,4,4,3,1,5,3,3,2,2,1,2,1
EI1006592ES,2,2,4,4,3,2,1,1,2,2,1,3,3,1,2,1,4,2,2
EI2405763ES,1,1,1,3,4,5,3,3,4,4,1,5,1,2,3,3,1,4,4
EI2606742ES,3,1,2,3,2,1,3,1,2,3,1,4,3,3,2,1,1,1,5
EI2106846ES,4,2,3,4,3,3,3,3,2,5,5,2,4,2,2,4,4,1,3
EI2501946ES,5,1,5,3,4,3,3,2,2,2,3,3,3,2,1,4,3,1,1
EI0104914ES,2,1,5,3,3,1,2,3,4,1,2,4,5,1,1,2,4,2,2
EI9405787ES,2,5,5,1,3,4,2,1,4,2,3,3,1,3,2,1,3,2,2
EI0300345ES,2,1,4,2,2,5,4,2,1,1,4,2,3,2,4,1,2,4,3
EI2606230ES,3,3,4,4,1,2,4,1,2,2,4,5,4,2,1,4,1,1,2
EI9605222ES,2,4,4,5,2,4,2,1,1,2,1,4,5,2,3,1,2,2,4
EI9201576ES,2,2,1,2,5,2,2,1,4,4,2,2,2,1,4,3,3,2,2
EI1602489ES,4,5,3,2,1,2,1,1,1,1,3,5,2,2,4,2,3,4,4
EI9106563ES,2,1,3,2,2,3,1,5,3,1,1,3,3,2,2,1,1,1,3
EI0404162ES,1,1,1,2,4,5,1,2,2,1,4,1,1,2,1,1,2,2,1
EI0002752ES,3,2,2,3,1,5,3,2,5,1,3,4,1,1,3,1,4,1,1
EI0102869ES,2,3,5,2,3,5,2,2,2,3,2,5,4,3,5,5,2,1,4
EI0706094ES,2,2,2,5,1,4,4,5,1,2,2,4,2,3,1,1,1,4,1
EI0102127ES,4,1,4,2,5,3,3,2,2,3,2,5,3,4,4,3,1,1,5
EI1300091ES,4,1,2,1,2,1,1,3,2,1,1,1,3,2,2,3,2,4,5
EI2303413ES,3,5,1,5,2,1,2,1,2,4,3,3,2,4,5,5,5,1,2
EI9004316ES,4,5,2,2,4,3,4,2,5,1,2,2,3,1,2,2,3,4,2
EI9205160ES,4,2,2,2,5,2,5,1,2,3,1,5,4,2,1,4,1,3,1
EI0002228ES,4,3,4,5,1,5,4,2,2,2,5,2,3,1,2,4,2,1,1
EI1305867ES,5,2,5,4,2,4,3,1,3,2,4,3,4,2,1,2,3,4,1
EI0900625ES,3,2,2,2,1,3,2,3,3,1,2,1,1,3,3,1,4,3,4
EI2100070ES,1,1,2,1,2,4,4,1,2,4,1,2,2,2,2,3,3,2,2
EI0300890ES,1,2,5,2,2,1,4,2,4,3,4,3,1,1,3,2,1,5,4
EI1105782ES,1,2,1,3,2,2,1,2,5,4,4,4,2,2,1,3,1,2,1
EI2105305ES,3,4,1,5,1,1,3,1,1,4,1,3,3,2,3,2,1,2,3
EI1904513ES,2,2,3,2,2,2,4,4,1,1,2,2,2,5,3,1,2,1,1
EI1204606ES,1,3,1,3,3,5,3,1,5,2,1,2,1,2,5,1,1,3,2
EI9403870ES,1,2,3,5,2,2,2,2,3,5,3,2,2,3,2,1,2,2,2
EI0702955ES,4,2,1,2,1,1,1,2,1,4,1,1,3,5,1,4,4,1,1
EI9300948ES,2,5,4,1,1,1,4,2,1,2,3,4,2,2,1,2,1,1,4
EI2400878ES,3,4,2,2,1,2,5,2,3,2,1,4,3,4,2,1,3,2,3
EI1902949ES,1,2,1,5,4,2,1,2,1,3,4,2,1,3,2,4,2,1,1
EI1106534ES,4,3,3,5,1,2,4,2,1,2,1,1,2,3,3,2,3,2,4
EI0902597ES,4,2,2,2,2,1,2,4,5,3,3,2,1,3,4,2,2,1,4
EI0600294ES,5,1,5,3,4,3,1,2,2,2,4,3,2,5,2,4,3,2,2
EI2003204ES,1,4,3,1,2,4,2,1,3,2,1,2,2,1,1,2,1,3,4
EI1906212ES,3,3,1,1,5,2,4,2,3,2,4,2,2,1,3,5,1,2,2
EI0100446ES,2,2,3,5,5,2,5,3,3,5,2,2,2,2,1,1,1,2,1
EI2604382ES,1,3,2,4,3,1,2,2,5,2,5,4,2,2,2,5,2,2,2
EI9401920ES,1,2,2,1,1,3,5,1,2,2,1,3,5,3,1,3,3,1,5
EI1702143ES,4,2,3,2,4,2,1,1,3,1,2,4,1,1,1,4,3,2,4
EI0506170ES,2,3,2,2,3,2,1,4,3,2,2,2,2,2,2,5,1,1,2
EI2101840ES,3,2,2,2,4,2,5,2,5,2,5,4,1,5,2,2,5,1,3
EI1105153ES,2,1,2,1,1,5,1,2,3,3,3,2,1,1,1,2,2,2,1
EI0506771ES,2,2,1,5,2,2,2,1,3,2,4,1,1,1,2,2,1,3,4
EI0202836ES,4,3,1,5,1,1,4,3,4,1,4,4,2,2,1,1,5,3,1
EI2504696ES,5,1,2,1,3,1,5,1,4,2,2,4,3,4,3,2,2,1,5
EI1604648ES,3,1,1,2,3,4,4,2,1,1,2,1,1,1,5,2,1,3,2
EI9403059ES,1,4,4,3,3,1,3,2,4,4,1,2,5,1,1,5,3,3,5
EI2604998ES,5,5,4,2,3,5,2,2,4,3,2,3,1,4,4,1,2,4,1
EI1004891ES,2,4,2,1,1,2,4,5,4,4,2,4,3,1,5,5,1,2,3
EI0900368ES,2,2,1,2,3,3,4,4,5,2,2,4,1,1,1,5,2,3,1
EI0305670ES,3,2,3,1,1,1,5,4,1,5,2,2,2,3,1,2,5,4,2
EI9605301ES,3,2,1,1,2,2,3,3,2,4,5,5,2,2,5,1,4,2,5
