numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI1703046ES,2025-12,3,5,2,4
EI1703046ES,2026-01,1,4,2,4
EI9705891ES,2025-02,2,5,3,5
EI9705891ES,2025-03,5,3,4,4
EI9705891ES,2025-04,3,3,5,3
EI9705891ES,2025-05,3,3,4,4
EI9705891ES,2025-06,5,5,1,5
EI9705891ES,2025-07,4,5,4,4
EI9705891ES,2025-08,4,5,5,4
EI9705891ES,2025-09,2,1,5,5
EI9705891ES,2025-10,5,4,4,3
EI9705891ES,2025-11,3,4,2,3
EI9705891ES,2025-12,5,4,2,2
EI9705891ES,2026-01,3,4,3,3
EI1800719ES,2025-02,4,5,5,4
EI1800719ES,2025-03,5,4,5,4
EI1800719ES,2025-04,4,5,3,4
EI1800719ES,2025-05,5,4,4,3
EI1800719ES,2025-06,5,2,3,5
EI1800719ES,2025-07,4,5,4,4
EI1800719ES,2025-08,3,4,4,5
EI1800719ES,2025-09,4,3,5,5
EI1800719ES,2025-10,3,4,5,1
EI1800719ES,2025-11,2,5,2,4
EI1800719ES,2025-12,3,4,4,5
EI1800719ES,2026-01,2,4,4,3
EI1102084ES,2025-02,4,2,5,4
EI1102084ES,2025-03,3,5,4,3
EI1102084ES,2025-04,5,4,3,5
EI1102084ES,2025-05,4,2,5,4
EI1102084ES,2025-06,1,5,4,3
EI1102084ES,2025-07,5,4,4,3
EI1102084ES,2025-08,4,3,3,4
EI1102084ES,2025-09,4,4,5,4
EI1102084ES,2025-10,4,4,4,4
EI1102084ES,2025-11,5,4,4,5
EI1102084ES,2025-12,4,4,4,5
EI1102084ES,2026-01,5,5,3,5
EI0201878ES,2025-02,5,4,5,4
EI0201878ES,2025-03,4,2,5,4
EI0201878ES,2025-04,5,4,4,1
EI0201878ES,2025-05,2,5,2,4
EI0201878ES,2025-06,3,5,4,3
EI0201878ES,2025-07,3,3,4,5
EI0201878ES,2025-08,5,4,2,4
EI0201878ES,2025-09,5,4,4,3
EI0201878ES,2025-10,5,4,3,4
EI0201878ES,2025-11,5,4,4,5
EI0201878ES,2025-12,3,4,5,5
EI0201878ES,2026-01,5,5,3,4
EI1004688ES,2025-02,2,4,5,3
EI1004688ES,2025-03,4,5,2,1
EI1004688ES,2025-04,5,5,4,1
EI1004688ES,2025-05,4,2,3,5
EI1004688ES,2025-06,2,5,5,5
EI1004688ES,2025-07,4,5,5,5
EI1004688ES,2025-08,3,5,1,4
EI1004688ES,2025-09,3,4,4,4
EI1004688ES,2025-10,4,2,3,5
EI1004688ES,2025-11,5,5,3,3
EI1004688ES,2025-12,4,1,5,3
EI1004688ES,2026-01,4,3,5,5
EI2201400ES,2025-02,4,3,3,2
EI2201400ES,2025-03,4,3,1,4
EI2201400ES,2025-04,5,5,5,4
EI2201400ES,2025-05,4,5,4,4
EI2201400ES,2025-06,5,5,2,2
EI2201400ES,2025-07,4,3,5,4
EI2201400ES,2025-08,3,4,5,4
EI2201400ES,2025-09,5,3,4,5
EI2201400ES,2025-10,5,4,3,4
EI2201400ES,2025-11,5,1,3,5
EI2201400ES,2025-12,4,3,4,5
EI2201400ES,2026-01,5,3,3,3
EI2103584ES,2025-02,2,2,5,2
EI2103584ES,2025-03,4,4,5,5
EI2103584ES,2025-04,1,3,3,5
EI2103584ES,2025-05,4,5,5,3
EI2103584ES,2025-06,5,5,5,3
EI2103584ES,2025-07,4,3,5,3
EI2103584ES,2025-08,5,4,5,4
EI2103584ES,2025-09,2,2,3,5
EI2103584ES,2025-10,2,4,5,5
EI2103584ES,2025-11,2,5,4,3
EI2103584ES,2025-12,4,4,2,4
EI2103584ES,2026-01,3,5,5,3
EI2603031ES,2025-02,2,1,5,5
EI2603031ES,2025-03,4,5,2,4
EI2603031ES,2025-04,5,3,5,4
EI2603031ES,2025-05,3,4,5,3
EI2603031ES,2025-06,5,4,4,5
EI2603031ES,2025-07,4,4,2,5
EI2603031ES,2025-08,2,5,5,4
EI2603031ES,2025-09,2,5,4,5
EI2603031ES,2025-10,4,3,4,3
EI2603031ES,2025-11,5,3,5,2
EI2603031ES,2025-12,2,5,4,4
EI2603031ES,2026-01,3,3,3,4
EI9805287ES,2025-02,4,3,1,4
EI9805287ES,2025-03,3,1,2,5
EI9805287ES,2025-04,5,1,1,3
EI9805287ES,2025-05,3,5,4,5
EI9805287ES,2025-06,4,4,3,1
EI9805287ES,2025-07,3,4,4,4
EI9805287ES,2025-08,4,4,2,5
EI9805287ES,2025-09,4,2,5,4
EI9805287ES,2025-10,5,4,1,4
EI9805287ES,2025-11,5,4,4,5
EI9805287ES,2025-12,5,4,5,3
EI9805287ES,2026-01,4,4,5,4
EI9503530ES,2025-02,4,5,4,2
EI9503530ES,2025-03,4,3,4,4
EI9503530ES,2025-04,3,5,5,4
EI9503530ES,2025-05,4,3,2,4
EI9503530ES,2025-06,4,5,4,5
EI9503530ES,2025-07,3,3,3,5
EI9503530ES,2025-08,4,2,4,5
EI9503530ES,2025-09,3,1,4,3
EI9503530ES,2025-10,5,4,5,2
EI9503530ES,2025-11,3,4,5,1
EI9503530ES,2025-12,4,4,4,4
EI9503530ES,2026-01,4,3,4,3
EI0400410ES,2025-02,4,3,5,3
EI0400410ES,2025-03,3,4,1,4
EI0400410ES,2025-04,5,5,4,3
EI0400410ES,2025-05,3,2,5,3
EI0400410ES,2025-06,3,5,5,3
EI0400410ES,2025-07,2,4,4,5
EI0400410ES,2025-08,5,4,2,3
EI0400410ES,2025-09,5,5,5,3
EI0400410ES,2025-10,4,2,4,4
EI0400410ES,2025-11,5,3,4,4
EI0400410ES,2025-12,4,1,4,4
EI0400410ES,2026-01,2,5,4,5
EI0006921ES,2025-02,2,4,4,5
EI0006921ES,2025-03,3,5,5,5
EI0006921ES,2025-04,3,4,4,5
EI0006921ES,2025-05,5,5,5,1
EI0006921ES,2025-06,4,5,4,4
EI0006921ES,2025-07,4,4,5,5
EI0006921ES,2025-08,5,5,4,3
EI0006921ES,2025-09,5,4,4,4
EI0006921ES,2025-10,3,4,3,5
EI0006921ES,2025-11,4,4,2,4
EI0006921ES,2025-12,3,4,5,3
EI0006921ES,2026-01,2,5,4,1
EI0203461ES,2025-02,2,5,4,4
EI0203461ES,2025-03,2,4,3,3
EI0203461ES,2025-04,4,3,5,2
EI0203461ES,2025-05,5,4,4,5
EI0203461ES,2025-06,5,5,5,1
EI0203461ES,2025-07,1,1,4,2
EI0203461ES,2025-08,5,3,4,4
EI0203461ES,2025-09,4,4,4,5
EI0203461ES,2025-10,2,3,1,4
EI0203461ES,2025-11,2,5,3,2
EI0203461ES,2025-12,3,5,5,4
EI0203461ES,2026-01,4,4,5,3
EI1906956ES,2025-02,4,4,5,4
EI1906956ES,2025-03,4,5,3,5
EI1906956ES,2025-04,4,2,5,3
EI1906956ES,2025-05,3,1,2,3
EI1906956ES,2025-06,4,3,3,5
EI1906956ES,2025-07,4,2,5,4
EI1906956ES,2025-08,2,5,5,4
EI1906956ES,2025-09,2,5,5,4
EI1906956ES,2025-10,5,4,1,3
EI1906956ES,2025-11,3,3,5,4
EI1906956ES,2025-12,4,5,5,2
EI1906956ES,2026-01,5,3,5,5
EI0900990ES,2025-02,5,5,5,5
EI0900990ES,2025-03,3,4,2,5
EI0900990ES,2025-04,5,1,5,4
EI0900990ES,2025-05,5,5,1,3
EI0900990ES,2025-06,5,3,2,4
EI0900990ES,2025-07,3,5,4,4
EI0900990ES,2025-08,5,3,3,1
EI0900990ES,2025-09,4,2,5,4
EI0900990ES,2025-10,5,5,4,4
EI0900990ES,2025-11,3,3,3,5
EI0900990ES,2025-12,3,2,5,5
EI0900990ES,2026-01,4,5,4,5
EI0405784ES,2025-02,3,5,4,3
EI0405784ES,2025-03,5,3,5,3
EI0405784ES,2025-04,3,3,1,4
EI0405784ES,2025-05,2,4,2,3
EI0405784ES,2025-06,4,3,4,1
EI0405784ES,2025-07,4,2,2,3
EI0405784ES,2025-08,4,3,4,4
EI0405784ES,2025-09,4,5,4,2
EI0405784ES,2025-10,3,5,2,4
EI0405784ES,2025-11,3,4,2,4
EI0405784ES,2025-12,4,4,5,5
EI0405784ES,2026-01,3,1,3,4
EI1705968ES,2025-02,4,4,3,4
EI1705968ES,2025-03,4,4,4,5
EI1705968ES,2025-04,4,3,4,5
EI1705968ES,2025-05,4,5,1,5
EI1705968ES,2025-06,4,5,1,5
EI1705968ES,2025-07,5,5,5,4
EI1705968ES,2025-08,3,4,5,4
EI1705968ES,2025-09,4,5,2,2
EI1705968ES,2025-10,4,5,2,3
EI1705968ES,2025-11,3,4,5,1
EI1705968ES,2025-12,3,2,4,5
EI1705968ES,2026-01,4,4,3,4
EI9202441ES,2025-02,2,5,4,5
EI9202441ES,2025-03,4,5,4,3
EI9202441ES,2025-04,5,4,3,4
EI9202441ES,2025-05,5,3,1,4
EI9202441ES,2025-06,3,4,5,5
EI9202441ES,2025-07,4,5,5,4
EI9202441ES,2025-08,4,3,4,3
EI9202441ES,2025-09,2,3,4,3
EI9202441ES,2025-10,2,5,3,4
EI9202441ES,2025-11,3,4,4,2
EI9202441ES,2025-12,4,2,4,4
EI9202441ES,2026-01,3,4,4,4
EI1502289ES,2025-02,4,5,5,4
EI1502289ES,2025-03,3,5,2,3
EI1502289ES,2025-04,1,4,3,4
EI1502289ES,2025-05,4,5,5,4
EI1502289ES,2025-06,5,5,4,4
EI1502289ES,2025-07,4,5,4,2
EI1502289ES,2025-08,4,4,5,5
EI1502289ES,2025-09,4,3,4,4
EI1502289ES,2025-10,4,5,5,4
EI1502289ES,2025-11,2,1,2,5
EI1502289ES,2025-12,5,3,1,4
EI1502289ES,2026-01,3,5,4,5
EI1801812ES,2025-02,4,4,2,3
EI1801812ES,2025-03,3,5,4,4
EI1801812ES,2025-04,4,5,3,4
EI1801812ES,2025-05,4,4,4,4
EI1801812ES,2025-06,5,4,4,4
EI1801812ES,2025-07,4,3,3,3
EI1801812ES,2025-08,4,4,3,2
EI1801812ES,2025-09,3,4,2,5
EI1801812ES,2025-10,5,4,3,4
EI1801812ES,2025-11,5,4,5,5
EI1801812ES,2025-12,3,4,4,1
EI1801812ES,2026-01,5,3,5,5
EI1005927ES,2025-02,4,1,2,5
EI1005927ES,2025-03,5,3,5,3
EI1005927ES,2025-04,4,3,4,3
EI1005927ES,2025-05,4,4,5,4
EI1005927ES,2025-06,5,5,4,5
EI1005927ES,2025-07,4,4,4,5
EI1005927ES,2025-08,5,4,2,4
EI1005927ES,2025-09,4,4,2,5
EI1005927ES,2025-10,4,5,2,1
EI1005927ES,2025-11,5,5,2,2
EI1005927ES,2025-12,4,4,4,5
EI1005927ES,2026-01,5,1,2,4
EI0504056ES,2025-02,4,5,2,4
EI0504056ES,2025-03,5,5,4,5
EI0504056ES,2025-04,5,2,4,5
EI0504056ES,2025-05,3,2,4,3
EI0504056ES,2025-06,2,4,5,4
EI0504056ES,2025-07,4,5,4,4
EI0504056ES,2025-08,4,4,2,5
EI0504056ES,2025-09,4,2,5,2
EI0504056ES,2025-10,4,5,4,5
EI0504056ES,2025-11,2,3,5,3
EI0504056ES,2025-12,4,5,4,4
EI0504056ES,2026-01,5,5,3,3
EI9900492ES,2025-02,3,4,5,4
EI9900492ES,2025-03,5,5,5,5
EI9900492ES,2025-04,4,4,3,4
EI9900492ES,2025-05,3,5,4,3
EI9900492ES,2025-06,1,4,5,5
EI9900492ES,2025-07,4,1,4,4
EI9900492ES,2025-08,3,2,1,4
EI9900492ES,2025-09,5,1,4,3
EI9900492ES,2025-10,1,3,2,5
EI9900492ES,2025-11,5,5,4,2
EI9900492ES,2025-12,4,3,3,3
EI9900492ES,2026-01,4,3,4,2
EI9605325ES,2025-02,2,5,4,3
EI9605325ES,2025-03,4,3,4,4
EI9605325ES,2025-04,4,4,5,3
EI9605325ES,2025-05,4,4,3,3
EI9605325ES,2025-06,4,4,5,2
EI9605325ES,2025-07,4,1,4,3
EI9605325ES,2025-08,4,4,5,4
EI9605325ES,2025-09,4,4,4,4
EI9605325ES,2025-10,5,5,5,3
EI9605325ES,2025-11,3,4,5,2
EI9605325ES,2025-12,5,5,5,2
EI9605325ES,2026-01,4,5,4,5
EI1801452ES,2025-02,4,3,4,3
EI1801452ES,2025-03,4,5,1,2
EI1801452ES,2025-04,1,5,4,3
EI1801452ES,2025-05,5,4,2,3
EI1801452ES,2025-06,2,4,3,5
EI1801452ES,2025-07,3,5,1,3
EI1801452ES,2025-08,2,3,5,5
EI1801452ES,2025-09,5,3,5,5
EI1801452ES,2025-10,5,3,4,4
EI1801452ES,2025-11,5,3,4,3
EI1801452ES,2025-12,3,2,3,3
EI1801452ES,2026-01,2,3,4,4
EI1901309ES,2025-02,2,4,5,5
EI1901309ES,2025-03,4,4,3,3
EI1901309ES,2025-04,5,4,3,3
EI1901309ES,2025-05,4,2,4,4
EI1901309ES,2025-06,2,5,4,4
EI1901309ES,2025-07,4,5,2,5
EI1901309ES,2025-08,3,3,4,3
EI1901309ES,2025-09,5,3,3,4
EI1901309ES,2025-10,2,5,3,4
EI1901309ES,2025-11,5,4,3,5
EI1901309ES,2025-12,5,5,5,5
EI1901309ES,2026-01,3,5,2,4
EI2201543ES,2025-02,3,5,4,4
EI2201543ES,2025-03,4,4,5,4
EI2201543ES,2025-04,5,5,4,4
EI2201543ES,2025-05,4,3,3,5
EI2201543ES,2025-06,3,4,3,3
EI2201543ES,2025-07,4,2,4,3
EI2201543ES,2025-08,4,5,3,3
EI2201543ES,2025-09,5,3,4,5
EI2201543ES,2025-10,5,5,4,4
EI2201543ES,2025-11,3,4,4,5
EI2201543ES,2025-12,4,4,3,5
EI2201543ES,2026-01,1,2,4,2
EI9303970ES,2025-02,4,3,4,5
EI9303970ES,2025-03,5,4,4,3
EI9303970ES,2025-04,4,5,4,2
EI9303970ES,2025-05,4,2,5,4
EI9303970ES,2025-06,2,3,5,5
EI9303970ES,2025-07,1,5,5,4
EI9303970ES,2025-08,3,5,4,4
EI9303970ES,2025-09,5,3,2,3
EI9303970ES,2025-10,4,1,4,5
EI9303970ES,2025-11,3,5,5,4
EI9303970ES,2025-12,4,4,3,3
EI9303970ES,2026-01,4,1,2,3
EI9603367ES,2025-02,3,5,3,5
EI9603367ES,2025-03,5,2,2,4
EI9603367ES,2025-04,3,5,5,3
EI9603367ES,2025-05,3,4,5,4
EI9603367ES,2025-06,3,2,2,4
EI9603367ES,2025-07,3,4,4,5
EI9603367ES,2025-08,3,4,3,4
EI9603367ES,2025-09,5,3,1,3
EI9603367ES,2025-10,4,3,3,5
EI9603367ES,2025-11,5,2,3,4
EI9603367ES,2025-12,4,5,5,2
EI9603367ES,2026-01,4,4,4,3
EI1903868ES,2025-02,3,3,5,2
EI1903868ES,2025-03,5,4,2,1
EI1903868ES,2025-04,4,3,3,4
EI1903868ES,2025-05,5,2,1,3
EI1903868ES,2025-06,4,5,2,3
EI1903868ES,2025-07,4,3,3,1
EI1903868ES,2025-08,3,2,4,4
EI1903868ES,2025-09,5,4,5,4
EI1903868ES,2025-10,4,4,5,3
EI1903868ES,2025-11,4,4,4,5
EI1903868ES,2025-12,5,5,2,5
EI1903868ES,2026-01,5,5,1,5
EI0203024ES,2025-02,5,5,4,5
EI0203024ES,2025-03,5,4,4,5
EI0203024ES,2025-04,5,1,2,5
EI0203024ES,2025-05,4,4,5,5
EI0203024ES,2025-06,1,3,4,3
EI0203024ES,2025-07,2,3,4,2
EI0203024ES,2025-08,4,5,4,3
EI0203024ES,2025-09,4,4,3,3
EI0203024ES,2025-10,1,1,4,2
EI0203024ES,2025-11,1,1,3,3
EI0203024ES,2025-12,3,3,4,3
EI0203024ES,2026-01,4,5,5,1
EI0103182ES,2025-02,5,4,4,5
EI0103182ES,2025-03,3,3,4,5
EI0103182ES,2025-04,5,5,3,5
EI0103182ES,2025-05,5,5,5,1
EI0103182ES,2025-06,2,3,5,4
EI0103182ES,2025-07,1,4,3,3
EI0103182ES,2025-08,4,3,5,3
EI0103182ES,2025-09,5,5,3,2
EI0103182ES,2025-10,4,5,4,4
EI0103182ES,2025-11,4,5,4,5
EI0103182ES,2025-12,5,3,3,5
EI0103182ES,2026-01,4,5,5,4
EI9006007ES,2025-02,3,3,5,1
EI9006007ES,2025-03,5,4,3,4
EI9006007ES,2025-04,5,1,3,3
EI9006007ES,2025-05,4,3,1,2
EI9006007ES,2025-06,3,3,4,5
EI9006007ES,2025-07,5,3,5,3
EI9006007ES,2025-08,4,5,4,4
EI9006007ES,2025-09,5,2,4,1
EI9006007ES,2025-10,3,4,5,2
EI9006007ES,2025-11,5,4,4,5
EI9006007ES,2025-12,3,3,5,5
EI9006007ES,2026-01,2,5,3,5
EI0002064ES,2025-02,5,2,4,1
EI0002064ES,2025-03,3,4,5,5
EI0002064ES,2025-04,4,2,5,3
EI0002064ES,2025-05,3,4,4,5
EI0002064ES,2025-06,4,3,4,2
EI0002064ES,2025-07,4,4,5,2
EI0002064ES,2025-08,5,1,4,5
EI0002064ES,2025-09,5,4,5,4
EI0002064ES,2025-10,3,5,3,4
EI0002064ES,2025-11,4,4,4,3
EI0002064ES,2025-12,5,2,5,3
EI0002064ES,2026-01,3,3,5,3
EI0603419ES,2025-02,3,5,4,5
EI0603419ES,2025-03,3,5,5,2
EI0603419ES,2025-04,1,5,4,2
EI0603419ES,2025-05,2,4,5,1
EI0603419ES,2025-06,4,4,4,5
EI0603419ES,2025-07,2,3,4,4
EI0603419ES,2025-08,1,4,5,4
EI0603419ES,2025-09,3,4,4,4
EI0603419ES,2025-10,2,3,5,4
EI0603419ES,2025-11,3,5,4,4
EI0603419ES,2025-12,5,4,5,4
EI0603419ES,2026-01,4,5,2,4
EI0603198ES,2025-02,3,1,2,3
EI0603198ES,2025-03,5,1,4,3
EI0603198ES,2025-04,2,4,1,4
EI0603198ES,2025-05,4,4,5,4
EI0603198ES,2025-06,5,4,4,5
EI0603198ES,2025-07,5,1,5,4
EI0603198ES,2025-08,3,1,4,5
EI0603198ES,2025-09,1,5,4,2
EI0603198ES,2025-10,4,4,5,4
EI0603198ES,2025-11,3,5,4,5
EI0603198ES,2025-12,2,5,3,5
EI0603198ES,2026-01,3,5,5,3
EI9305259ES,2025-02,4,5,4,4
EI9305259ES,2025-03,4,3,5,5
EI9305259ES,2025-04,4,5,4,5
EI9305259ES,2025-05,2,5,5,1
EI9305259ES,2025-06,2,5,4,3
EI9305259ES,2025-07,2,4,5,2
EI9305259ES,2025-08,5,4,5,3
EI9305259ES,2025-09,2,2,5,4
EI9305259ES,2025-10,4,2,5,5
EI9305259ES,2025-11,5,3,5,4
EI9305259ES,2025-12,4,5,4,3
EI9305259ES,2026-01,4,2,3,2
EI9302274ES,2025-02,5,4,4,5
EI9302274ES,2025-03,5,4,1,5
EI9302274ES,2025-04,4,4,4,4
EI9302274ES,2025-05,4,2,4,3
EI9302274ES,2025-06,4,5,1,2
EI9302274ES,2025-07,3,2,2,3
EI9302274ES,2025-08,5,4,5,5
EI9302274ES,2025-09,3,5,3,4
EI9302274ES,2025-10,1,5,4,5
EI9302274ES,2025-11,5,3,5,5
EI9302274ES,2025-12,5,5,5,2
EI9302274ES,2026-01,1,2,4,2
EI9902477ES,2025-02,4,4,2,2
EI9902477ES,2025-03,1,5,5,3
EI9902477ES,2025-04,4,5,4,3
EI9902477ES,2025-05,5,4,3,4
EI9902477ES,2025-06,3,5,3,4
EI9902477ES,2025-07,4,5,4,4
EI9902477ES,2025-08,4,5,4,4
EI9902477ES,2025-09,4,3,5,3
EI9902477ES,2025-10,4,2,2,5
EI9902477ES,2025-11,3,4,3,5
EI9902477ES,2025-12,5,2,1,5
EI9902477ES,2026-01,4,4,4,4
EI1605573ES,2025-02,4,4,4,4
EI1605573ES,2025-03,3,4,4,3
EI1605573ES,2025-04,4,4,4,5
EI1605573ES,2025-05,4,4,4,5
EI1605573ES,2025-06,5,5,4,5
EI1605573ES,2025-07,5,4,5,3
EI1605573ES,2025-08,3,4,2,5
EI1605573ES,2025-09,5,5,3,5
EI1605573ES,2025-10,5,4,2,3
EI1605573ES,2025-11,5,5,4,4
EI1605573ES,2025-12,5,5,5,5
EI1605573ES,2026-01,5,4,5,5
EI0800221ES,2025-02,5,4,4,2
EI0800221ES,2025-03,5,4,5,2
EI0800221ES,2025-04,4,4,4,5
EI0800221ES,2025-05,3,4,3,2
EI0800221ES,2025-06,3,4,1,4
EI0800221ES,2025-07,4,3,3,5
EI0800221ES,2025-08,4,3,4,5
EI0800221ES,2025-09,4,5,5,2
EI0800221ES,2025-10,2,4,4,5
EI0800221ES,2025-11,5,3,3,2
EI0800221ES,2025-12,5,5,4,5
EI0800221ES,2026-01,3,3,4,5
EI2303674ES,2025-02,4,2,2,1
EI2303674ES,2025-03,5,4,5,5
EI2303674ES,2025-04,2,2,4,5
EI2303674ES,2025-05,3,3,4,5
EI2303674ES,2025-06,4,4,4,4
EI2303674ES,2025-07,4,5,3,5
EI2303674ES,2025-08,5,4,2,5
EI2303674ES,2025-09,5,4,5,4
EI2303674ES,2025-10,4,4,5,5
EI2303674ES,2025-11,4,4,5,3
EI2303674ES,2025-12,5,4,4,4
EI2303674ES,2026-01,3,1,4,5
EI9300080ES,2025-02,4,4,5,3
EI9300080ES,2025-03,4,5,2,4
EI9300080ES,2025-04,4,5,3,1
EI9300080ES,2025-05,3,5,2,5
EI9300080ES,2025-06,5,4,4,2
EI9300080ES,2025-07,2,5,4,4
EI9300080ES,2025-08,3,1,3,5
EI9300080ES,2025-09,2,3,3,2
EI9300080ES,2025-10,4,4,3,4
EI9300080ES,2025-11,4,5,1,4
EI9300080ES,2025-12,3,5,3,5
EI9300080ES,2026-01,5,5,5,4
EI9106111ES,2025-02,4,3,3,5
EI9106111ES,2025-03,2,3,3,3
EI9106111ES,2025-04,4,4,4,4
EI9106111ES,2025-05,4,5,2,5
EI9106111ES,2025-06,4,3,4,4
EI9106111ES,2025-07,5,5,4,5
EI9106111ES,2025-08,3,4,4,2
EI9106111ES,2025-09,4,3,3,4
EI9106111ES,2025-10,2,5,3,5
EI9106111ES,2025-11,4,2,4,5
EI9106111ES,2025-12,5,5,5,3
EI9106111ES,2026-01,4,5,5,2
EI1005791ES,2025-02,3,5,5,3
EI1005791ES,2025-03,4,5,4,5
EI1005791ES,2025-04,2,3,5,3
EI1005791ES,2025-05,5,5,3,4
EI1005791ES,2025-06,2,4,5,5
EI1005791ES,2025-07,5,3,5,4
EI1005791ES,2025-08,5,5,5,2
EI1005791ES,2025-09,3,1,3,2
EI1005791ES,2025-10,3,4,4,3
EI1005791ES,2025-11,4,5,4,2
EI1005791ES,2025-12,4,5,5,5
EI1005791ES,2026-01,5,5,3,3
EI9105290ES,2025-02,4,4,2,5
EI9105290ES,2025-03,1,2,4,5
EI9105290ES,2025-04,4,4,2,3
EI9105290ES,2025-05,5,5,4,3
EI9105290ES,2025-06,5,5,4,2
EI9105290ES,2025-07,4,5,4,4
EI9105290ES,2025-08,4,1,2,3
EI9105290ES,2025-09,5,3,4,4
EI9105290ES,2025-10,4,5,4,1
EI9105290ES,2025-11,5,4,4,1
EI9105290ES,2025-12,5,3,4,3
EI9105290ES,2026-01,5,3,5,4
EI9103769ES,2025-02,4,1,5,5
EI9103769ES,2025-03,2,4,4,4
EI9103769ES,2025-04,5,3,4,5
EI9103769ES,2025-05,4,3,3,1
EI9103769ES,2025-06,2,4,4,5
EI9103769ES,2025-07,2,3,4,4
EI9103769ES,2025-08,5,4,3,5
EI9103769ES,2025-09,3,2,4,3
EI9103769ES,2025-10,4,3,4,4
EI9103769ES,2025-11,5,3,4,3
EI9103769ES,2025-12,1,3,3,5
EI9103769ES,2026-01,3,4,4,5
EI1301982ES,2025-02,5,3,5,4
EI1301982ES,2025-03,4,5,4,3
EI1301982ES,2025-04,5,2,3,4
EI1301982ES,2025-05,4,4,4,3
EI1301982ES,2025-06,4,4,4,4
EI1301982ES,2025-07,4,2,3,4
EI1301982ES,2025-08,3,3,5,5
EI1301982ES,2025-09,5,4,5,2
EI1301982ES,2025-10,4,5,5,5
EI1301982ES,2025-11,5,4,5,3
EI1301982ES,2025-12,3,5,2,4
EI1301982ES,2026-01,4,3,3,4
EI1703825ES,2025-02,2,4,4,5
EI1703825ES,2025-03,4,5,3,4
EI1703825ES,2025-04,4,4,4,2
EI1703825ES,2025-05,4,4,5,5
EI1703825ES,2025-06,4,5,5,4
EI1703825ES,2025-07,4,3,3,5
EI1703825ES,2025-08,4,3,5,4
EI1703825ES,2025-09,5,4,3,5
EI1703825ES,2025-10,5,3,5,3
EI1703825ES,2025-11,3,4,4,5
EI1703825ES,2025-12,5,5,2,5
EI1703825ES,2026-01,5,2,5,2
EI0805516ES,2025-02,3,3,3,4
EI0805516ES,2025-03,5,4,5,5
EI0805516ES,2025-04,4,5,5,2
EI0805516ES,2025-05,4,2,5,4
EI0805516ES,2025-06,4,4,5,5
EI0805516ES,2025-07,4,2,4,3
EI0805516ES,2025-08,4,4,5,4
EI0805516ES,2025-09,4,1,5,5
EI0805516ES,2025-10,4,4,1,4
EI0805516ES,2025-11,3,4,4,2
EI0805516ES,2025-12,4,2,5,2
EI0805516ES,2026-01,4,4,5,5
EI0604408ES,2025-02,5,1,3,4
EI0604408ES,2025-03,5,4,3,5
EI0604408ES,2025-04,4,5,5,5
EI0604408ES,2025-05,5,5,5,4
EI0604408ES,2025-06,4,4,4,3
EI0604408ES,2025-07,5,4,2,3
EI0604408ES,2025-08,4,5,5,3
EI0604408ES,2025-09,4,3,3,4
EI0604408ES,2025-10,1,5,3,5
EI0604408ES,2025-11,5,1,2,4
EI0604408ES,2025-12,4,5,4,1
EI0604408ES,2026-01,3,3,5,5
EI1501074ES,2025-02,2,5,2,3
EI1501074ES,2025-03,3,5,2,3
EI1501074ES,2025-04,5,5,3,4
EI1501074ES,2025-05,4,4,4,4
EI1501074ES,2025-06,3,4,3,5
EI1501074ES,2025-07,4,3,2,4
EI1501074ES,2025-08,5,3,5,3
EI1501074ES,2025-09,4,3,4,3
EI1501074ES,2025-10,5,4,5,5
EI1501074ES,2025-11,5,5,4,2
EI1501074ES,2025-12,4,4,3,5
EI1501074ES,2026-01,3,3,2,5
EI2403008ES,2025-02,4,3,3,5
EI2403008ES,2025-03,3,5,5,4
EI2403008ES,2025-04,5,5,3,3
EI2403008ES,2025-05,5,3,4,3
EI2403008ES,2025-06,3,5,2,3
EI2403008ES,2025-07,5,4,5,4
EI2403008ES,2025-08,3,1,4,1
EI2403008ES,2025-09,4,5,5,5
EI2403008ES,2025-10,3,5,5,5
EI2403008ES,2025-11,2,4,3,4
EI2403008ES,2025-12,4,5,3,2
EI2403008ES,2026-01,4,3,4,5
EI9404447ES,2025-02,5,5,4,3
EI9404447ES,2025-03,3,5,4,3
EI9404447ES,2025-04,3,3,4,5
EI9404447ES,2025-05,4,4,3,3
EI9404447ES,2025-06,5,5,5,5
EI9404447ES,2025-07,5,4,4,3
EI9404447ES,2025-08,3,4,4,5
EI9404447ES,2025-09,4,5,4,5
EI9404447ES,2025-10,2,3,2,4
EI9404447ES,2025-11,1,3,5,2
EI9404447ES,2025-12,5,4,2,5
EI9404447ES,2026-01,3,4,3,3
EI9303123ES,2025-02,5,5,4,3
EI9303123ES,2025-03,3,4,4,5
EI9303123ES,2025-04,2,4,3,3
EI9303123ES,2025-05,4,4,2,5
EI9303123ES,2025-06,2,3,5,5
EI9303123ES,2025-07,3,4,1,4
EI9303123ES,2025-08,4,2,1,4
EI9303123ES,2025-09,5,4,2,3
EI9303123ES,2025-10,4,4,2,5
EI9303123ES,2025-11,3,5,3,3
EI9303123ES,2025-12,5,4,4,5
EI9303123ES,2026-01,4,3,5,5
EI1505450ES,2025-02,1,3,5,3
EI1505450ES,2025-03,5,3,4,1
