numero_empleado,cbi_item_1,cbi_item_2,cbi_item_3,cbi_item_4,cbi_item_5,cbi_item_6,cbi_item_7,cbi_item_8,cbi_item_9,cbi_item_10,cbi_item_11,cbi_item_12,cbi_item_13,cbi_item_14,cbi_item_15,cbi_item_16,cbi_item_17,cbi_item_18,cbi_item_19,timestamp_respuesta
EI1801295ES,Nunca,A menudo,Raramente,Raramente,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces,Raramente,A menudo,A veces,A menudo,A veces,A veces,Siempre,2026-06-07 11:00:42
EI0302940ES,A veces,Raramente,A menudo,A veces,A menudo,A menudo,Nunca,A menudo,A veces,Raramente,Raramente,A veces,Nunca,A veces,Siempre,A menudo,A veces,A veces,A veces,2026-12-20 05:14:44
EI1003784ES,Nunca,Siempre,A menudo,Raramente,A veces,A menudo,Siempre,A veces,Nunca,A menudo,A veces,Raramente,Raramente,A veces,A veces,A veces,Raramente,Siempre,Nunca,2026-02-19 13:23:08
EI0206536ES,A veces,Raramente,A menudo,Raramente,A veces,Raramente,Nunca,A veces,Raramente,Siempre,A veces,Raramente,A menudo,A menudo,A veces,A menudo,A veces,A menudo,A veces,2026-09-08 19:38:17
EI1904995ES,A veces,Nunca,A veces,Raramente,A veces,A menudo,Siempre,Raramente,Siempre,A menudo,A veces,A veces,Raramente,A menudo,A menudo,A veces,Siempre,Raramente,Raramente,2026-04-24 16:52:40
EI9204166ES,A menudo,A veces,A menudo,Raramente,A veces,A menudo,A veces,A menudo,A veces,A menudo,A veces,A veces,A menudo,A veces,A menudo,A menudo,Raramente,Raramente,A veces,2026-11-14 05:43:43
EI0901113ES,Raramente,A veces,A menudo,Raramente,A menudo,Siempre,A menudo,A menudo,A veces,A menudo,Siempre,A menudo,Nunca,A menudo,Siempre,A veces,A menudo,Siempre,Raramente,2026-08-11 10:32:07
EI9500777ES,A veces,Siempre,A veces,A menudo,Siempre,Raramente,Raramente,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,Raramente,A veces,A veces,Raramente,Siempre,2026-01-16 11:46:03
EI2206614ES,A menudo,Nunca,Raramente,Siempre,Nunca,A menudo,Siempre,A veces,Raramente,A veces,A veces,A veces,Siempre,A veces,Siempre,A veces,A veces,A veces,A menudo,2026-04-16 05:17:46
EI9504747ES,Siempre,A veces,A veces,Raramente,Raramente,A menudo,Nunca,A menudo,Nunca,Raramente,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,A veces,A menudo,Siempre,2026-11-19 16:23:42
EI2502907ES,A veces,Siempre,Raramente,A veces,Siempre,A veces,Siempre,Raramente,A menudo,Siempre,Raramente,Nunca,Siempre,Raramente,Raramente,Nunca,A menudo,A menudo,Nunca,2026-04-12 23:34:54
EI2206943ES,A veces,A veces,A menudo,Siempre,A veces,Raramente,A menudo,A menudo,Raramente,Raramente,Nunca,A veces,A veces,Siempre,A menudo,A veces,Raramente,A menudo,A veces,2026-11-05 15:36:27
EI9103804ES,Raramente,A veces,A menudo,Siempre,A veces,Raramente,A veces,A veces,Siempre,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,Siempre,A menudo,A veces,A menudo,2026-09-25 19:16:18
EI0304440ES,Raramente,Siempre,A veces,A menudo,A menudo,A menudo,Raramente,Nunca,Raramente,A veces,Raramente,Raramente,Raramente,Nunca,Siempre,Nunca,Nunca,Raramente,A veces,2026-07-05 22:27:17
EI1001852ES,Siempre,A menudo,A veces,Raramente,A veces,Raramente,Nunca,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces,A menudo,Siempre,2026-04-15 09:34:41
EI1201964ES,Raramente,Siempre,A veces,Raramente,A veces,A veces,A veces,A menudo,A veces,A menudo,Nunca,A menudo,Raramente,A veces,Nunca,A veces,Raramente,A veces,A veces,2026-03-09 19:09:26
EI9804909ES,A menudo,A veces,Raramente,A menudo,A menudo,Siempre,Raramente,Raramente,Raramente,Nunca,Nunca,Siempre,Siempre,Nunca,A menudo,A menudo,Raramente,Siempre,A menudo,2026-10-12 07:46:08
EI9003882ES,Raramente,A veces,Raramente,Raramente,Siempre,Raramente,Raramente,Siempre,A veces,Siempre,A veces,Siempre,Raramente,Raramente,A menudo,A veces,Nunca,Siempre,A menudo,2026-11-22 20:49:54
EI1404330ES,Raramente,A veces,Nunca,A menudo,Raramente,A veces,A veces,A menudo,A veces,A veces,A veces,Raramente,A veces,A veces,A veces,Raramente,A veces,A veces,A menudo,2026-01-20 08:02:40
EI9000486ES,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A veces,A menudo,Nunca,A menudo,Raramente,A menudo,A menudo,Raramente,Raramente,Raramente,Siempre,A menudo,A menudo,2026-11-05 16:37:55
EI9805880ES,Raramente,Raramente,A menudo,A veces,A menudo,Nunca,Siempre,A menudo,Siempre,A veces,Nunca,Siempre,A menudo,A menudo,Raramente,Nunca,Siempre,A menudo,A veces,2026-11-11 22:06:25
EI1006162ES,A menudo,A veces,A veces,Raramente,Raramente,A veces,A veces,A veces,Nunca,A veces,A menudo,A menudo,Nunca,A veces,A menudo,Nunca,A menudo,A menudo,A veces,2026-08-28 18:51:19
EI9500031ES,A veces,Siempre,Siempre,A menudo,Raramente,Siempre,Raramente,A veces,A menudo,Nunca,A menudo,Raramente,Siempre,Raramente,Raramente,A veces,A menudo,Siempre,A veces,2026-04-22 07:41:25
EI1501880ES,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces,A veces,A menudo,Raramente,A menudo,A veces,Siempre,A menudo,Raramente,A menudo,2026-02-11 13:33:17
EI1902284ES,A veces,A veces,A menudo,Raramente,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,A menudo,Nunca,A veces,Raramente,A veces,Nunca,A veces,Raramente,2026-01-12 08:39:58
EI9804145ES,A menudo,A veces,A menudo,Siempre,A veces,A veces,Raramente,A veces,A menudo,Nunca,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A veces,A veces,Nunca,2026-03-26 03:26:39
EI9903214ES,A veces,A veces,Siempre,Nunca,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A veces,Siempre,Raramente,Raramente,Siempre,A veces,Nunca,A menudo,A veces,2026-11-01 18:33:41
EI1804504ES,Raramente,A menudo,Siempre,A veces,A veces,A menudo,Siempre,A menudo,Siempre,A veces,A menudo,A veces,A menudo,Raramente,A menudo,A menudo,Siempre,Siempre,A veces,2026-07-11 21:10:38
EI9004772ES,A menudo,Nunca,A veces,A veces,Raramente,A veces,A menudo,A menudo,Nunca,Nunca,Raramente,Nunca,Siempre,A veces,Raramente,A veces,A menudo,Raramente,A menudo,2026-12-12 15:18:49
EI0003409ES,A menudo,Siempre,A veces,A veces,A menudo,A veces,Siempre,A veces,A menudo,Raramente,A menudo,Raramente,A veces,A menudo,Raramente,A veces,A menudo,Raramente,Siempre,2026-06-26 13:12:33
EI2300637ES,Raramente,A veces,Raramente,Siempre,A veces,A veces,Nunca,A veces,A menudo,Nunca,Nunca,Siempre,A veces,A veces,Siempre,Nunca,Siempre,Raramente,A menudo,2026-02-11 01:05:12
EI0905449ES,Raramente,Siempre,A veces,A veces,A veces,Raramente,A menudo,A menudo,Raramente,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Raramente,A veces,A menudo,A veces,2026-03-07 12:04:26
EI9502349ES,Siempre,Nunca,Siempre,Nunca,A veces,A menudo,A menudo,Nunca,Raramente,A veces,A menudo,A veces,A veces,A menudo,Raramente,Siempre,Siempre,Siempre,A menudo,2026-01-06 14:25:20
EI9901084ES,A menudo,Siempre,A menudo,A menudo,A veces,A veces,A menudo,A menudo,A veces,A menudo,A veces,Raramente,A menudo,Nunca,Raramente,A menudo,A menudo,Siempre,Nunca,2026-08-12 15:48:57
EI9500862ES,Siempre,Siempre,Siempre,Raramente,A veces,Raramente,Siempre,Raramente,Siempre,Raramente,A menudo,Siempre,Siempre,Siempre,A veces,Raramente,Nunca,A veces,A veces,2026-11-29 19:04:42
EI0803081ES,A menudo,A menudo,Raramente,A veces,A menudo,Raramente,A menudo,Siempre,Raramente,Nunca,Raramente,A menudo,A veces,A menudo,A menudo,Raramente,Nunca,A veces,A menudo,2026-07-27 23:13:30
EI0700904ES,A veces,A menudo,Raramente,A veces,A veces,A veces,Siempre,A veces,A menudo,A menudo,Raramente,Raramente,A veces,A veces,A menudo,Siempre,A menudo,Nunca,Raramente,2026-12-10 01:20:26
EI1606555ES,Raramente,A menudo,A menudo,A menudo,A veces,A menudo,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A menudo,Siempre,A veces,A veces,A menudo,A veces,A menudo,2026-07-26 23:31:42
EI0900110ES,A veces,A veces,A menudo,A veces,Raramente,A veces,Nunca,A veces,A veces,A menudo,Nunca,A veces,Raramente,Siempre,Raramente,A veces,A veces,A menudo,Nunca,2026-08-23 08:07:29
EI9006733ES,A veces,A veces,Nunca,Nunca,A veces,A veces,A veces,A menudo,Raramente,A veces,A veces,Siempre,Siempre,A veces,A veces,Raramente,A menudo,A veces,A veces,2026-06-02 17:59:37
EI0805041ES,A menudo,Siempre,A veces,A menudo,A veces,A menudo,Raramente,A veces,Raramente,A menudo,Nunca,Raramente,A veces,Siempre,A menudo,Raramente,Raramente,A veces,A veces,2026-08-02 17:08:59
EI0104838ES,Raramente,A menudo,Raramente,A veces,Nunca,A veces,A veces,Raramente,A veces,A veces,Siempre,A menudo,A menudo,A menudo,A veces,A veces,A veces,Siempre,A menudo,2026-02-17 10:50:38
EI9406078ES,A veces,Raramente,A menudo,A veces,Siempre,Siempre,Raramente,Raramente,Raramente,A menudo,Raramente,Siempre,A veces,A veces,Siempre,Raramente,A veces,Siempre,Siempre,2026-10-18 21:00:29
EI0605876ES,Nunca,A veces,A menudo,A veces,A menudo,Nunca,Nunca,A menudo,A veces,Nunca,Siempre,Raramente,Raramente,A menudo,Raramente,A veces,Nunca,A veces,Nunca,2026-12-14 19:21:56
EI2506647ES,A veces,Raramente,Raramente,A veces,A menudo,Raramente,Nunca,A menudo,Siempre,A veces,A veces,A veces,A veces,Raramente,Raramente,A menudo,A menudo,Siempre,Raramente,2026-08-08 08:58:44
EI0003823ES,Siempre,A veces,A veces,A veces,A menudo,A menudo,Siempre,Siempre,A menudo,A veces,A veces,A menudo,Siempre,Nunca,Siempre,A veces,Raramente,Raramente,Raramente,2026-03-14 20:22:16
EI9601832ES,A veces,A menudo,A veces,Siempre,A veces,Siempre,Raramente,Siempre,A menudo,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,A veces,Raramente,Nunca,A menudo,2026-10-26 13:02:52
EI9705854ES,A menudo,Siempre,A veces,Nunca,Siempre,Raramente,A menudo,Siempre,Raramente,Siempre,Raramente,A veces,A menudo,Nunca,Raramente,Nunca,A menudo,A menudo,A veces,2026-11-12 03:14:28
EI9800783ES,A veces,A menudo,A veces,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,A veces,A veces,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A veces,A menudo,2026-01-01 08:24:52
EI2406836ES,Siempre,Raramente,Raramente,A menudo,A menudo,Nunca,A menudo,Raramente,A veces,Raramente,Raramente,Raramente,A veces,A menudo,A veces,A menudo,A veces,A menudo,Siempre,2026-09-28 12:11:42
EI2603296ES,A menudo,Nunca,A menudo,A veces,A veces,A menudo,A veces,A veces,Raramente,Nunca,Raramente,A veces,A menudo,A menudo,Siempre,Nunca,Siempre,A veces,Raramente,2026-04-05 11:18:07
EI0402754ES,Raramente,A veces,A menudo,Raramente,Raramente,Siempre,A veces,Raramente,A veces,Siempre,Siempre,Siempre,Nunca,Raramente,Raramente,A menudo,A veces,A veces,Siempre,2026-03-17 17:06:04
EI1004811ES,A menudo,Siempre,Raramente,Nunca,Raramente,Nunca,Siempre,Raramente,A menudo,Raramente,Raramente,Nunca,A veces,A menudo,A veces,A veces,A menudo,Siempre,A veces,2026-07-15 06:08:57
EI2401826ES,Raramente,Siempre,A menudo,Nunca,A menudo,A menudo,Raramente,A veces,Siempre,A menudo,A veces,A menudo,A menudo,Raramente,A veces,Siempre,Raramente,Raramente,A veces,2026-03-20 03:45:21
EI1401095ES,A menudo,A menudo,A veces,Raramente,A veces,Raramente,A veces,A veces,A menudo,Raramente,Raramente,Nunca,A menudo,A veces,Siempre,A veces,A veces,A menudo,A menudo,2026-06-16 12:49:58
EI1704897ES,A veces,A veces,Raramente,A menudo,Siempre,Siempre,Siempre,Nunca,Siempre,A menudo,A menudo,Siempre,Raramente,Siempre,A veces,A veces,A veces,A menudo,Siempre,2026-10-17 14:34:46
EI0106924ES,A veces,Siempre,Nunca,Nunca,A menudo,Raramente,A veces,A veces,A menudo,Siempre,A menudo,A veces,Nunca,Raramente,Siempre,A veces,A menudo,Siempre,A veces,2026-05-04 16:05:03
EI9202589ES,A veces,Nunca,A veces,Raramente,Raramente,Siempre,A veces,A veces,A veces,A veces,Raramente,Raramente,Raramente,A veces,Raramente,A menudo,A menudo,Nunca,Raramente,2026-06-01 07:29:47
EI1005904ES,A menudo,A menudo,A veces,A menudo,A veces,A veces,Siempre,Raramente,A menudo,Raramente,A menudo,Nunca,A menudo,A menudo,Raramente,A veces,A veces,Raramente,Siempre,2026-10-21 15:05:46
EI9602551ES,A menudo,Nunca,Raramente,A menudo,Siempre,A veces,A menudo,Siempre,Siempre,A menudo,A veces,Raramente,Raramente,Nunca,A veces,A veces,Nunca,A veces,A menudo,2026-04-27 21:43:13
EI1605895ES,Siempre,Raramente,Raramente,A veces,A veces,Nunca,Nunca,A veces,Nunca,Siempre,A veces,A menudo,A menudo,Raramente,Raramente,Siempre,A veces,Raramente,A veces,2026-11-06 09:21:47
EI2101655ES,A menudo,Raramente,Raramente,A veces,A menudo,Siempre,Raramente,Siempre,Nunca,Raramente,A veces,A menudo,Siempre,A veces,A veces,A menudo,Siempre,A veces,Nunca,2026-11-11 12:15:47
EI2305729ES,A veces,A veces,A veces,A menudo,A menudo,A menudo,Siempre,Raramente,A veces,A veces,A veces,A menudo,A veces,Nunca,A menudo,Nunca,Nunca,A veces,A veces,2026-11-02 10:31:23
EI2605355ES,Nunca,A veces,A menudo,Siempre,A veces,Siempre,A veces,Raramente,Siempre,Raramente,A veces,Siempre,A veces,Raramente,A veces,Raramente,Raramente,Nunca,Raramente,2026-01-04 07:19:13
EI2602329ES,Raramente,A veces,A veces,Siempre,A menudo,Raramente,A menudo,A veces,Raramente,Siempre,A menudo,A veces,Siempre,Siempre,A veces,Siempre,Raramente,Raramente,A veces,2026-10-12 20:29:38
EI2403786ES,Raramente,A veces,Raramente,A veces,Nunca,A veces,A veces,A veces,A veces,Raramente,Siempre,Nunca,A veces,Nunca,Raramente,Nunca,A veces,A menudo,Siempre,2026-06-28 11:39:53
EI0404540ES,Raramente,A veces,Raramente,A menudo,A veces,A veces,A veces,Raramente,A menudo,A veces,Raramente,A veces,Raramente,A veces,A veces,A veces,Raramente,Nunca,A menudo,2026-05-27 15:06:03
EI1003211ES,A veces,Nunca,Siempre,Raramente,Raramente,Siempre,Siempre,A veces,A veces,Raramente,Raramente,A veces,A menudo,A menudo,Raramente,Raramente,A menudo,Siempre,A veces,2026-07-05 15:51:19
EI1804356ES,A menudo,Raramente,A veces,Siempre,Raramente,A veces,A menudo,Nunca,Siempre,Siempre,Siempre,A veces,A veces,Raramente,Nunca,A veces,Raramente,Nunca,A veces,2026-12-06 23:46:19
EI0403923ES,Nunca,Raramente,A veces,Nunca,A veces,A menudo,Siempre,A veces,Nunca,Raramente,Raramente,A veces,A veces,Siempre,A veces,Raramente,A veces,Nunca,A menudo,2026-07-08 07:13:22
EI9603853ES,A veces,Raramente,Nunca,Raramente,A veces,A menudo,A veces,Raramente,Raramente,A veces,A menudo,Raramente,Raramente,A veces,Raramente,A veces,Nunca,Siempre,A veces,2026-02-08 17:06:34
EI9106948ES,A veces,A menudo,A veces,Nunca,Siempre,Raramente,Nunca,A veces,A menudo,A veces,A menudo,Raramente,Raramente,A menudo,A veces,Siempre,A menudo,Siempre,A menudo,2026-01-30 18:41:51
EI0805666ES,Siempre,Siempre,A veces,Raramente,A veces,Siempre,Nunca,A veces,A veces,Siempre,A veces,A veces,Raramente,Siempre,Nunca,Nunca,Siempre,Raramente,A menudo,2026-09-09 07:54:28
EI9101205ES,A veces,A veces,Siempre,Siempre,A menudo,A veces,Nunca,Siempre,A menudo,A veces,A veces,Raramente,A veces,A menudo,Siempre,Raramente,Raramente,Siempre,Raramente,2026-01-17 01:57:02
EI1802618ES,A veces,A veces,A veces,A veces,Siempre,Raramente,Nunca,A menudo,Raramente,A veces,Siempre,Nunca,A veces,A menudo,Raramente,A menudo,Nunca,Raramente,A menudo,2026-03-18 03:18:52
EI0403249ES,Raramente,Raramente,Siempre,Siempre,A veces,Nunca,Siempre,Raramente,A menudo,Raramente,Raramente,Raramente,A veces,A veces,A veces,A menudo,Siempre,A menudo,A menudo,2026-01-09 05:19:58
EI9605390ES,A veces,A veces,Raramente,Nunca,Raramente,Raramente,Raramente,A veces,Siempre,Raramente,Nunca,Raramente,A menudo,A veces,Siempre,A veces,Siempre,Siempre,Siempre,2026-08-28 07:25:41
EI0805874ES,A menudo,A veces,Raramente,A menudo,Nunca,A menudo,A menudo,A veces,A menudo,A veces,Nunca,Siempre,A veces,A veces,Raramente,Raramente,A veces,A veces,Nunca,2026-07-14 13:41:28
EI1506962ES,Nunca,A veces,A veces,A veces,A menudo,A veces,Raramente,A veces,A menudo,A menudo,Siempre,A veces,Raramente,A menudo,A menudo,Siempre,Raramente,A menudo,A veces,2026-04-24 06:06:26
EI9601771ES,Siempre,Siempre,A veces,Raramente,A veces,Siempre,Raramente,A menudo,Nunca,Nunca,Nunca,A veces,A veces,Raramente,A veces,Nunca,A veces,A menudo,Raramente,2026-06-29 14:13:06
EI1400830ES,A veces,A veces,Raramente,Nunca,Raramente,Siempre,A veces,A veces,Nunca,Nunca,A veces,A veces,Nunca,Raramente,Raramente,Raramente,Nunca,A veces,Raramente,2026-12-03 16:47:30
EI0703429ES,Siempre,Raramente,A menudo,Raramente,A menudo,A veces,A veces,A menudo,A menudo,A menudo,Raramente,A veces,Siempre,A menudo,A menudo,Nunca,Raramente,Siempre,A menudo,2026-04-15 06:46:04
EI2202432ES,Raramente,A menudo,A menudo,A veces,Siempre,Raramente,A menudo,Nunca,Siempre,A veces,Nunca,Raramente,A veces,A veces,A menudo,A veces,A veces,A menudo,Siempre,2026-03-29 07:26:44
EI0800628ES,Nunca,A veces,Nunca,A veces,A menudo,Siempre,A menudo,A veces,A veces,A menudo,A veces,Raramente,A menudo,A veces,A menudo,Siempre,A menudo,A veces,Nunca,2026-05-26 18:23:10
EI1504099ES,A menudo,A veces,Raramente,A veces,Raramente,Siempre,Nunca,Raramente,Raramente,Raramente,A veces,Nunca,A menudo,Nunca,Raramente,Nunca,Raramente,Raramente,Siempre,2026-08-20 09:45:14
EI9600926ES,Raramente,A menudo,Raramente,Siempre,A menudo,A veces,Raramente,A veces,A menudo,Siempre,A veces,A veces,Raramente,Nunca,Nunca,Raramente,A veces,A veces,Raramente,2026-10-16 07:47:06
EI0200296ES,A menudo,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,A menudo,A veces,Nunca,A veces,Raramente,Raramente,Siempre,A menudo,Siempre,Raramente,Siempre,Nunca,2026-11-03 02:22:40
EI1801053ES,Nunca,Nunca,Siempre,A veces,A veces,A veces,A menudo,Raramente,A menudo,A veces,Nunca,Raramente,Siempre,Nunca,A veces,A veces,A veces,Raramente,A veces,2026-08-07 14:15:06
EI0102572ES,Raramente,A menudo,Siempre,Siempre,Raramente,A menudo,Siempre,Siempre,A menudo,Siempre,Raramente,A menudo,Nunca,Siempre,A menudo,Siempre,Raramente,A menudo,A menudo,2026-01-03 03:29:47
EI1903519ES,Raramente,A menudo,A menudo,Nunca,Nunca,Siempre,Nunca,A veces,Raramente,Raramente,A veces,Siempre,Raramente,A veces,Raramente,A menudo,Siempre,A menudo,A veces,2026-10-25 04:30:32
EI2402216ES,Siempre,A menudo,Raramente,A veces,A veces,A veces,Nunca,A menudo,A veces,A veces,A menudo,Siempre,Nunca,A menudo,Nunca,Raramente,Nunca,A menudo,A veces,2026-01-18 21:57:43
EI9300945ES,Nunca,A veces,A menudo,Raramente,Nunca,Raramente,A veces,A veces,A veces,A veces,A menudo,A veces,A menudo,A menudo,A menudo,A veces,Raramente,A veces,Nunca,2026-01-06 11:00:31
EI1805564ES,Raramente,A veces,Raramente,Raramente,A menudo,A veces,A veces,A menudo,Raramente,A menudo,A menudo,A veces,A veces,A veces,A veces,Raramente,A veces,A menudo,A menudo,2026-10-08 18:54:38
EI9205803ES,A menudo,A veces,A menudo,Raramente,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,A menudo,A veces,A menudo,A veces,Nunca,A veces,A veces,Siempre,A veces,2026-08-09 14:25:47
EI9600013ES,Raramente,Siempre,A menudo,Siempre,Nunca,A menudo,A menudo,Nunca,A menudo,Nunca,Raramente,Raramente,A menudo,A menudo,A veces,Raramente,A veces,A veces,A veces,2026-01-12 16:06:21
EI2301118ES,A menudo,Raramente,Nunca,A menudo,A veces,Raramente,Nunca,Raramente,A veces,A veces,Raramente,A menudo,Siempre,Nunca,A menudo,A veces,Siempre,A veces,A menudo,2026-04-17 05:36:58
EI0405091ES,Raramente,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,Raramente,Siempre,A menudo,Raramente,Raramente,Siempre,Nunca,A veces,A menudo,A veces,Raramente,2026-07-31 11:16:12
EI1102707ES,Siempre,A menudo,A menudo,Raramente,A veces,Raramente,Siempre,A veces,A veces,A menudo,Raramente,Siempre,A veces,A menudo,A menudo,A veces,Siempre,A veces,A menudo,2026-06-05 16:17:05
EI1302967ES,Raramente,A veces,A menudo,A veces,Raramente,A veces,A menudo,Raramente,A veces,A veces,Raramente,Raramente,Siempre,Raramente,A menudo,Siempre,A menudo,Raramente,A veces,2026-10-13 20:47:24
EI9404442ES,A veces,A menudo,Siempre,A veces,Raramente,A menudo,A veces,A menudo,A menudo,Siempre,A veces,Raramente,Raramente,Raramente,Raramente,A veces,A menudo,A menudo,A menudo,2026-11-18 07:11:53
EI9301320ES,Siempre,Raramente,A veces,A menudo,Raramente,A menudo,A menudo,Siempre,Siempre,Siempre,A veces,A veces,Siempre,Raramente,A veces,Raramente,A veces,Raramente,Raramente,2026-12-07 17:04:36
EI1806500ES,A menudo,Nunca,A menudo,Nunca,A veces,A veces,A veces,Siempre,A menudo,Siempre,Raramente,A menudo,Nunca,A menudo,A menudo,A menudo,Nunca,Raramente,Raramente,2026-09-21 13:00:45
EI1606842ES,Siempre,A menudo,A veces,A menudo,Raramente,Siempre,Raramente,A veces,A veces,A veces,A veces,Siempre,Siempre,A veces,A veces,A menudo,Nunca,A veces,Siempre,2026-11-11 13:13:07
EI2006399ES,A veces,Raramente,Raramente,A menudo,A veces,Nunca,Raramente,Raramente,A menudo,A menudo,A veces,Raramente,Raramente,Raramente,Raramente,Nunca,Raramente,Siempre,Nunca,2026-11-19 10:10:20
EI0402772ES,A menudo,Raramente,A veces,A veces,A veces,A menudo,A veces,A veces,Raramente,A menudo,Siempre,A menudo,A veces,A veces,Siempre,A menudo,A menudo,Nunca,Siempre,2026-02-16 17:38:03
EI0206029ES,A veces,Nunca,Siempre,A menudo,Raramente,A menudo,A veces,A veces,A veces,Siempre,Siempre,A veces,Raramente,A veces,A menudo,Raramente,A menudo,Siempre,A veces,2026-08-09 02:07:18
EI2104217ES,A menudo,A menudo,A veces,Nunca,A veces,A menudo,A menudo,Raramente,A veces,Raramente,Nunca,A veces,A veces,A veces,A veces,A veces,A menudo,A veces,A veces,2026-11-12 00:50:42
EI1600654ES,A menudo,A veces,Siempre,Siempre,Siempre,Siempre,A veces,A veces,A veces,Raramente,A menudo,A veces,A menudo,Siempre,Siempre,Raramente,Raramente,A veces,A veces,2026-11-03 07:12:09
