numero_empleado,mes,feedback,reconocimiento,apoyo_supervisor,apoyo_equipo
IE2402457,2025-12,4,4,1,3
IE2402457,2026-01,5,4,5,5
IE2402457,2026-02,3,4,2,4
IE1800890,2025-03,5,4,5,5
IE1800890,2025-04,4,3,2,3
IE1800890,2025-05,3,5,3,1
IE1800890,2025-06,5,5,5,4
IE1800890,2025-07,5,5,4,4
IE1800890,2025-08,2,5,4,4
IE1800890,2025-09,5,5,4,4
IE1800890,2025-10,4,5,4,1
IE1800890,2025-11,5,5,1,4
IE1800890,2025-12,2,5,5,4
IE1800890,2026-01,3,5,5,5
IE1800890,2026-02,4,3,3,4
IE1702832,2025-03,1,4,5,4
IE1702832,2025-04,5,5,5,4
IE1702832,2025-05,4,5,3,5
IE1702832,2025-06,4,4,4,4
IE1702832,2025-07,5,4,5,3
IE1702832,2025-08,4,4,3,5
IE1702832,2025-09,2,5,2,3
IE1702832,2025-10,4,5,3,1
IE1702832,2025-11,1,4,5,3
IE1702832,2025-12,5,3,5,3
IE1702832,2026-01,5,1,1,3
IE1702832,2026-02,4,4,4,4
IE0404304,2025-03,4,5,4,4
IE0404304,2025-04,4,4,4,5
IE0404304,2025-05,5,5,3,4
IE0404304,2025-06,5,5,5,2
IE0404304,2025-07,5,3,4,5
IE0404304,2025-08,4,2,3,4
IE0404304,2025-09,5,4,2,4
IE0404304,2025-10,5,4,3,5
IE0404304,2025-11,2,5,5,5
IE0404304,2025-12,4,5,5,4
IE0404304,2026-01,2,3,5,2
IE0404304,2026-02,3,3,4,5
IE1900099,2025-03,4,4,2,5
IE1900099,2025-04,4,5,5,5
IE1900099,2025-05,4,2,3,3
IE1900099,2025-06,2,1,3,5
IE1900099,2025-07,4,5,5,3
IE1900099,2025-08,4,4,3,4
IE1900099,2025-09,4,5,3,5
IE1900099,2025-10,5,3,3,5
IE1900099,2025-11,5,4,4,5
IE1900099,2025-12,3,5,5,4
IE1900099,2026-01,5,5,5,4
IE1900099,2026-02,5,5,5,4
IE2100759,2025-03,3,4,4,4
IE2100759,2025-04,3,4,1,5
IE2100759,2025-05,2,3,4,4
IE2100759,2025-06,1,3,4,4
IE2100759,2025-07,2,5,4,3
IE2100759,2025-08,5,1,1,4
IE2100759,2025-09,2,4,4,3
IE2100759,2025-10,3,3,4,4
IE2100759,2025-11,3,5,5,3
IE2100759,2025-12,5,3,4,5
IE2100759,2026-01,4,3,4,5
IE2100759,2026-02,5,4,5,4
IE9300579,2025-03,4,4,5,2
IE9300579,2025-04,4,4,4,4
IE9300579,2025-05,5,3,4,5
IE9300579,2025-06,5,3,4,2
IE9300579,2025-07,5,2,3,3
IE9300579,2025-08,5,5,4,4
IE9300579,2025-09,5,5,4,5
IE9300579,2025-10,4,2,2,3
IE9300579,2025-11,5,4,2,4
IE9300579,2025-12,4,2,3,3
IE9300579,2026-01,4,4,3,5
IE9300579,2026-02,4,4,5,2
IE9104428,2025-03,3,3,4,5
IE9104428,2025-04,3,5,2,4
IE9104428,2025-05,5,5,4,4
IE9104428,2025-06,4,4,4,4
IE9104428,2025-07,4,3,5,5
IE9104428,2025-08,1,4,3,4
IE9104428,2025-09,3,2,3,4
IE9104428,2025-10,5,5,4,4
IE9104428,2025-11,2,1,2,4
IE9104428,2025-12,5,1,1,5
IE9104428,2026-01,3,4,2,4
IE9104428,2026-02,5,4,5,2
IE9001579,2025-03,3,4,4,5
IE9001579,2025-04,3,5,3,2
IE9001579,2025-05,4,5,4,3
IE9001579,2025-06,5,4,4,4
IE9001579,2025-07,4,1,5,1
IE9001579,2025-08,5,4,5,2
IE9001579,2025-09,5,3,4,5
IE9001579,2025-10,5,3,4,4
IE9001579,2025-11,4,4,3,4
IE9001579,2025-12,4,3,3,1
IE9001579,2026-01,4,3,5,5
IE9001579,2026-02,1,4,4,3
IE1500707,2025-03,5,5,3,4
IE1500707,2025-04,5,3,4,4
IE1500707,2025-05,5,4,4,4
IE1500707,2025-06,4,1,4,4
IE1500707,2025-07,4,5,2,3
IE1500707,2025-08,1,5,2,4
IE1500707,2025-09,3,4,3,5
IE1500707,2025-10,5,3,5,3
IE1500707,2025-11,4,5,2,4
IE1500707,2025-12,2,4,4,4
IE1500707,2026-01,5,4,1,4
IE1500707,2026-02,3,5,5,3
IE9802856,2025-03,5,4,4,1
IE9802856,2025-04,5,5,2,2
IE9802856,2025-05,4,3,4,4
IE9802856,2025-06,3,5,3,4
IE9802856,2025-07,2,5,4,4
IE9802856,2025-08,4,1,1,4
IE9802856,2025-09,5,5,3,5
IE9802856,2025-10,5,4,3,5
IE9802856,2025-11,3,5,5,4
IE9802856,2025-12,2,5,3,2
IE9802856,2026-01,4,5,3,4
IE9802856,2026-02,5,4,2,5
IE1602920,2025-03,4,5,4,1
IE1602920,2025-04,5,4,3,1
IE1602920,2025-05,4,3,5,5
IE1602920,2025-06,3,1,4,2
IE1602920,2025-07,2,5,4,5
IE1602920,2025-08,3,4,1,5
IE1602920,2025-09,2,3,4,4
IE1602920,2025-10,3,5,4,4
IE1602920,2025-11,5,4,3,3
IE1602920,2025-12,4,4,5,1
IE1602920,2026-01,3,5,3,5
IE1602920,2026-02,5,4,3,2
IE9502643,2025-03,4,4,2,4
IE9502643,2025-04,5,5,4,5
IE9502643,2025-05,5,4,4,4
IE9502643,2025-06,4,4,4,3
IE9502643,2025-07,4,5,4,5
IE9502643,2025-08,4,5,5,2
IE9502643,2025-09,3,4,5,4
IE9502643,2025-10,5,4,4,4
IE9502643,2025-11,4,2,4,2
IE9502643,2025-12,4,4,5,3
IE9502643,2026-01,4,3,5,2
IE9502643,2026-02,5,4,2,1
IE2102278,2025-03,3,3,5,2
IE2102278,2025-04,5,4,4,4
IE2102278,2025-05,4,4,3,4
IE2102278,2025-06,4,5,4,5
IE2102278,2025-07,5,5,4,2
IE2102278,2025-08,4,4,2,2
IE2102278,2025-09,3,2,3,5
IE2102278,2025-10,2,3,2,4
IE2102278,2025-11,5,3,3,5
IE2102278,2025-12,3,5,4,5
IE2102278,2026-01,1,2,3,3
IE2102278,2026-02,4,4,3,4
IE9303745,2025-03,1,4,4,4
IE9303745,2025-04,4,5,4,5
IE9303745,2025-05,3,4,4,5
IE9303745,2025-06,3,5,5,5
IE9303745,2025-07,4,4,3,5
IE9303745,2025-08,5,5,3,5
IE9303745,2025-09,4,5,5,5
IE9303745,2025-10,5,4,2,4
IE9303745,2025-11,2,4,4,5
IE9303745,2025-12,3,4,5,4
IE9303745,2026-01,5,5,1,4
IE9303745,2026-02,4,5,4,4
IE2002546,2025-03,5,4,5,3
IE2002546,2025-04,5,3,4,4
IE2002546,2025-05,4,2,5,5
IE2002546,2025-06,4,5,2,5
IE2002546,2025-07,5,2,5,2
IE2002546,2025-08,4,4,3,5
IE2002546,2025-09,5,4,3,5
IE2002546,2025-10,2,4,4,5
IE2002546,2025-11,5,4,5,3
IE2002546,2025-12,4,5,5,3
IE2002546,2026-01,4,5,5,2
IE2002546,2026-02,3,4,5,4
IE9900550,2025-03,3,4,3,3
IE9900550,2025-04,5,3,5,4
IE9900550,2025-05,5,5,2,2
IE9900550,2025-06,1,1,5,3
IE9900550,2025-07,3,3,5,5
IE9900550,2025-08,5,5,1,4
IE9900550,2025-09,4,5,3,3
IE9900550,2025-10,3,4,3,3
IE9900550,2025-11,4,5,3,2
IE9900550,2025-12,1,5,4,5
IE9900550,2026-01,3,4,3,5
IE9900550,2026-02,4,3,2,5
IE9001278,2025-03,4,5,5,4
IE9001278,2025-04,5,5,3,4
IE9001278,2025-05,4,3,4,3
IE9001278,2025-06,3,3,3,4
IE9001278,2025-07,3,4,5,4
IE9001278,2025-08,1,4,3,4
IE9001278,2025-09,5,5,4,3
IE9001278,2025-10,5,4,4,5
IE9001278,2025-11,4,4,4,5
IE9001278,2025-12,5,4,4,5
IE9001278,2026-01,2,1,2,5
IE9001278,2026-02,4,4,5,4
IE1102559,2025-03,5,4,4,3
IE1102559,2025-04,2,4,3,5
IE1102559,2025-05,4,5,2,4
IE1102559,2025-06,4,5,3,5
IE1102559,2025-07,5,2,5,5
IE1102559,2025-08,4,5,5,4
IE1102559,2025-09,5,4,3,2
IE1102559,2025-10,5,5,4,2
IE1102559,2025-11,4,4,3,1
IE1102559,2025-12,5,5,4,4
IE1102559,2026-01,5,5,1,5
IE1102559,2026-02,1,4,5,2
IE1101174,2025-03,1,4,4,4
IE1101174,2025-04,4,5,4,4
IE1101174,2025-05,2,3,2,4
IE1101174,2025-06,3,1,5,3
IE1101174,2025-07,3,4,5,4
IE1101174,2025-08,5,2,2,4
IE1101174,2025-09,5,3,5,2
IE1101174,2025-10,5,4,3,3
IE1101174,2025-11,3,5,3,4
IE1101174,2025-12,4,4,4,3
IE1101174,2026-01,2,4,5,1
IE1101174,2026-02,5,5,2,1
IE9903984,2025-03,5,5,5,4
IE9903984,2025-04,5,4,5,5
IE9903984,2025-05,5,1,3,3
IE9903984,2025-06,4,4,3,4
IE9903984,2025-07,5,4,4,4
IE9903984,2025-08,3,4,4,4
IE9903984,2025-09,5,1,4,5
IE9903984,2025-10,5,4,2,3
IE9903984,2025-11,2,5,4,4
IE9903984,2025-12,5,4,2,4
IE9903984,2026-01,4,4,4,4
IE9903984,2026-02,5,5,4,3
IE1202527,2025-03,5,4,5,3
IE1202527,2025-04,5,4,5,4
IE1202527,2025-05,5,5,5,4
IE1202527,2025-06,3,4,4,5
IE1202527,2025-07,3,3,3,4
IE1202527,2025-08,5,4,4,5
IE1202527,2025-09,5,3,5,5
IE1202527,2025-10,4,2,5,2
IE1202527,2025-11,5,5,4,2
IE1202527,2025-12,5,4,2,3
IE1202527,2026-01,2,4,2,5
IE1202527,2026-02,5,5,5,1
IE9005057,2025-03,2,4,5,3
IE9005057,2025-04,5,3,5,3
IE9005057,2025-05,4,5,2,5
IE9005057,2025-06,4,5,1,3
IE9005057,2025-07,4,4,4,5
IE9005057,2025-08,3,5,4,4
IE9005057,2025-09,4,3,5,2
IE9005057,2025-10,3,3,4,4
IE9005057,2025-11,5,4,5,5
IE9005057,2025-12,5,4,4,2
IE9005057,2026-01,5,4,4,3
IE9005057,2026-02,5,4,4,4
IE2205085,2025-03,3,3,4,4
IE2205085,2025-04,3,4,2,4
IE2205085,2025-05,3,4,3,2
IE2205085,2025-06,5,5,3,5
IE2205085,2025-07,4,5,4,1
IE2205085,2025-08,3,4,4,4
IE2205085,2025-09,4,3,3,4
IE2205085,2025-10,5,5,4,3
IE2205085,2025-11,4,5,3,3
IE2205085,2025-12,5,5,5,4
IE2205085,2026-01,4,4,4,4
IE2205085,2026-02,2,1,3,3
IE0602577,2025-03,4,2,5,5
IE0602577,2025-04,2,4,3,5
IE0602577,2025-05,5,5,5,2
IE0602577,2025-06,2,5,3,4
IE0602577,2025-07,3,5,2,5
IE0602577,2025-08,2,5,5,4
IE0602577,2025-09,5,5,5,3
IE0602577,2025-10,5,3,3,4
IE0602577,2025-11,4,4,5,3
IE0602577,2025-12,2,4,4,3
IE0602577,2026-01,3,4,3,4
IE0602577,2026-02,2,1,4,2
IE2603865,2025-03,4,4,3,4
IE2603865,2025-04,3,4,2,5
IE2603865,2025-05,2,4,3,1
IE2603865,2025-06,5,4,5,4
IE2603865,2025-07,4,3,5,2
IE2603865,2025-08,3,3,5,4
IE2603865,2025-09,5,3,2,3
IE2603865,2025-10,4,5,5,1
IE2603865,2025-11,5,3,4,4
IE2603865,2025-12,3,4,5,2
IE2603865,2026-01,5,3,5,3
IE2603865,2026-02,4,1,3,1
IE1901089,2025-03,5,5,3,4
IE1901089,2025-04,4,4,4,3
IE1901089,2025-05,3,5,3,4
IE1901089,2025-06,5,5,5,4
IE1901089,2025-07,4,4,5,2
IE1901089,2025-08,3,4,4,4
IE1901089,2025-09,5,5,4,4
IE1901089,2025-10,4,4,1,4
IE1901089,2025-11,5,3,5,4
IE1901089,2025-12,1,5,3,3
IE1901089,2026-01,4,1,4,4
IE1901089,2026-02,4,5,5,4
IE1804309,2025-03,5,5,4,5
IE1804309,2025-04,4,4,4,4
IE1804309,2025-05,4,1,5,4
IE1804309,2025-06,5,3,3,4
IE1804309,2025-07,4,3,5,4
IE1804309,2025-08,3,4,5,4
IE1804309,2025-09,3,4,4,4
IE1804309,2025-10,4,3,3,4
IE1804309,2025-11,4,4,4,3
IE1804309,2025-12,5,3,4,5
IE1804309,2026-01,2,4,3,3
IE1804309,2026-02,2,4,3,5
IE2002959,2025-03,4,4,2,2
IE2002959,2025-04,5,2,5,5
IE2002959,2025-05,3,5,4,5
IE2002959,2025-06,4,5,5,5
IE2002959,2025-07,4,4,3,5
IE2002959,2025-08,2,3,5,4
IE2002959,2025-09,5,2,3,1
IE2002959,2025-10,2,3,3,3
IE2002959,2025-11,3,2,1,4
IE2002959,2025-12,4,4,5,4
IE2002959,2026-01,4,4,2,3
IE2002959,2026-02,2,5,4,5
IE0503031,2025-03,5,4,4,4
IE0503031,2025-04,4,4,5,5
IE0503031,2025-05,5,4,5,5
IE0503031,2025-06,4,4,3,1
IE0503031,2025-07,5,4,2,2
IE0503031,2025-08,4,1,3,5
IE0503031,2025-09,5,3,3,4
IE0503031,2025-10,4,5,5,5
IE0503031,2025-11,2,2,4,3
IE0503031,2025-12,4,2,4,3
IE0503031,2026-01,1,2,4,5
IE0503031,2026-02,4,4,4,4
IE9503401,2025-03,5,3,4,4
IE9503401,2025-04,4,3,3,4
IE9503401,2025-05,1,3,5,3
IE9503401,2025-06,3,4,4,4
IE9503401,2025-07,5,3,5,2
IE9503401,2025-08,2,4,4,5
IE9503401,2025-09,1,4,5,1
IE9503401,2025-10,5,3,3,5
IE9503401,2025-11,1,4,2,1
IE9503401,2025-12,2,4,4,5
IE9503401,2026-01,2,4,4,4
IE9503401,2026-02,3,4,1,5
IE0905350,2025-03,3,5,4,5
IE0905350,2025-04,4,2,4,2
IE0905350,2025-05,4,1,5,5
IE0905350,2025-06,3,5,2,4
IE0905350,2025-07,3,2,4,4
IE0905350,2025-08,5,4,4,4
IE0905350,2025-09,5,2,3,4
IE0905350,2025-10,5,3,3,5
IE0905350,2025-11,3,5,1,5
IE0905350,2025-12,5,1,2,4
IE0905350,2026-01,4,4,4,2
IE0905350,2026-02,4,5,3,4
IE1903838,2025-03,4,5,5,4
IE1903838,2025-04,3,4,5,4
IE1903838,2025-05,5,4,4,3
IE1903838,2025-06,5,5,4,3
IE1903838,2025-07,5,5,3,4
IE1903838,2025-08,3,2,5,5
IE1903838,2025-09,2,4,4,4
IE1903838,2025-10,4,4,2,4
IE1903838,2025-11,4,5,3,1
IE1903838,2025-12,5,4,3,3
IE1903838,2026-01,5,5,4,4
IE1903838,2026-02,4,3,4,3
IE2102902,2025-03,3,4,3,5
IE2102902,2025-04,5,2,5,3
IE2102902,2025-05,3,3,4,4
IE2102902,2025-06,5,3,2,5
IE2102902,2025-07,4,2,1,2
IE2102902,2025-08,2,3,4,3
IE2102902,2025-09,5,2,5,3
IE2102902,2025-10,4,4,2,4
IE2102902,2025-11,4,5,3,5
IE2102902,2025-12,5,4,4,4
IE2102902,2026-01,5,4,4,5
IE2102902,2026-02,5,4,3,3
IE0303560,2025-03,2,4,4,5
IE0303560,2025-04,5,5,4,4
IE0303560,2025-05,5,3,2,4
IE0303560,2025-06,4,3,4,3
IE0303560,2025-07,4,3,5,1
IE0303560,2025-08,4,2,4,3
IE0303560,2025-09,4,4,4,4
IE0303560,2025-10,1,4,3,5
IE0303560,2025-11,4,4,3,4
IE0303560,2025-12,4,4,3,5
IE0303560,2026-01,5,4,5,1
IE0303560,2026-02,4,3,4,2
IE1204270,2025-03,5,4,3,4
IE1204270,2025-04,3,1,3,5
IE1204270,2025-05,1,5,5,5
IE1204270,2025-06,4,2,4,5
IE1204270,2025-07,4,3,3,2
IE1204270,2025-08,4,4,4,5
IE1204270,2025-09,4,4,4,5
IE1204270,2025-10,5,1,4,5
IE1204270,2025-11,1,1,4,4
IE1204270,2025-12,4,2,5,4
IE1204270,2026-01,5,4,4,2
IE1204270,2026-02,3,3,5,5
IE1803076,2025-03,4,3,5,3
IE1803076,2025-04,4,1,4,4
IE1803076,2025-05,5,3,4,5
IE1803076,2025-06,1,4,3,5
IE1803076,2025-07,4,2,4,4
IE1803076,2025-08,5,3,4,5
IE1803076,2025-09,1,4,4,5
IE1803076,2025-10,2,1,5,3
IE1803076,2025-11,5,3,5,2
IE1803076,2025-12,4,5,3,2
IE1803076,2026-01,2,5,4,4
IE1803076,2026-02,4,4,5,4
IE2505129,2025-03,1,4,4,3
IE2505129,2025-04,4,4,4,4
IE2505129,2025-05,4,4,2,4
IE2505129,2025-06,4,4,1,5
IE2505129,2025-07,4,2,4,4
IE2505129,2025-08,5,5,5,3
IE2505129,2025-09,4,4,4,4
IE2505129,2025-10,4,3,5,5
IE2505129,2025-11,5,5,4,1
IE2505129,2025-12,4,5,5,4
IE2505129,2026-01,5,4,5,4
IE2505129,2026-02,3,5,4,3
IE1405234,2025-03,5,3,4,3
IE1405234,2025-04,4,3,5,4
IE1405234,2025-05,5,4,4,4
IE1405234,2025-06,1,4,4,5
IE1405234,2025-07,2,5,3,4
IE1405234,2025-08,4,5,5,5
IE1405234,2025-09,4,2,4,2
IE1405234,2025-10,3,4,2,4
IE1405234,2025-11,4,5,3,3
IE1405234,2025-12,5,2,2,3
IE1405234,2026-01,3,2,5,4
IE1405234,2026-02,3,3,2,5
IE2200541,2025-03,4,4,5,4
IE2200541,2025-04,2,1,5,4
IE2200541,2025-05,3,3,4,4
IE2200541,2025-06,2,5,3,5
IE2200541,2025-07,2,5,4,5
IE2200541,2025-08,5,4,5,3
IE2200541,2025-09,5,5,3,5
IE2200541,2025-10,5,5,5,3
IE2200541,2025-11,3,3,5,4
IE2200541,2025-12,5,4,1,4
IE2200541,2026-01,2,4,5,5
IE2200541,2026-02,4,5,4,2
IE0305153,2025-03,5,5,2,4
IE0305153,2025-04,5,4,4,5
IE0305153,2025-05,5,5,2,3
IE0305153,2025-06,5,2,3,3
IE0305153,2025-07,2,4,3,5
IE0305153,2025-08,2,5,3,4
IE0305153,2025-09,4,3,4,5
IE0305153,2025-10,4,4,2,2
IE0305153,2025-11,3,4,5,2
IE0305153,2025-12,3,4,4,5
IE0305153,2026-01,4,4,5,5
IE0305153,2026-02,4,5,5,4
IE0502023,2025-03,5,5,4,5
IE0502023,2025-04,5,2,4,2
IE0502023,2025-05,4,4,4,5
IE0502023,2025-06,5,3,5,4
IE0502023,2025-07,5,4,4,4
IE0502023,2025-08,3,4,5,5
IE0502023,2025-09,4,3,3,2
IE0502023,2025-10,5,5,5,3
IE0502023,2025-11,2,3,5,5
IE0502023,2025-12,4,4,5,4
IE0502023,2026-01,5,1,5,3
IE0502023,2026-02,5,5,3,2
IE2601972,2025-03,5,3,3,2
IE2601972,2025-04,3,5,4,4
IE2601972,2025-05,5,4,2,5
IE2601972,2025-06,4,2,3,3
IE2601972,2025-07,4,4,5,3
IE2601972,2025-08,3,5,5,4
IE2601972,2025-09,3,4,4,4
IE2601972,2025-10,5,4,3,1
IE2601972,2025-11,5,5,5,5
IE2601972,2025-12,3,4,3,3
IE2601972,2026-01,4,5,5,3
IE2601972,2026-02,3,3,5,4
IE1000526,2025-03,2,5,3,3
IE1000526,2025-04,5,1,4,5
IE1000526,2025-05,5,5,5,4
IE1000526,2025-06,4,3,3,2
IE1000526,2025-07,3,1,2,3
IE1000526,2025-08,5,4,4,5
IE1000526,2025-09,3,5,3,4
IE1000526,2025-10,4,5,3,5
IE1000526,2025-11,4,3,4,4
IE1000526,2025-12,5,1,2,5
IE1000526,2026-01,2,4,2,3
IE1000526,2026-02,5,2,5,4
IE0001025,2025-03,2,4,5,4
IE0001025,2025-04,4,4,2,5
IE0001025,2025-05,2,4,3,5
IE0001025,2025-06,5,3,3,5
IE0001025,2025-07,2,3,4,3
IE0001025,2025-08,3,5,5,3
IE0001025,2025-09,5,4,4,4
IE0001025,2025-10,5,5,3,2
IE0001025,2025-11,4,5,5,2
IE0001025,2025-12,5,5,3,3
IE0001025,2026-01,3,4,4,3
IE0001025,2026-02,5,4,5,1
IE2500329,2025-03,2,2,5,5
IE2500329,2025-04,3,5,4,3
IE2500329,2025-05,5,4,2,1
IE2500329,2025-06,4,3,3,5
IE2500329,2025-07,4,1,5,4
IE2500329,2025-08,4,4,4,4
IE2500329,2025-09,4,5,4,5
IE2500329,2025-10,3,5,5,4
IE2500329,2025-11,4,4,5,5
IE2500329,2025-12,5,5,5,5
IE2500329,2026-01,1,5,2,3
IE2500329,2026-02,4,3,3,5
IE1701474,2025-03,5,4,2,3
IE1701474,2025-04,2,5,4,3
IE1701474,2025-05,3,4,4,5
IE1701474,2025-06,4,3,2,2
IE1701474,2025-07,4,3,4,4
IE1701474,2025-08,4,2,4,3
IE1701474,2025-09,4,4,4,1
IE1701474,2025-10,5,3,4,4
IE1701474,2025-11,3,5,3,5
IE1701474,2025-12,5,3,5,3
IE1701474,2026-01,3,4,3,4
IE1701474,2026-02,3,4,4,4
IE1202538,2025-03,3,5,4,3
IE1202538,2025-04,5,4,2,4
IE1202538,2025-05,4,4,5,3
IE1202538,2025-06,4,4,4,4
IE1202538,2025-07,4,4,3,2
IE1202538,2025-08,5,3,5,3
IE1202538,2025-09,4,3,2,5
IE1202538,2025-10,4,3,3,1
IE1202538,2025-11,3,5,5,3
IE1202538,2025-12,3,5,4,5
IE1202538,2026-01,2,2,3,5
IE1202538,2026-02,2,5,2,4
IE1504639,2025-03,4,4,4,5
IE1504639,2025-04,5,3,5,5
IE1504639,2025-05,5,2,5,3
IE1504639,2025-06,2,4,4,2
IE1504639,2025-07,4,2,1,3
IE1504639,2025-08,4,3,4,5
IE1504639,2025-09,3,5,5,5
IE1504639,2025-10,4,1,3,3
IE1504639,2025-11,4,3,3,4
IE1504639,2025-12,4,4,4,4
IE1504639,2026-01,2,1,1,3
IE1504639,2026-02,3,4,3,5
IE9904254,2025-03,5,3,2,5
IE9904254,2025-04,5,4,3,5
IE9904254,2025-05,5,5,4,4
IE9904254,2025-06,2,3,3,5
IE9904254,2025-07,5,4,5,5
IE9904254,2025-08,3,5,5,4
IE9904254,2025-09,5,4,4,4
IE9904254,2025-10,5,5,1,5
IE9904254,2025-11,5,3,4,3
IE9904254,2025-12,4,1,5,5
IE9904254,2026-01,5,2,5,5
IE9904254,2026-02,4,5,3,4
IE9503481,2025-03,4,3,3,5
IE9503481,2025-04,3,4,2,3
IE9503481,2025-05,4,1,4,4
IE9503481,2025-06,5,5,4,4
IE9503481,2025-07,5,4,5,2
IE9503481,2025-08,4,1,2,4
IE9503481,2025-09,2,4,2,5
IE9503481,2025-10,3,4,1,5
IE9503481,2025-11,4,3,5,2
IE9503481,2025-12,4,4,4,2
IE9503481,2026-01,5,4,5,4
IE9503481,2026-02,1,4,2,5
IE0703016,2025-03,5,4,5,5
IE0703016,2025-04,5,5,4,5
IE0703016,2025-05,4,4,5,4
IE0703016,2025-06,5,3,4,4
IE0703016,2025-07,4,1,4,3
IE0703016,2025-08,5,4,4,5
IE0703016,2025-09,4,2,5,3
IE0703016,2025-10,3,2,1,5
IE0703016,2025-11,3,4,3,3
IE0703016,2025-12,3,4,3,4
IE0703016,2026-01,5,4,5,1
IE0703016,2026-02,4,3,4,4
IE2100821,2025-03,5,3,4,3
IE2100821,2025-04,2,2,4,4
IE2100821,2025-05,2,5,3,1
IE2100821,2025-06,4,4,5,3
IE2100821,2025-07,4,4,1,3
IE2100821,2025-08,5,2,5,5
IE2100821,2025-09,5,4,3,4
IE2100821,2025-10,5,5,1,4
IE2100821,2025-11,4,4,4,4
IE2100821,2025-12,2,1,4,5
IE2100821,2026-01,3,5,4,2
IE2100821,2026-02,4,5,5,2
IE9804429,2025-03,5,3,4,2
IE9804429,2025-04,3,5,5,3
IE9804429,2025-05,4,3,4,3
IE9804429,2025-06,4,2,2,5
IE9804429,2025-07,3,4,1,3
IE9804429,2025-08,5,5,3,4
IE9804429,2025-09,3,5,5,4
IE9804429,2025-10,3,4,3,4
IE9804429,2025-11,4,5,5,4
IE9804429,2025-12,5,5,5,5
IE9804429,2026-01,3,5,5,4
IE9804429,2026-02,1,4,5,5
IE9304485,2025-03,5,3,2,4
IE9304485,2025-04,4,5,5,3
IE9304485,2025-05,5,5,3,4
IE9304485,2025-06,5,3,5,3
IE9304485,2025-07,4,3,3,1
IE9304485,2025-08,4,2,5,4
IE9304485,2025-09,5,3,3,2
IE9304485,2025-10,4,4,4,4
IE9304485,2025-11,5,5,4,4
IE9304485,2025-12,4,3,1,5
IE9304485,2026-01,4,5,5,3
IE9304485,2026-02,3,4,5,3
IE0504767,2025-03,5,3,4,3
IE0504767,2025-04,2,1,4,5
IE0504767,2025-05,2,5,4,4
IE0504767,2025-06,4,1,5,5
IE0504767,2025-07,2,3,5,4
IE0504767,2025-08,1,5,4,5
IE0504767,2025-09,4,5,3,5
IE0504767,2025-10,5,5,5,5
IE0504767,2025-11,4,3,3,3
IE0504767,2025-12,5,2,2,5
IE0504767,2026-01,2,3,5,2
IE0504767,2026-02,4,4,4,4
IE2001686,2025-03,3,5,4,5
IE2001686,2025-04,2,5,5,3
IE2001686,2025-05,2,2,4,4
IE2001686,2025-06,3,5,4,3
IE2001686,2025-07,4,4,3,4
IE2001686,2025-08,5,4,4,4
IE2001686,2025-09,5,4,4,5
IE2001686,2025-10,3,5,4,4
IE2001686,2025-11,5,2,4,4
IE2001686,2025-12,1,2,3,5
IE2001686,2026-01,5,2,4,3
IE2001686,2026-02,5,4,2,5
IE9504589,2025-03,5,3,5,4
IE9504589,2025-04,5,4,4,5
IE9504589,2025-05,4,5,4,3
IE9504589,2025-06,5,4,2,4
IE9504589,2025-07,4,5,5,4
IE9504589,2025-08,4,4,3,4
IE9504589,2025-09,4,4,5,3
IE9504589,2025-10,5,4,3,3
IE9504589,2025-11,4,5,3,1
IE9504589,2025-12,4,4,4,3
IE9504589,2026-01,4,5,5,3
IE9504589,2026-02,2,3,4,4
IE2504902,2025-03,2,3,4,5
IE2504902,2025-04,5,5,5,4
IE2504902,2025-05,4,1,1,4
IE2504902,2025-06,4,3,5,5
IE2504902,2025-07,5,5,3,4
IE2504902,2025-08,1,5,5,2
IE2504902,2025-09,5,4,3,5
IE2504902,2025-10,4,3,4,4
IE2504902,2025-11,4,3,3,5
IE2504902,2025-12,4,4,4,4
IE2504902,2026-01,4,5,4,3
IE2504902,2026-02,4,4,5,4
IE0300823,2025-03,1,2,4,4
IE0300823,2025-04,4,5,4,5
IE0300823,2025-05,4,4,5,5
IE0300823,2025-06,3,1,4,3
IE0300823,2025-07,5,5,4,4
IE0300823,2025-08,4,1,5,4
IE0300823,2025-09,5,2,4,2
IE0300823,2025-10,4,4,4,4
IE0300823,2025-11,1,3,1,3
IE0300823,2025-12,4,3,3,4
IE0300823,2026-01,4,3,5,3
IE0300823,2026-02,4,4,5,3
IE0101463,2025-03,1,5,4,4
IE0101463,2025-04,5,3,3,4
IE0101463,2025-05,4,2,5,2
IE0101463,2025-06,1,5,5,2
IE0101463,2025-07,3,3,5,4
IE0101463,2025-08,4,5,4,4
IE0101463,2025-09,3,2,5,4
IE0101463,2025-10,3,4,4,3
IE0101463,2025-11,5,3,5,1
IE0101463,2025-12,3,3,4,3
IE0101463,2026-01,4,2,4,4
IE0101463,2026-02,4,4,5,1
IE9500736,2025-03,3,5,5,4
IE9500736,2025-04,2,2,4,4
IE9500736,2025-05,5,5,4,5
IE9500736,2025-06,3,2,5,4
IE9500736,2025-07,1,5,3,3
IE9500736,2025-08,4,3,4,4
IE9500736,2025-09,3,4,3,5
IE9500736,2025-10,3,3,4,4
IE9500736,2025-11,4,4,2,5
IE9500736,2025-12,4,5,4,4
IE9500736,2026-01,3,2,4,5
