numero_empleado,mes,horas_trabajadas,ausencias_justificadas,ausencias_no_justificadas,rating_desempeno
IE0501565,2025-07,154,1,0,Meets
IE0501565,2025-08,164,1,1,Meets
IE0501565,2025-09,178,2,0,Meets
IE0501565,2025-10,167,1,0,Meets
IE0501565,2025-11,164,1,0,Meets
IE0501565,2025-12,175,0,0,Exceeds
IE0501565,2026-01,176,1,0,Meets
IE0501565,2026-02,159,0,0,Exceeds
IE2401566,2025-03,166,3,1,Needs Improvement
IE2401566,2025-04,161,1,2,Needs Improvement
IE2401566,2025-05,150,1,0,Needs Improvement
IE2401566,2025-06,163,0,0,Exceeds
IE2401566,2025-07,168,1,0,Meets
IE2401566,2025-08,161,0,1,Exceeds
IE2401566,2025-09,184,2,0,Needs Improvement
IE2401566,2025-10,171,0,0,Exceeds
IE2401566,2025-11,184,0,0,Exceeds
IE2401566,2025-12,173,2,0,Meets
IE2401566,2026-01,174,1,0,Meets
IE2401566,2026-02,159,1,0,Needs Improvement
IE9701567,2025-03,162,0,1,Meets
IE9701567,2025-04,180,1,0,Exceeds
IE9701567,2025-05,157,2,0,Meets
IE9701567,2025-06,166,0,2,Meets
IE9701567,2025-07,152,1,1,Needs Improvement
IE9701567,2025-08,173,1,0,Meets
IE9701567,2025-09,160,2,2,Needs Improvement
IE9701567,2025-10,161,0,0,Meets
IE9701567,2025-11,173,0,0,Exceeds
IE9701567,2025-12,180,1,2,Meets
IE9701567,2026-01,167,0,0,Meets
IE9701567,2026-02,168,0,0,Meets
IE2301568,2025-03,155,0,0,Outstanding
IE2301568,2025-04,163,2,1,Needs Improvement
IE2301568,2025-05,183,0,0,Exceeds
IE2301568,2025-06,181,0,0,Exceeds
IE2301568,2025-07,135,0,0,Exceeds
IE2301568,2025-08,149,0,1,Exceeds
IE2301568,2025-09,167,0,0,Meets
IE2301568,2025-10,139,1,2,Needs Improvement
IE2301568,2025-11,160,0,0,Meets
IE2301568,2025-12,168,0,0,Exceeds
IE2301568,2026-01,161,4,0,Needs Improvement
IE2301568,2026-02,175,2,0,Needs Improvement
IE1101569,2025-03,162,0,1,Exceeds
IE1101569,2025-04,163,0,2,Needs Improvement
IE1101569,2025-05,173,1,0,Exceeds
IE1101569,2025-06,157,0,0,Meets
IE1101569,2025-07,178,0,0,Exceeds
IE1101569,2025-08,174,2,0,Meets
IE1101569,2025-09,174,2,0,Exceeds
IE1101569,2025-10,177,0,2,Meets
IE1101569,2025-11,169,1,0,Meets
IE1101569,2025-12,156,0,0,Meets
IE1101569,2026-01,163,0,0,Exceeds
IE1101569,2026-02,181,0,0,Meets
IE0101570,2025-03,175,1,1,Exceeds
IE0101570,2025-04,159,2,0,Meets
IE0101570,2025-05,153,0,0,Exceeds
IE0101570,2025-06,177,0,0,Meets
IE0101570,2025-07,184,0,0,Meets
IE0101570,2025-08,157,2,0,Meets
IE0101570,2025-09,160,0,0,Meets
IE0101570,2025-10,150,0,0,Exceeds
IE0101570,2025-11,186,2,0,Needs Improvement
IE0101570,2025-12,152,0,2,Meets
IE0101570,2026-01,161,2,0,Meets
IE0101570,2026-02,148,0,0,Meets
IE9601571,2025-03,130,0,0,Meets
IE9601571,2025-04,165,0,0,Meets
IE9601571,2025-05,165,1,0,Meets
IE9601571,2025-06,167,0,0,Meets
IE9601571,2025-07,158,0,1,Needs Improvement
IE9601571,2025-08,176,0,0,Exceeds
IE9601571,2025-09,151,0,1,Meets
IE9601571,2025-10,171,0,1,Meets
IE9601571,2025-11,189,2,1,Needs Improvement
IE9601571,2025-12,166,0,2,Needs Improvement
IE9601571,2026-01,162,1,0,Meets
IE9601571,2026-02,181,3,1,Needs Improvement
IE0401572,2025-03,161,1,0,Meets
IE0401572,2025-04,167,1,0,Meets
IE0401572,2025-05,177,0,0,Meets
IE0401572,2025-06,192,0,0,Meets
IE0401572,2025-07,176,1,2,Meets
IE0401572,2025-08,142,0,0,Meets
IE0401572,2025-09,182,0,0,Exceeds
IE0401572,2025-10,155,1,0,Meets
IE0401572,2025-11,171,2,0,Meets
IE0401572,2025-12,185,0,0,Meets
IE0401572,2026-01,161,0,0,Meets
IE0401572,2026-02,157,1,0,Meets
IE0601573,2025-03,183,3,0,Meets
IE0601573,2025-04,167,1,1,Needs Improvement
IE0601573,2025-05,169,1,0,Exceeds
IE0601573,2025-06,158,0,1,Meets
IE0601573,2025-07,182,0,0,Meets
IE0601573,2025-08,171,1,0,Meets
IE0601573,2025-09,161,0,0,Exceeds
IE0601573,2025-10,164,4,0,Needs Improvement
IE0601573,2025-11,166,2,1,Needs Improvement
IE0601573,2025-12,173,2,1,Needs Improvement
IE0601573,2026-01,168,1,0,Needs Improvement
IE0601573,2026-02,161,3,0,Meets
IE0501574,2025-03,162,2,1,Meets
IE0501574,2025-04,142,3,0,Meets
IE0501574,2025-05,161,0,0,Exceeds
IE0501574,2025-06,148,0,0,Meets
IE0501574,2025-07,159,1,1,Meets
IE0501574,2025-08,177,3,0,Needs Improvement
IE0501574,2025-09,173,0,0,Exceeds
IE0501574,2025-10,166,3,0,Needs Improvement
IE0501574,2025-11,178,2,0,Meets
IE0501574,2025-12,199,0,0,Exceeds
IE0501574,2026-01,178,0,1,Meets
IE0501574,2026-02,159,1,0,Exceeds
IE0101575,2025-03,179,1,1,Exceeds
IE0101575,2025-04,160,0,1,Meets
IE0101575,2025-05,147,0,0,Exceeds
IE0101575,2025-06,175,2,1,Meets
IE0101575,2025-07,164,1,0,Meets
IE0101575,2025-08,186,3,0,Meets
IE0101575,2025-09,188,0,0,Meets
IE0101575,2025-10,172,0,0,Exceeds
IE0101575,2025-11,172,1,1,Meets
IE0101575,2025-12,173,2,1,Meets
IE0101575,2026-01,165,1,0,Meets
IE0101575,2026-02,173,1,2,Meets
IE9501576,2025-03,172,2,1,Needs Improvement
IE9501576,2025-04,180,0,1,Exceeds
IE9501576,2025-05,158,1,0,Meets
IE9501576,2025-06,160,0,1,Meets
IE9501576,2025-07,161,2,1,Exceeds
IE9501576,2025-08,174,1,1,Meets
IE9501576,2025-09,170,1,0,Meets
IE9501576,2025-10,195,0,2,Meets
IE9501576,2025-11,161,0,0,Exceeds
IE9501576,2025-12,168,1,1,Meets
IE9501576,2026-01,169,0,0,Meets
IE9501576,2026-02,166,1,0,Meets
IE0801577,2025-03,185,1,0,Meets
IE0801577,2025-04,172,0,0,Outstanding
IE0801577,2025-05,174,2,0,Meets
IE0801577,2025-06,170,0,0,Meets
IE0801577,2025-07,192,1,0,Meets
IE0801577,2025-08,178,1,0,Meets
IE0801577,2025-09,162,1,0,Meets
IE0801577,2025-10,161,1,0,Meets
IE0801577,2025-11,153,0,0,Exceeds
IE0801577,2025-12,157,0,0,Needs Improvement
IE0801577,2026-01,156,1,0,Exceeds
IE0801577,2026-02,187,3,0,Meets
IE1601578,2025-03,149,0,0,Outstanding
IE1601578,2025-04,181,2,0,Needs Improvement
IE1601578,2025-05,180,1,0,Needs Improvement
IE1601578,2025-06,157,0,0,Meets
IE1601578,2025-07,144,1,0,Meets
IE1601578,2025-08,185,0,0,Exceeds
IE1601578,2025-09,177,0,0,Outstanding
IE1601578,2025-10,192,1,0,Meets
IE1601578,2025-11,173,0,0,Exceeds
IE1601578,2025-12,163,0,3,Needs Improvement
IE1601578,2026-01,169,2,0,Meets
IE1601578,2026-02,170,1,0,Meets
IE9001579,2025-03,155,1,0,Meets
IE9001579,2025-04,180,0,2,Needs Improvement
IE9001579,2025-05,177,1,1,Meets
IE9001579,2025-06,174,2,1,Needs Improvement
IE9001579,2025-07,166,1,2,Meets
IE9001579,2025-08,169,0,0,Exceeds
IE9001579,2025-09,179,3,0,Meets
IE9001579,2025-10,177,1,0,Exceeds
IE9001579,2025-11,169,1,0,Meets
IE9001579,2025-12,178,0,0,Meets
IE9001579,2026-01,154,0,0,Meets
IE9001579,2026-02,165,1,0,Meets
IE1101580,2025-03,186,1,0,Exceeds
IE1101580,2025-04,156,0,0,Meets
IE1101580,2025-05,161,0,0,Exceeds
IE1101580,2025-06,163,1,0,Exceeds
IE1101580,2025-07,153,1,1,Meets
IE1101580,2025-08,157,0,0,Meets
IE1101580,2025-09,168,1,0,Meets
IE1101580,2025-10,159,1,0,Meets
IE1101580,2025-11,162,0,0,Exceeds
IE1101580,2025-12,164,1,0,Meets
IE1101580,2026-01,190,4,1,Needs Improvement
IE1101580,2026-02,163,0,1,Meets
IE0801581,2025-03,152,0,1,Exceeds
IE0801581,2025-04,163,2,0,Meets
IE0801581,2025-05,172,0,0,Meets
IE0801581,2025-06,183,2,1,Meets
IE0801581,2025-07,174,0,1,Exceeds
IE0801581,2025-08,201,0,0,Needs Improvement
IE0801581,2025-09,170,0,0,Meets
IE0801581,2025-10,155,0,0,Meets
IE0801581,2025-11,153,0,1,Meets
IE0801581,2025-12,186,1,0,Exceeds
IE0801581,2026-01,173,1,0,Meets
IE0801581,2026-02,172,0,0,Meets
IE0301582,2025-03,186,0,1,Exceeds
IE0301582,2025-04,165,0,0,Outstanding
IE0301582,2025-05,170,0,0,Meets
IE0301582,2025-06,182,2,1,Meets
IE0301582,2025-07,175,1,0,Exceeds
IE0301582,2025-08,162,0,1,Meets
IE0301582,2025-09,163,0,0,Meets
IE0301582,2025-10,178,1,0,Meets
IE0301582,2025-11,159,0,0,Meets
IE0301582,2025-12,181,1,0,Meets
IE0301582,2026-01,154,0,0,Exceeds
IE0301582,2026-02,168,0,1,Meets
IE1601583,2025-03,176,2,0,Meets
IE1601583,2025-04,167,1,0,Meets
IE1601583,2025-05,175,1,0,Exceeds
IE1601583,2025-06,177,0,0,Meets
IE1601583,2025-07,157,0,1,Meets
IE1601583,2025-08,168,2,0,Meets
IE1601583,2025-09,184,1,0,Outstanding
IE1601583,2025-10,160,1,0,Exceeds
IE1601583,2025-11,153,2,0,Meets
IE1601583,2025-12,165,1,0,Exceeds
IE1601583,2026-01,178,0,0,Exceeds
IE1601583,2026-02,175,0,0,Meets
IE0801584,2025-03,147,0,1,Exceeds
IE0801584,2025-04,159,0,1,Exceeds
IE0801584,2025-05,184,1,0,Exceeds
IE0801584,2025-06,156,0,0,Exceeds
IE0801584,2025-07,171,2,0,Exceeds
IE0801584,2025-08,160,1,0,Meets
IE0801584,2025-09,153,0,1,Meets
IE0801584,2025-10,176,0,0,Needs Improvement
IE0801584,2025-11,152,1,0,Meets
IE0801584,2025-12,153,0,0,Exceeds
IE0801584,2026-01,187,1,0,Meets
IE0801584,2026-02,163,2,0,Meets
IE2201585,2025-03,152,1,1,Meets
IE2201585,2025-04,190,1,0,Meets
IE2201585,2025-05,178,1,1,Needs Improvement
IE2201585,2025-06,161,2,0,Meets
IE2201585,2025-07,155,1,0,Exceeds
IE2201585,2025-08,162,0,0,Exceeds
IE2201585,2025-09,177,2,0,Meets
IE2201585,2025-10,168,2,0,Meets
IE2201585,2025-11,179,1,0,Needs Improvement
IE2201585,2025-12,168,0,1,Exceeds
IE2201585,2026-01,191,2,0,Meets
IE2201585,2026-02,178,0,0,Exceeds
IE0101586,2025-03,184,0,2,Meets
IE0101586,2025-04,181,1,0,Exceeds
IE0101586,2025-05,176,3,0,Needs Improvement
IE0101586,2025-06,170,2,0,Needs Improvement
IE0101586,2025-07,155,0,1,Needs Improvement
IE0101586,2025-08,153,0,1,Meets
IE0101586,2025-09,167,0,0,Meets
IE0101586,2025-10,158,2,1,Meets
IE0101586,2025-11,166,0,0,Meets
IE0101586,2025-12,186,0,0,Meets
IE0101586,2026-01,170,2,0,Needs Improvement
IE0101586,2026-02,172,1,0,Meets
IE0001587,2025-03,162,0,0,Meets
IE0001587,2025-04,177,0,1,Meets
IE0001587,2025-05,181,0,0,Meets
IE0001587,2025-06,179,0,2,Meets
IE0001587,2025-07,173,1,0,Meets
IE0001587,2025-08,147,2,0,Meets
IE0001587,2025-09,178,0,0,Exceeds
IE0001587,2025-10,169,1,0,Needs Improvement
IE0001587,2025-11,167,0,0,Exceeds
IE0001587,2025-12,176,0,0,Exceeds
IE0001587,2026-01,167,0,1,Exceeds
IE0001587,2026-02,169,1,0,Exceeds
IE1001588,2025-03,157,0,0,Exceeds
IE1001588,2025-04,187,2,0,Meets
IE1001588,2025-05,187,0,0,Meets
IE1001588,2025-06,151,1,0,Meets
IE1001588,2025-07,155,0,1,Meets
IE1001588,2025-08,154,0,0,Exceeds
IE1001588,2025-09,176,0,0,Meets
IE1001588,2025-10,165,0,1,Meets
IE1001588,2025-11,155,0,2,Meets
IE1001588,2025-12,178,1,2,Needs Improvement
IE1001588,2026-01,166,0,1,Needs Improvement
IE1001588,2026-02,150,0,0,Meets
IE9301589,2025-03,156,0,1,Meets
IE9301589,2025-04,156,1,2,Needs Improvement
IE9301589,2025-05,174,1,0,Exceeds
IE9301589,2025-06,172,0,1,Meets
IE9301589,2025-07,159,0,0,Meets
IE9301589,2025-08,154,0,0,Meets
IE9301589,2025-09,175,2,0,Meets
IE9301589,2025-10,185,0,0,Needs Improvement
IE9301589,2025-11,161,1,0,Meets
IE9301589,2025-12,173,2,1,Exceeds
IE9301589,2026-01,148,0,0,Exceeds
IE9301589,2026-02,156,3,0,Needs Improvement
IE1401590,2025-03,177,1,0,Meets
IE1401590,2025-04,168,0,0,Exceeds
IE1401590,2025-05,160,0,0,Exceeds
IE1401590,2025-06,183,0,0,Meets
IE1401590,2025-07,163,0,0,Exceeds
IE1401590,2025-08,182,0,1,Meets
IE1401590,2025-09,175,1,0,Meets
IE1401590,2025-10,178,1,1,Meets
IE1401590,2025-11,181,1,0,Meets
IE1401590,2025-12,175,0,1,Meets
IE1401590,2026-01,152,3,0,Needs Improvement
IE1401590,2026-02,143,2,0,Needs Improvement
IE9301591,2025-03,166,1,0,Meets
IE9301591,2025-04,184,0,0,Exceeds
IE9301591,2025-05,183,1,0,Meets
IE9301591,2025-06,168,1,0,Meets
IE9301591,2025-07,169,0,0,Exceeds
IE9301591,2025-08,172,1,0,Meets
IE9301591,2025-09,143,1,0,Meets
IE9301591,2025-10,180,1,0,Meets
IE9301591,2025-11,147,1,0,Meets
IE9301591,2025-12,161,1,0,Meets
IE9301591,2026-01,193,0,0,Exceeds
IE9301591,2026-02,168,0,0,Meets
IE1301592,2025-03,169,2,0,Exceeds
IE1301592,2025-04,170,3,1,Needs Improvement
IE1301592,2025-05,156,2,0,Meets
IE1301592,2025-06,158,0,0,Exceeds
IE1301592,2025-07,160,0,0,Exceeds
IE1301592,2025-08,159,2,0,Meets
IE1301592,2025-09,157,1,1,Meets
IE1301592,2025-10,183,0,3,Needs Improvement
IE1301592,2025-11,184,0,1,Meets
IE1301592,2025-12,182,1,1,Meets
IE1301592,2026-01,162,0,3,Meets
IE1301592,2026-02,159,0,0,Meets
IE1201593,2025-03,156,0,1,Meets
IE1201593,2025-04,163,0,0,Exceeds
IE1201593,2025-05,191,0,0,Meets
IE1201593,2025-06,160,2,0,Meets
IE1201593,2025-07,163,2,0,Meets
IE1201593,2025-08,176,0,0,Exceeds
IE1201593,2025-09,172,1,0,Meets
IE1201593,2025-10,159,0,0,Meets
IE1201593,2025-11,178,1,0,Exceeds
IE1201593,2025-12,171,0,1,Exceeds
IE1201593,2026-01,160,0,0,Exceeds
IE1201593,2026-02,180,2,1,Meets
IE9301594,2025-03,156,1,0,Meets
IE9301594,2025-04,164,1,0,Meets
IE9301594,2025-05,151,0,1,Meets
IE9301594,2025-06,179,0,0,Exceeds
IE9301594,2025-07,173,0,1,Meets
IE9301594,2025-08,151,1,0,Exceeds
IE9301594,2025-09,158,1,0,Needs Improvement
IE9301594,2025-10,157,2,0,Exceeds
IE9301594,2025-11,154,3,0,Needs Improvement
IE9301594,2025-12,163,1,0,Meets
IE9301594,2026-01,186,2,0,Meets
IE9301594,2026-02,163,1,1,Meets
IE2201595,2025-03,186,0,0,Meets
IE2201595,2025-04,187,2,0,Meets
IE2201595,2025-05,183,2,0,Meets
IE2201595,2025-06,168,0,1,Exceeds
IE2201595,2025-07,173,1,0,Meets
IE2201595,2025-08,141,0,1,Exceeds
IE2201595,2025-09,156,0,0,Exceeds
IE2201595,2025-10,162,0,2,Needs Improvement
IE2201595,2025-11,170,0,0,Meets
IE2201595,2025-12,164,1,0,Meets
IE2201595,2026-01,174,0,0,Exceeds
IE2201595,2026-02,167,1,0,Meets
IE0201596,2025-03,168,0,0,Needs Improvement
IE0201596,2025-04,188,0,0,Meets
IE0201596,2025-05,151,1,1,Needs Improvement
IE0201596,2025-06,164,0,1,Meets
IE0201596,2025-07,158,2,0,Meets
IE0201596,2025-08,177,1,0,Exceeds
IE0201596,2025-09,168,0,0,Exceeds
IE0201596,2025-10,187,0,0,Meets
IE0201596,2025-11,164,3,0,Meets
IE0201596,2025-12,168,2,0,Meets
IE0201596,2026-01,184,0,1,Exceeds
IE0201596,2026-02,184,1,0,Exceeds
IE1901597,2025-03,154,3,0,Needs Improvement
IE1901597,2025-04,162,0,0,Exceeds
IE1901597,2025-05,160,1,1,Meets
IE1901597,2025-06,165,1,0,Meets
IE1901597,2025-07,152,0,3,Needs Improvement
IE1901597,2025-08,162,0,2,Meets
IE1901597,2025-09,146,1,0,Meets
IE1901597,2025-10,153,0,0,Meets
IE1901597,2025-11,162,0,1,Exceeds
IE1901597,2025-12,157,1,0,Meets
IE1901597,2026-01,162,0,0,Exceeds
IE1901597,2026-02,154,2,0,Exceeds
IE1101598,2025-03,161,1,0,Exceeds
IE1101598,2025-04,151,1,0,Meets
IE1101598,2025-05,149,3,0,Meets
IE1101598,2025-06,184,2,0,Needs Improvement
IE1101598,2025-07,184,1,0,Meets
IE1101598,2025-08,170,1,0,Meets
IE1101598,2025-09,180,0,1,Meets
IE1101598,2025-10,176,1,0,Exceeds
IE1101598,2025-11,184,2,0,Meets
IE1101598,2025-12,157,1,0,Meets
IE1101598,2026-01,161,0,0,Needs Improvement
IE1101598,2026-02,173,1,0,Meets
IE1601599,2025-03,184,1,0,Meets
IE1601599,2025-04,166,0,1,Meets
IE1601599,2025-05,170,1,0,Exceeds
IE1601599,2025-06,175,1,0,Needs Improvement
IE1601599,2025-07,162,0,1,Needs Improvement
IE1601599,2025-08,171,1,1,Meets
IE1601599,2025-09,172,0,2,Needs Improvement
IE1601599,2025-10,150,3,0,Needs Improvement
IE1601599,2025-11,174,0,0,Meets
IE1601599,2025-12,162,2,0,Meets
IE1601599,2026-01,185,0,1,Meets
IE1601599,2026-02,184,0,0,Meets
IE9201600,2025-03,158,1,0,Meets
IE9201600,2025-04,164,0,0,Exceeds
IE9201600,2025-05,167,0,0,Meets
IE9201600,2025-06,162,1,2,Meets
IE9201600,2025-07,174,0,0,Exceeds
IE9201600,2025-08,157,0,0,Meets
IE9201600,2025-09,165,1,0,Exceeds
IE9201600,2025-10,150,0,0,Exceeds
IE9201600,2025-11,159,2,0,Needs Improvement
IE9201600,2025-12,186,1,0,Meets
IE9201600,2026-01,167,2,0,Meets
IE9201600,2026-02,159,1,1,Needs Improvement
IE9901601,2025-03,179,1,0,Meets
IE9901601,2025-04,165,0,0,Exceeds
IE9901601,2025-05,159,0,0,Exceeds
IE9901601,2025-06,171,1,0,Exceeds
IE9901601,2025-07,168,1,0,Exceeds
IE9901601,2025-08,148,2,0,Meets
IE9901601,2025-09,163,0,2,Needs Improvement
IE9901601,2025-10,197,0,0,Meets
IE9901601,2025-11,155,0,0,Exceeds
IE9901601,2025-12,188,0,0,Exceeds
IE9901601,2026-01,184,0,0,Exceeds
IE9901601,2026-02,176,0,0,Meets
IE9201602,2025-03,163,1,0,Meets
IE9201602,2025-04,164,1,2,Meets
IE9201602,2025-05,175,0,0,Exceeds
IE9201602,2025-06,184,1,0,Meets
IE9201602,2025-07,164,1,0,Meets
IE9201602,2025-08,176,2,0,Meets
IE9201602,2025-09,167,0,0,Needs Improvement
IE9201602,2025-10,184,0,0,Exceeds
IE9201602,2025-11,168,2,0,Meets
IE9201602,2025-12,176,2,1,Meets
IE9201602,2026-01,173,0,0,Exceeds
IE9201602,2026-02,183,0,1,Exceeds
IE1001603,2025-03,175,0,0,Exceeds
IE1001603,2025-04,190,0,0,Exceeds
IE1001603,2025-05,181,0,0,Outstanding
IE1001603,2025-06,160,0,0,Exceeds
IE1001603,2025-07,164,0,0,Exceeds
IE1001603,2025-08,187,0,0,Meets
IE1001603,2025-09,155,1,0,Meets
IE1001603,2025-10,156,2,0,Meets
IE1001603,2025-11,166,0,0,Meets
IE1001603,2025-12,169,1,1,Meets
IE1001603,2026-01,166,1,0,Meets
IE1001603,2026-02,200,0,0,Exceeds
IE9301604,2025-03,160,1,0,Meets
IE9301604,2025-04,176,0,0,Exceeds
IE9301604,2025-05,157,0,2,Needs Improvement
IE9301604,2025-06,170,0,0,Meets
IE9301604,2025-07,160,1,1,Needs Improvement
IE9301604,2025-08,155,3,0,Meets
IE9301604,2025-09,183,0,0,Meets
IE9301604,2025-10,178,1,0,Meets
IE9301604,2025-11,162,1,0,Needs Improvement
IE9301604,2025-12,165,0,1,Needs Improvement
IE9301604,2026-01,161,0,0,Meets
IE9301604,2026-02,188,0,0,Outstanding
IE1701605,2025-03,164,3,0,Meets
IE1701605,2025-04,175,0,1,Exceeds
IE1701605,2025-05,162,3,0,Exceeds
IE1701605,2025-06,180,0,0,Exceeds
IE1701605,2025-07,173,0,0,Exceeds
IE1701605,2025-08,181,2,0,Meets
IE1701605,2025-09,166,0,0,Meets
IE1701605,2025-10,148,1,1,Meets
IE1701605,2025-11,169,0,1,Meets
IE1701605,2025-12,169,0,0,Exceeds
IE1701605,2026-01,151,2,1,Meets
IE1701605,2026-02,169,0,0,Meets
IE1301606,2025-03,169,0,0,Exceeds
IE1301606,2025-04,166,1,0,Exceeds
IE1301606,2025-05,171,0,0,Exceeds
IE1301606,2025-06,161,1,0,Exceeds
IE1301606,2025-07,194,0,1,Meets
IE1301606,2025-08,160,0,0,Meets
IE1301606,2025-09,163,1,0,Meets
IE1301606,2025-10,186,1,0,Meets
IE1301606,2025-11,157,1,0,Needs Improvement
IE1301606,2025-12,169,0,0,Exceeds
IE1301606,2026-01,176,2,0,Meets
IE1301606,2026-02,176,0,2,Meets
IE9501607,2025-03,159,1,0,Meets
IE9501607,2025-04,163,1,0,Meets
IE9501607,2025-05,165,1,0,Needs Improvement
IE9501607,2025-06,175,0,1,Meets
IE9501607,2025-07,155,1,0,Meets
IE9501607,2025-08,152,2,0,Meets
IE9501607,2025-09,157,1,0,Meets
IE9501607,2025-10,165,0,0,Meets
IE9501607,2025-11,179,1,0,Meets
IE9501607,2025-12,169,0,0,Meets
IE9501607,2026-01,187,0,0,Meets
IE9501607,2026-02,175,1,1,Meets
IE1201608,2025-03,155,0,0,Meets
IE1201608,2025-04,177,0,1,Meets
IE1201608,2025-05,168,0,1,Meets
IE1201608,2025-06,152,1,0,Meets
IE1201608,2025-07,180,0,1,Meets
IE1201608,2025-08,153,0,0,Meets
IE1201608,2025-09,172,0,0,Meets
IE1201608,2025-10,153,0,0,Exceeds
IE1201608,2025-11,177,1,0,Exceeds
IE1201608,2025-12,168,0,0,Meets
IE1201608,2026-01,192,1,0,Meets
IE1201608,2026-02,183,1,0,Exceeds
IE0301609,2025-03,141,1,0,Meets
IE0301609,2025-04,159,0,0,Meets
IE0301609,2025-05,162,1,0,Meets
IE0301609,2025-06,165,1,0,Exceeds
IE0301609,2025-07,168,1,0,Meets
IE0301609,2025-08,186,1,0,Needs Improvement
IE0301609,2025-09,170,1,0,Meets
IE0301609,2025-10,164,1,0,Meets
IE0301609,2025-11,176,0,0,Exceeds
IE0301609,2025-12,179,1,0,Exceeds
IE0301609,2026-01,179,1,1,Needs Improvement
IE0301609,2026-02,163,0,3,Needs Improvement
IE9501610,2025-03,143,1,0,Meets
IE9501610,2025-04,153,0,1,Exceeds
IE9501610,2025-05,162,1,0,Meets
IE9501610,2025-06,180,0,0,Exceeds
IE9501610,2025-07,154,1,0,Meets
IE9501610,2025-08,151,1,0,Exceeds
IE9501610,2025-09,180,1,0,Exceeds
IE9501610,2025-10,171,0,0,Meets
IE9501610,2025-11,164,0,0,Meets
IE9501610,2025-12,175,0,0,Exceeds
IE9501610,2026-01,168,2,0,Meets
IE9501610,2026-02,170,0,1,Exceeds
IE0901611,2025-03,163,0,0,Meets
IE0901611,2025-04,176,1,1,Exceeds
IE0901611,2025-05,162,1,0,Exceeds
IE0901611,2025-06,170,1,0,Meets
IE0901611,2025-07,156,0,0,Exceeds
IE0901611,2025-08,163,0,1,Needs Improvement
IE0901611,2025-09,178,2,0,Meets
IE0901611,2025-10,180,0,0,Exceeds
IE0901611,2025-11,173,0,0,Meets
IE0901611,2025-12,169,2,1,Meets
IE0901611,2026-01,156,0,1,Exceeds
IE0901611,2026-02,151,1,1,Meets
IE9901612,2025-03,167,1,0,Exceeds
IE9901612,2025-04,178,2,0,Meets
IE9901612,2025-05,178,0,0,Exceeds
IE9901612,2025-06,172,1,0,Meets
IE9901612,2025-07,152,0,0,Exceeds
IE9901612,2025-08,195,1,0,Meets
IE9901612,2025-09,157,0,0,Meets
IE9901612,2025-10,180,1,0,Exceeds
IE9901612,2025-11,176,2,0,Meets
IE9901612,2025-12,181,0,0,Meets
IE9901612,2026-01,164,1,1,Needs Improvement
IE9901612,2026-02,171,0,0,Meets
IE0701613,2025-03,153,2,0,Meets
IE0701613,2025-04,174,1,0,Exceeds
IE0701613,2025-05,158,1,1,Meets
IE0701613,2025-06,165,1,0,Meets
IE0701613,2025-07,161,1,1,Needs Improvement
IE0701613,2025-08,161,0,0,Meets
IE0701613,2025-09,158,2,0,Exceeds
IE0701613,2025-10,177,2,0,Meets
IE0701613,2025-11,185,0,0,Exceeds
IE0701613,2025-12,179,0,0,Meets
IE0701613,2026-01,160,0,0,Exceeds
IE0701613,2026-02,154,1,0,Exceeds
IE2301614,2025-03,174,0,1,Exceeds
IE2301614,2025-04,168,1,0,Meets
IE2301614,2025-05,170,3,1,Needs Improvement
IE2301614,2025-06,160,0,3,Needs Improvement
IE2301614,2025-07,158,1,0,Needs Improvement
IE2301614,2025-08,172,1,0,Meets
IE2301614,2025-09,175,1,1,Meets
IE2301614,2025-10,183,1,1,Needs Improvement
IE2301614,2025-11,171,0,0,Meets
IE2301614,2025-12,184,2,2,Needs Improvement
IE2301614,2026-01,147,0,1,Needs Improvement
IE2301614,2026-02,165,2,1,Meets
IE9701615,2025-03,161,0,0,Needs Improvement
IE9701615,2025-04,159,0,0,Meets
IE9701615,2025-05,183,1,0,Meets
IE9701615,2025-06,168,2,0,Meets
IE9701615,2025-07,194,1,0,Exceeds
IE9701615,2025-08,187,0,1,Meets
IE9701615,2025-09,168,0,1,Exceeds
IE9701615,2025-10,177,0,1,Needs Improvement
IE9701615,2025-11,148,1,0,Exceeds
IE9701615,2025-12,158,0,0,Meets
IE9701615,2026-01,163,0,0,Meets
IE9701615,2026-02,146,0,0,Exceeds
IE9401616,2025-03,156,1,0,Meets
IE9401616,2025-04,167,1,0,Needs Improvement
IE9401616,2025-05,161,2,0,Exceeds
IE9401616,2025-06,170,1,0,Meets
IE9401616,2025-07,176,6,1,Needs Improvement
IE9401616,2025-08,174,0,0,Exceeds
IE9401616,2025-09,149,0,0,Exceeds
IE9401616,2025-10,166,2,0,Exceeds
IE9401616,2025-11,168,0,0,Exceeds
IE9401616,2025-12,175,0,0,Exceeds
IE9401616,2026-01,164,2,0,Exceeds
IE9401616,2026-02,144,0,0,Meets
IE0001617,2025-03,169,2,0,Meets
IE0001617,2025-04,166,1,2,Meets
IE0001617,2025-05,167,2,0,Meets
IE0001617,2025-06,178,1,1,Meets
IE0001617,2025-07,174,1,1,Meets
IE0001617,2025-08,177,1,0,Meets
IE0001617,2025-09,169,1,0,Exceeds
IE0001617,2025-10,170,1,0,Exceeds
IE0001617,2025-11,161,1,0,Exceeds
