numero_empleado,titulo,modalidad_trabajo,salario_eur,fecha_de_entrada
IE9002048,Ejecutivo Comercial,Oficina,54211,1990
IE0402049,Ejecutivo Comercial,Remoto,50757,2004
IE1702050,Gerente Comercial,Oficina,98435,2017
IE9902051,Ejecutivo Comercial,Hibrido,36380,1999
IE0802052,Gerente Comercial,Hibrido,105161,2008
IE1102053,Ejecutivo Comercial,Hibrido,52453,2011
IE0502054,Gerente Comercial,Oficina,98135,2005
IE0802055,Ejecutivo Comercial,Hibrido,53948,2008
IE9002056,Ejecutivo Comercial,Hibrido,59362,1990
IE1302057,Gerente Comercial,Oficina,104860,2013
IE1302058,Gerente Comercial,Hibrido,92887,2013
IE2102059,Gerente Comercial,Hibrido,101353,2021
IE9702060,Gerente Comercial,Oficina,99414,1997
IE0902061,Gerente Comercial,Hibrido,92703,2009
IE2002062,Gerente Comercial,Hibrido,97410,2020
IE2302063,Gerente Comercial,Hibrido,95405,2023
IE9902064,Ejecutivo Comercial,Oficina,45950,1999
IE1802065,Gerente Comercial,Hibrido,74807,2018
IE9202066,Gerente Comercial,Hibrido,87900,1992
IE1902067,Ejecutivo Comercial,Hibrido,44996,2019
IE2602068,Ejecutivo Comercial,Oficina,56088,2026
IE9802069,Gerente Comercial,Hibrido,103534,1998
IE9702070,Ejecutivo Comercial,Oficina,48830,1997
IE2602071,Gerente Comercial,Oficina,105529,2026
IE1902072,Gerente Comercial,Oficina,93963,2019
IE2502073,Ejecutivo Comercial,Hibrido,45029,2025
IE0102074,Gerente Comercial,Oficina,70789,2001
IE0302075,Ejecutivo Comercial,Remoto,58945,2003
IE2502076,Gerente Comercial,Hibrido,75619,2025
IE1502077,Gerente Comercial,Oficina,94949,2015
IE0702078,Gerente Comercial,Hibrido,82763,2007
IE0002079,Ejecutivo Comercial,Hibrido,38240,2000
IE1602080,Gerente Comercial,Hibrido,95181,2016
IE0002081,Gerente Comercial,Hibrido,94766,2000
IE1802082,Gerente Comercial,Hibrido,100484,2018
IE0702083,Gerente Comercial,Oficina,86804,2007
IE0602084,Gerente Comercial,Oficina,87510,2006
IE0602085,Ejecutivo Comercial,Oficina,52684,2006
IE9302086,Ejecutivo Comercial,Remoto,35353,1993
IE2002087,Ejecutivo Comercial,Hibrido,52260,2020
IE9202088,Ejecutivo Comercial,Hibrido,42787,1992
IE9102089,Gerente Comercial,Hibrido,97895,1991
IE0902090,Gerente Comercial,Hibrido,76501,2009
IE9102091,Gerente Comercial,Oficina,75712,1991
IE0002092,Gerente Comercial,Hibrido,103228,2000
IE1402093,Ejecutivo Comercial,Oficina,35351,2014
IE9602094,Gerente Comercial,Hibrido,105545,1996
IE0302095,Gerente Comercial,Oficina,73036,2003
IE0502096,Ejecutivo Comercial,Hibrido,44470,2005
IE1002097,Ejecutivo Comercial,Oficina,39027,2010
IE2002098,Gerente Comercial,Hibrido,106518,2020
IE0702099,Gerente Comercial,Hibrido,78388,2007
IE0102100,Gerente Comercial,Oficina,96553,2001
IE9002101,Gerente Comercial,Hibrido,74438,1990
IE9502102,Ejecutivo Comercial,Remoto,47773,1995
IE2402103,Ejecutivo Comercial,Hibrido,49945,2024
IE1102104,Ejecutivo Comercial,Remoto,44085,2011
IE1202105,Gerente Comercial,Hibrido,93810,2012
IE0302106,Ejecutivo Comercial,Remoto,44826,2003
IE2602107,Ejecutivo Comercial,Oficina,45728,2026
IE0002108,Ejecutivo Comercial,Hibrido,59795,2000
IE0402109,Ejecutivo Comercial,Remoto,51927,2004
IE9102110,Ejecutivo Comercial,Remoto,44277,1991
IE0702111,Gerente Comercial,Oficina,81703,2007
IE2402112,Gerente Comercial,Oficina,91295,2024
IE1802113,Gerente Comercial,Hibrido,105307,2018
IE0802114,Gerente Comercial,Oficina,83414,2008
IE2202115,Gerente Comercial,Hibrido,107901,2022
IE2502116,Gerente Comercial,Oficina,97096,2025
IE0202117,Ejecutivo Comercial,Hibrido,48732,2002
IE2402118,Ejecutivo Comercial,Oficina,49491,2024
IE0502119,Gerente Comercial,Hibrido,89650,2005
IE0702120,Ejecutivo Comercial,Remoto,46744,2007
IE9402121,Ejecutivo Comercial,Oficina,44627,1994
IE9702122,Ejecutivo Comercial,Oficina,56584,1997
IE1102123,Gerente Comercial,Hibrido,105212,2011
IE2402124,Ejecutivo Comercial,Oficina,48980,2024
IE1402125,Ejecutivo Comercial,Hibrido,39485,2014
IE1302126,Gerente Comercial,Oficina,75479,2013
IE9302127,Gerente Comercial,Hibrido,101623,1993
IE9302128,Gerente Comercial,Oficina,103115,1993
IE2302129,Gerente Comercial,Oficina,96733,2023
IE0502130,Gerente Comercial,Oficina,89441,2005
IE2402131,Ejecutivo Comercial,Oficina,49448,2024
IE2402132,Ejecutivo Comercial,Oficina,48402,2024
IE2002133,Gerente Comercial,Hibrido,74891,2020
IE1002134,Gerente Comercial,Oficina,72188,2010
IE2302135,Ejecutivo Comercial,Hibrido,58189,2023
IE1002136,Ejecutivo Comercial,Oficina,43131,2010
IE0902137,Ejecutivo Comercial,Oficina,47156,2009
IE0902138,Ejecutivo Comercial,Remoto,54315,2009
IE2602139,Ejecutivo Comercial,Oficina,43026,2026
IE9602140,Gerente Comercial,Hibrido,100440,1996
IE0602141,Gerente Comercial,Oficina,107725,2006
IE0302142,Ejecutivo Comercial,Hibrido,53071,2003
IE1202143,Gerente Comercial,Hibrido,105997,2012
IE9402144,Ejecutivo Comercial,Oficina,50639,1994
IE0802145,Ejecutivo Comercial,Remoto,42946,2008
IE0902146,Ejecutivo Comercial,Oficina,56927,2009
IE0602147,Gerente Comercial,Hibrido,106159,2006
IE1502148,Gerente Comercial,Hibrido,105174,2015
IE2302149,Ejecutivo Comercial,Hibrido,44164,2023
IE9502150,Gerente Comercial,Oficina,105332,1995
IE0302151,Gerente Comercial,Hibrido,104819,2003
IE2002152,Gerente Comercial,Oficina,70715,2020
IE0802153,Gerente Comercial,Oficina,94676,2008
IE2102154,Gerente Comercial,Oficina,79256,2021
IE0302155,Gerente Comercial,Oficina,72903,2003
IE0102156,Ejecutivo Comercial,Remoto,42857,2001
IE0402157,Ejecutivo Comercial,Oficina,46144,2004
IE9902158,Gerente Comercial,Oficina,87982,1999
IE0602159,Ejecutivo Comercial,Remoto,55899,2006
IE1302160,Ejecutivo Comercial,Hibrido,56628,2013
IE0602161,Gerente Comercial,Oficina,101147,2006
IE0502162,Gerente Comercial,Oficina,100075,2005
IE1302163,Gerente Comercial,Oficina,93481,2013
IE1502164,Ejecutivo Comercial,Oficina,54257,2015
IE0302165,Gerente Comercial,Oficina,95145,2003
IE1502166,Ejecutivo Comercial,Oficina,36492,2015
IE2302167,Ejecutivo Comercial,Hibrido,50101,2023
IE0002168,Gerente Comercial,Hibrido,84601,2000
IE2202169,Ejecutivo Comercial,Hibrido,47155,2022
IE9102170,Ejecutivo Comercial,Oficina,46972,1991
IE9002171,Ejecutivo Comercial,Remoto,39407,1990
IE2002172,Gerente Comercial,Oficina,100753,2020
IE9802173,Ejecutivo Comercial,Hibrido,51779,1998
IE0502174,Ejecutivo Comercial,Oficina,42271,2005
IE0702175,Gerente Comercial,Oficina,86334,2007
IE1802176,Ejecutivo Comercial,Oficina,38990,2018
IE2102177,Gerente Comercial,Oficina,75984,2021
IE0102178,Gerente Comercial,Hibrido,108310,2001
IE9302179,Ejecutivo Comercial,Oficina,50185,1993
IE2002180,Gerente Comercial,Oficina,90849,2020
IE9402181,Gerente Comercial,Hibrido,91006,1994
IE2602182,Ejecutivo Comercial,Hibrido,37206,2026
IE0002183,Ejecutivo Comercial,Oficina,50055,2000
IE0902184,Gerente Comercial,Hibrido,108624,2009
IE0302185,Gerente Comercial,Oficina,81961,2003
IE0502186,Ejecutivo Comercial,Remoto,41216,2005
IE0802187,Gerente Comercial,Oficina,91285,2008
IE1102188,Ejecutivo Comercial,Hibrido,39386,2011
IE9602189,Ejecutivo Comercial,Remoto,57750,1996
IE9102190,Ejecutivo Comercial,Remoto,38049,1991
IE0202191,Gerente Comercial,Hibrido,108897,2002
IE9802192,Ejecutivo Comercial,Hibrido,38463,1998
IE0702193,Gerente Comercial,Oficina,71572,2007
IE9102194,Gerente Comercial,Hibrido,84721,1991
IE9702195,Ejecutivo Comercial,Remoto,41569,1997
IE1702196,Ejecutivo Comercial,Hibrido,40027,2017
IE0402197,Gerente Comercial,Hibrido,90266,2004
IE9902198,Gerente Comercial,Hibrido,73526,1999
IE1702199,Ejecutivo Comercial,Remoto,38955,2017
IE9802200,Gerente Comercial,Hibrido,107962,1998
IE0102201,Ejecutivo Comercial,Remoto,49435,2001
IE2502202,Ejecutivo Comercial,Hibrido,54056,2025
IE9002203,Ejecutivo Comercial,Remoto,35301,1990
IE9202204,Gerente Comercial,Hibrido,91173,1992
IE0902205,Gerente Comercial,Hibrido,92657,2009
IE0202206,Ejecutivo Comercial,Oficina,59030,2002
IE9102207,Ejecutivo Comercial,Remoto,48521,1991
IE0302208,Ejecutivo Comercial,Oficina,44264,2003
IE0902209,Gerente Comercial,Oficina,86234,2009
IE9202210,Ejecutivo Comercial,Hibrido,43976,1992
IE0102211,Ejecutivo Comercial,Oficina,38775,2001
IE1802212,Gerente Comercial,Oficina,101060,2018
IE1802213,Gerente Comercial,Oficina,78093,2018
IE0702214,Ejecutivo Comercial,Oficina,56539,2007
IE2202215,Ejecutivo Comercial,Hibrido,57027,2022
IE1602216,Ejecutivo Comercial,Oficina,48572,2016
IE2102217,Gerente Comercial,Oficina,75021,2021
IE9102218,Ejecutivo Comercial,Hibrido,49839,1991
IE1002219,Gerente Comercial,Hibrido,76958,2010
IE1202220,Ejecutivo Comercial,Hibrido,42662,2012
IE0502221,Gerente Comercial,Hibrido,104648,2005
IE9202222,Ejecutivo Comercial,Hibrido,57705,1992
IE9302223,Gerente Comercial,Hibrido,101467,1993
IE9102224,Gerente Comercial,Oficina,86948,1991
IE9002225,Ejecutivo Comercial,Remoto,53991,1990
IE2002226,Ejecutivo Comercial,Oficina,40859,2020
IE2602227,Gerente Comercial,Oficina,75751,2026
IE0502228,Gerente Comercial,Oficina,98656,2005
IE9802229,Gerente Comercial,Hibrido,104667,1998
IE1502230,Gerente Comercial,Oficina,85205,2015
IE0602231,Gerente Comercial,Oficina,90620,2006
IE2202232,Ejecutivo Comercial,Hibrido,52992,2022
IE9702233,Ejecutivo Comercial,Oficina,59173,1997
IE0002234,Ejecutivo Comercial,Remoto,48716,2000
IE9902235,Gerente Comercial,Oficina,108283,1999
IE9302236,Gerente Comercial,Hibrido,90172,1993
IE1302237,Ejecutivo Comercial,Remoto,42535,2013
IE0602238,Ejecutivo Comercial,Remoto,37399,2006
IE1002239,Ejecutivo Comercial,Hibrido,41253,2010
IE9402240,Gerente Comercial,Oficina,107003,1994
IE9702241,Gerente Comercial,Oficina,97126,1997
IE9502242,Gerente Comercial,Hibrido,108232,1995
IE0102243,Ejecutivo Comercial,Oficina,49278,2001
IE9502244,Gerente Comercial,Hibrido,77793,1995
IE0102245,Ejecutivo Comercial,Oficina,56292,2001
IE0602246,Ejecutivo Comercial,Remoto,48029,2006
IE0902247,Ejecutivo Comercial,Hibrido,45339,2009
IE1402248,Gerente Comercial,Oficina,107937,2014
IE2202249,Ejecutivo Comercial,Remoto,59908,2022
IE1802250,Gerente Comercial,Oficina,103181,2018
IE2102251,Gerente Comercial,Hibrido,88819,2021
IE9402252,Ejecutivo Comercial,Hibrido,50843,1994
IE2602253,Ejecutivo Comercial,Hibrido,38047,2026
IE1802254,Gerente Comercial,Hibrido,70902,2018
IE1002255,Ejecutivo Comercial,Remoto,35951,2010
IE9302256,Gerente Comercial,Oficina,86183,1993
IE9602257,Ejecutivo Comercial,Hibrido,36583,1996
IE0102258,Ejecutivo Comercial,Remoto,43875,2001
IE1902259,Ejecutivo Comercial,Remoto,40036,2019
IE1902260,Ejecutivo Comercial,Hibrido,50259,2019
IE0302261,Gerente Comercial,Oficina,104354,2003
IE1402262,Gerente Comercial,Hibrido,75923,2014
IE9702263,Ejecutivo Comercial,Oficina,46217,1997
IE9802264,Gerente Comercial,Hibrido,71523,1998
IE0302265,Ejecutivo Comercial,Remoto,36036,2003
IE1302266,Ejecutivo Comercial,Oficina,41185,2013
IE2502267,Ejecutivo Comercial,Oficina,40249,2025
IE0502268,Gerente Comercial,Hibrido,101323,2005
IE0402269,Ejecutivo Comercial,Oficina,45341,2004
IE2202270,Ejecutivo Comercial,Hibrido,51964,2022
IE0002271,Ejecutivo Comercial,Hibrido,59136,2000
IE9302272,Ejecutivo Comercial,Remoto,42906,1993
IE2602273,Gerente Comercial,Oficina,87454,2026
IE0402274,Gerente Comercial,Oficina,84102,2004
IE1202275,Ejecutivo Comercial,Oficina,59947,2012
IE9002276,Gerente Comercial,Oficina,81541,1990
IE2602277,Gerente Comercial,Hibrido,84848,2026
IE2102278,Ejecutivo Comercial,Hibrido,41973,2021
IE0002279,Ejecutivo Comercial,Remoto,47802,2000
IE1702280,Ejecutivo Comercial,Remoto,43724,2017
IE9802281,Gerente Comercial,Oficina,97645,1998
IE1702282,Gerente Comercial,Hibrido,90547,2017
IE9302283,Ejecutivo Comercial,Oficina,36123,1993
IE0002284,Gerente Comercial,Oficina,99532,2000
IE1602285,Gerente Comercial,Oficina,90202,2016
IE0602286,Ejecutivo Comercial,Oficina,48606,2006
IE9202287,Gerente Comercial,Oficina,73159,1992
IE0302288,Ejecutivo Comercial,Hibrido,46394,2003
IE1902289,Ejecutivo Comercial,Hibrido,56560,2019
IE2002290,Gerente Comercial,Hibrido,88955,2020
IE1502291,Gerente Comercial,Oficina,83402,2015
IE9602292,Ejecutivo Comercial,Remoto,42698,1996
IE0902293,Gerente Comercial,Oficina,86133,2009
IE1202294,Gerente Comercial,Hibrido,81194,2012
IE0802295,Ejecutivo Comercial,Oficina,35588,2008
IE9402296,Gerente Comercial,Hibrido,98420,1994
IE1402297,Ejecutivo Comercial,Hibrido,51894,2014
IE1902298,Ejecutivo Comercial,Hibrido,36197,2019
IE9402299,Ejecutivo Comercial,Remoto,47252,1994
IE1902300,Gerente Comercial,Oficina,107846,2019
IE9802301,Ejecutivo Comercial,Hibrido,42308,1998
IE0402302,Gerente Comercial,Hibrido,77744,2004
IE1602303,Gerente Comercial,Oficina,94449,2016
IE1502304,Gerente Comercial,Oficina,99551,2015
IE9202305,Ejecutivo Comercial,Remoto,48094,1992
IE2002306,Gerente Comercial,Oficina,82968,2020
IE0302307,Ejecutivo Comercial,Oficina,37360,2003
IE9802308,Ejecutivo Comercial,Oficina,45714,1998
IE9002309,Ejecutivo Comercial,Oficina,46208,1990
IE9802310,Gerente Comercial,Oficina,94944,1998
IE2402311,Ejecutivo Comercial,Hibrido,47940,2024
IE1602312,Ejecutivo Comercial,Hibrido,46659,2016
IE0502313,Ejecutivo Comercial,Oficina,35402,2005
IE0302314,Gerente Comercial,Hibrido,99005,2003
IE9602315,Ejecutivo Comercial,Remoto,51085,1996
IE2502316,Ejecutivo Comercial,Oficina,53605,2025
IE1702317,Gerente Comercial,Hibrido,85661,2017
IE2402318,Gerente Comercial,Oficina,95673,2024
IE2302319,Gerente Comercial,Hibrido,72050,2023
IE9602320,Gerente Comercial,Hibrido,72773,1996
IE2602321,Gerente Comercial,Hibrido,79646,2026
IE0702322,Gerente Comercial,Oficina,107598,2007
IE2202323,Ejecutivo Comercial,Hibrido,36370,2022
IE1702324,Ejecutivo Comercial,Oficina,51022,2017
IE1702325,Ejecutivo Comercial,Hibrido,41880,2017
IE1502326,Gerente Comercial,Oficina,97443,2015
IE0602327,Gerente Comercial,Oficina,87056,2006
IE0302328,Ejecutivo Comercial,Oficina,46870,2003
IE9702329,Gerente Comercial,Oficina,83164,1997
IE0602330,Ejecutivo Comercial,Hibrido,54267,2006
IE2102331,Ejecutivo Comercial,Oficina,46859,2021
IE1402332,Ejecutivo Comercial,Remoto,49561,2014
IE9902333,Gerente Comercial,Hibrido,75591,1999
IE1402334,Ejecutivo Comercial,Oficina,39004,2014
IE9202335,Gerente Comercial,Oficina,99088,1992
IE1202336,Ejecutivo Comercial,Remoto,56213,2012
IE9002337,Gerente Comercial,Hibrido,96258,1990
IE1102338,Ejecutivo Comercial,Remoto,53721,2011
IE0102339,Gerente Comercial,Oficina,79998,2001
IE2002340,Ejecutivo Comercial,Remoto,59479,2020
IE1702341,Gerente Comercial,Oficina,72467,2017
IE1902342,Gerente Comercial,Oficina,86435,2019
IE1002343,Ejecutivo Comercial,Oficina,56625,2010
IE1302344,Gerente Comercial,Oficina,82046,2013
IE0102345,Gerente Comercial,Hibrido,82350,2001
IE9902346,Ejecutivo Comercial,Remoto,57510,1999
IE1302347,Gerente Comercial,Hibrido,78952,2013
IE1802348,Ejecutivo Comercial,Hibrido,39993,2018
IE1302349,Ejecutivo Comercial,Hibrido,46272,2013
IE2102350,Ejecutivo Comercial,Hibrido,39363,2021
IE1402351,Ejecutivo Comercial,Hibrido,55495,2014
IE9302352,Gerente Comercial,Oficina,95802,1993
IE2202353,Gerente Comercial,Hibrido,77995,2022
IE1202354,Ejecutivo Comercial,Hibrido,52701,2012
IE1502355,Ejecutivo Comercial,Remoto,48300,2015
IE9902356,Gerente Comercial,Hibrido,109688,1999
IE9902357,Gerente Comercial,Hibrido,73013,1999
IE9302358,Ejecutivo Comercial,Hibrido,57753,1993
IE2602359,Ejecutivo Comercial,Hibrido,58572,2026
IE9802360,Gerente Comercial,Hibrido,92476,1998
IE0902361,Ejecutivo Comercial,Remoto,51567,2009
IE9502362,Ejecutivo Comercial,Remoto,38618,1995
IE2002363,Ejecutivo Comercial,Hibrido,52114,2020
IE0202364,Gerente Comercial,Oficina,90943,2002
IE2002365,Gerente Comercial,Hibrido,84446,2020
IE1402366,Ejecutivo Comercial,Oficina,38626,2014
IE1402367,Ejecutivo Comercial,Remoto,52575,2014
IE0102368,Ejecutivo Comercial,Hibrido,56917,2001
IE0002369,Gerente Comercial,Hibrido,94138,2000
IE9602370,Gerente Comercial,Oficina,98099,1996
IE0902371,Gerente Comercial,Hibrido,81330,2009
IE9202372,Gerente Comercial,Hibrido,80954,1992
IE1402373,Gerente Comercial,Hibrido,89738,2014
IE1002374,Ejecutivo Comercial,Oficina,55636,2010
IE1602375,Ejecutivo Comercial,Oficina,41818,2016
IE1802376,Ejecutivo Comercial,Remoto,47252,2018
IE0002377,Gerente Comercial,Oficina,96694,2000
IE0902378,Ejecutivo Comercial,Hibrido,40003,2009
IE9002379,Ejecutivo Comercial,Remoto,59536,1990
IE9902380,Gerente Comercial,Oficina,91033,1999
IE9202381,Ejecutivo Comercial,Oficina,56488,1992
IE9902382,Ejecutivo Comercial,Hibrido,37295,1999
IE1202383,Gerente Comercial,Hibrido,98384,2012
IE0302384,Gerente Comercial,Oficina,82744,2003
IE9602385,Ejecutivo Comercial,Oficina,43770,1996
IE0002386,Ejecutivo Comercial,Oficina,58236,2000
IE9802387,Ejecutivo Comercial,Oficina,40880,1998
IE0302388,Gerente Comercial,Oficina,98726,2003
IE2002389,Gerente Comercial,Hibrido,75085,2020
IE0102390,Ejecutivo Comercial,Remoto,38279,2001
IE1902391,Ejecutivo Comercial,Hibrido,36035,2019
IE9402392,Gerente Comercial,Hibrido,84732,1994
IE0102393,Ejecutivo Comercial,Hibrido,44554,2001
IE0602394,Ejecutivo Comercial,Hibrido,45661,2006
IE1502395,Ejecutivo Comercial,Oficina,57628,2015
IE1002396,Ejecutivo Comercial,Hibrido,41634,2010
IE2302397,Gerente Comercial,Oficina,81473,2023
IE2102398,Ejecutivo Comercial,Oficina,54053,2021
IE2002399,Gerente Comercial,Oficina,99222,2020
IE1402400,Gerente Comercial,Oficina,85497,2014
IE1802401,Ejecutivo Comercial,Hibrido,42587,2018
IE0302402,Gerente Comercial,Oficina,93827,2003
IE9502403,Gerente Comercial,Hibrido,94763,1995
IE1002404,Gerente Comercial,Hibrido,77122,2010
IE2302405,Ejecutivo Comercial,Hibrido,59338,2023
IE2002406,Gerente Comercial,Hibrido,74302,2020
IE9502407,Gerente Comercial,Oficina,105891,1995
IE2602408,Ejecutivo Comercial,Remoto,59177,2026
IE2302409,Gerente Comercial,Hibrido,75300,2023
IE9702410,Gerente Comercial,Oficina,95261,1997
IE9602411,Ejecutivo Comercial,Hibrido,39999,1996
IE2002412,Ejecutivo Comercial,Hibrido,55459,2020
IE2202413,Gerente Comercial,Oficina,99928,2022
IE1202414,Gerente Comercial,Hibrido,97525,2012
IE9502415,Ejecutivo Comercial,Remoto,57691,1995
IE9402416,Ejecutivo Comercial,Hibrido,56104,1994
IE9302417,Gerente Comercial,Oficina,88218,1993
IE9002418,Gerente Comercial,Hibrido,74681,1990
IE2302419,Ejecutivo Comercial,Remoto,36750,2023
IE2202420,Gerente Comercial,Oficina,98795,2022
IE2302421,Gerente Comercial,Hibrido,77882,2023
IE1202422,Ejecutivo Comercial,Hibrido,48115,2012
IE2602423,Ejecutivo Comercial,Oficina,52087,2026
IE9402424,Ejecutivo Comercial,Hibrido,45835,1994
IE9802425,Ejecutivo Comercial,Hibrido,41091,1998
IE0402426,Ejecutivo Comercial,Remoto,59070,2004
IE2002427,Gerente Comercial,Oficina,86513,2020
IE0602428,Gerente Comercial,Hibrido,107626,2006
IE2002429,Ejecutivo Comercial,Remoto,42950,2020
IE1702430,Gerente Comercial,Oficina,91425,2017
IE9502431,Ejecutivo Comercial,Oficina,46009,1995
IE9902432,Ejecutivo Comercial,Hibrido,48567,1999
IE2402433,Gerente Comercial,Oficina,94417,2024
IE1102434,Gerente Comercial,Hibrido,75917,2011
IE9402435,Ejecutivo Comercial,Oficina,41887,1994
IE0202436,Ejecutivo Comercial,Oficina,46719,2002
IE0702437,Gerente Comercial,Oficina,102101,2007
IE0402438,Ejecutivo Comercial,Remoto,46286,2004
IE0102439,Ejecutivo Comercial,Oficina,55846,2001
IE0402440,Ejecutivo Comercial,Remoto,47516,2004
IE9802441,Ejecutivo Comercial,Oficina,47684,1998
IE2002442,Gerente Comercial,Oficina,109161,2020
IE0802443,Ejecutivo Comercial,Oficina,38571,2008
IE2302444,Ejecutivo Comercial,Hibrido,37724,2023
IE9902445,Ejecutivo Comercial,Oficina,45169,1999
IE2302446,Gerente Comercial,Oficina,91269,2023
IE2602447,Ejecutivo Comercial,Remoto,58408,2026
IE9202448,Gerente Comercial,Oficina,107810,1992
IE9302449,Ejecutivo Comercial,Remoto,39540,1993
IE0102450,Ejecutivo Comercial,Remoto,53308,2001
IE9302451,Gerente Comercial,Oficina,95523,1993
IE9902452,Ejecutivo Comercial,Oficina,50803,1999
IE1002453,Ejecutivo Comercial,Hibrido,52847,2010
IE0102454,Gerente Comercial,Oficina,97230,2001
IE9302455,Ejecutivo Comercial,Hibrido,49715,1993
IE1402456,Gerente Comercial,Oficina,89190,2014
IE2402457,Ejecutivo Comercial,Hibrido,43410,2024
IE0702458,Ejecutivo Comercial,Remoto,57495,2007
IE0802459,Gerente Comercial,Hibrido,75248,2008
IE0102460,Ejecutivo Comercial,Oficina,50024,2001
IE9002461,Ejecutivo Comercial,Oficina,59869,1990
IE1002462,Gerente Comercial,Oficina,109915,2010
IE9602463,Ejecutivo Comercial,Oficina,35563,1996
IE9202464,Ejecutivo Comercial,Hibrido,58502,1992
IE0202465,Ejecutivo Comercial,Hibrido,41382,2002
IE2602466,Gerente Comercial,Oficina,98684,2026
IE1602467,Gerente Comercial,Oficina,82213,2016
IE1102468,Gerente Comercial,Oficina,94846,2011
IE0402469,Gerente Comercial,Oficina,104211,2004
IE9602470,Gerente Comercial,Hibrido,109247,1996
IE1502471,Gerente Comercial,Oficina,83546,2015
IE9502472,Ejecutivo Comercial,Hibrido,49444,1995
IE2402473,Ejecutivo Comercial,Oficina,45782,2024
IE1902474,Gerente Comercial,Oficina,85696,2019
IE0002475,Gerente Comercial,Oficina,107573,2000
IE1702476,Ejecutivo Comercial,Oficina,45556,2017
IE9702477,Ejecutivo Comercial,Hibrido,52840,1997
IE2102478,Ejecutivo Comercial,Remoto,51046,2021
IE0902479,Gerente Comercial,Hibrido,108819,2009
IE2102480,Ejecutivo Comercial,Remoto,49595,2021
IE0602481,Ejecutivo Comercial,Hibrido,59941,2006
IE2302482,Gerente Comercial,Oficina,109081,2023
IE1702483,Ejecutivo Comercial,Remoto,52007,2017
IE1902484,Ejecutivo Comercial,Hibrido,45993,2019
