numero_empleado,CBI_Q1,CBI_Q2,CBI_Q3,CBI_Q4,CBI_Q5,CBI_Q6,CBI_Q7,CBI_Q8,CBI_Q9,CBI_Q10,CBI_Q11,CBI_Q12,CBI_Q13,CBI_Q14,CBI_Q15,CBI_Q16,CBI_Q17,CBI_Q18,CBI_Q19
IE2203483,Nunca,A menudo,A veces,Nunca,A veces,Siempre,A menudo,A menudo,Raramente,Raramente,A menudo,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,A veces,Nunca
IE1704823,A veces,Siempre,Raramente,Nunca,A menudo,A menudo,A veces,A menudo,A menudo,A veces,A veces,A veces,Siempre,Siempre,A veces,Raramente,Nunca,A menudo,A menudo
IE9405150,A menudo,A veces,Siempre,Siempre,A menudo,A menudo,Raramente,Raramente,A veces,Siempre,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,A menudo,Raramente
IE1403258,A veces,Siempre,A veces,Nunca,Siempre,Siempre,A menudo,A veces,A veces,Raramente,A veces,Raramente,A veces,A veces,A menudo,Siempre,A veces,A veces,A veces
IE0000477,A menudo,Raramente,Siempre,A menudo,Siempre,A veces,A veces,Nunca,A menudo,Nunca,A menudo,Raramente,A veces,Nunca,A veces,Siempre,A veces,A veces,Siempre
IE1801544,Nunca,Raramente,Nunca,A veces,A menudo,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A veces,A veces,A veces,Siempre,A menudo,Nunca,A veces,Siempre
IE0404106,A veces,Raramente,A menudo,Siempre,Siempre,A menudo,Raramente,Siempre,Raramente,Raramente,A veces,Raramente,A veces,A veces,Siempre,A veces,Raramente,A menudo,Raramente
IE0403808,A menudo,Raramente,Siempre,A menudo,A veces,A menudo,A veces,Nunca,Raramente,A veces,A veces,A veces,Raramente,Nunca,A menudo,A veces,A menudo,A veces,A veces
IE1700313,A veces,A menudo,Siempre,A menudo,A veces,A veces,A menudo,Raramente,Raramente,A veces,A veces,Nunca,A menudo,A veces,Siempre,Siempre,A veces,A menudo,Raramente
IE9700509,A veces,A veces,A menudo,A menudo,Raramente,Siempre,Siempre,Raramente,Raramente,A veces,Raramente,A veces,A menudo,A menudo,Nunca,Nunca,A menudo,Raramente,Nunca
IE2400167,Raramente,A menudo,A veces,A veces,Siempre,A menudo,A menudo,Raramente,Siempre,Raramente,A veces,A menudo,Siempre,Raramente,A menudo,A veces,Siempre,A veces,A veces
IE0001893,A menudo,Raramente,Raramente,Raramente,A menudo,Siempre,A veces,Nunca,A veces,A veces,Raramente,Raramente,A menudo,A veces,Siempre,A menudo,A veces,A menudo,Siempre
IE1203529,Siempre,Nunca,Siempre,Raramente,A menudo,Raramente,Siempre,A veces,Siempre,Nunca,A veces,Siempre,A veces,A menudo,A veces,Siempre,Nunca,A veces,Raramente
IE9501789,A veces,A menudo,A menudo,A veces,Raramente,A menudo,Raramente,A veces,A veces,A veces,A veces,A veces,Siempre,Siempre,A menudo,Raramente,Nunca,A menudo,Raramente
IE0001025,Raramente,A veces,A veces,A veces,A veces,Siempre,Siempre,Nunca,Siempre,Raramente,Nunca,A menudo,A veces,Siempre,A veces,A menudo,A menudo,Raramente,A veces
IE2201222,Raramente,A veces,Siempre,A veces,A veces,A menudo,A veces,Nunca,A veces,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,Nunca,A veces,A veces
IE2103136,A veces,Raramente,A menudo,Siempre,Siempre,Nunca,A veces,Nunca,A veces,A menudo,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,Siempre,A veces
IE1801120,Siempre,Nunca,A menudo,A menudo,A veces,Raramente,Raramente,Siempre,A veces,Nunca,A veces,Siempre,Siempre,Raramente,Nunca,Siempre,A menudo,Raramente,Raramente
IE2101882,Siempre,A veces,Siempre,A veces,A veces,Nunca,A veces,A veces,A veces,Siempre,Siempre,Nunca,Raramente,A veces,A menudo,Siempre,A veces,Nunca,Nunca
IE1404956,A menudo,A veces,Nunca,A menudo,A menudo,A menudo,A veces,Raramente,Siempre,A menudo,Raramente,A menudo,Nunca,Nunca,Raramente,A veces,Raramente,A veces,Nunca
IE1102053,A veces,Raramente,A veces,A veces,A veces,A veces,Raramente,Raramente,A menudo,A veces,A veces,Raramente,Nunca,Nunca,Siempre,A veces,Raramente,A veces,A veces
IE9002716,Raramente,Siempre,A veces,A veces,Siempre,A veces,Siempre,A veces,A veces,A veces,Raramente,A veces,A veces,Raramente,Nunca,Nunca,A menudo,Raramente,A menudo
IE9702329,Siempre,A veces,Siempre,A veces,Raramente,Raramente,Siempre,Nunca,A veces,A menudo,A veces,Raramente,A veces,A veces,Siempre,A veces,A veces,A veces,A veces
IE9202305,A veces,Nunca,A veces,Raramente,Siempre,A menudo,A veces,Siempre,A menudo,A veces,Siempre,A menudo,A veces,Raramente,Raramente,Nunca,A veces,Raramente,A veces
IE0502313,Raramente,A menudo,A veces,Siempre,Siempre,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Siempre,Siempre,Raramente,Siempre,Raramente,A veces,Raramente,A veces
IE1404917,A veces,Nunca,A veces,A menudo,A veces,A menudo,Nunca,Raramente,Nunca,A menudo,Siempre,Raramente,Raramente,Raramente,Nunca,Raramente,Raramente,Raramente,A menudo
IE0702926,A veces,Siempre,A menudo,A veces,Raramente,A menudo,Siempre,Nunca,Raramente,Nunca,A veces,A veces,A menudo,A menudo,A veces,A veces,Siempre,Nunca,A veces
IE9404404,A menudo,Siempre,A menudo,A veces,A veces,A veces,Raramente,A veces,A menudo,Raramente,A veces,Nunca,Raramente,Siempre,A menudo,A menudo,A menudo,A veces,Raramente
IE0004288,Raramente,Nunca,A veces,Nunca,A veces,A veces,A menudo,Siempre,A menudo,Raramente,A menudo,Raramente,Siempre,Nunca,Siempre,A veces,Raramente,A menudo,Siempre
IE2503577,A veces,A veces,Siempre,Raramente,Raramente,Siempre,A veces,A veces,A menudo,A menudo,Raramente,A menudo,Nunca,A veces,A menudo,Nunca,A menudo,Siempre,Siempre
IE2200153,Siempre,A menudo,A veces,Siempre,A menudo,Raramente,Raramente,A menudo,Nunca,Raramente,Siempre,A menudo,Nunca,A veces,A menudo,Nunca,Raramente,Raramente,Raramente
IE2002978,Siempre,A veces,Nunca,Raramente,Raramente,Raramente,Nunca,Siempre,A veces,Raramente,A veces,Raramente,A menudo,A veces,A menudo,A veces,A veces,A veces,Raramente
IE0303054,A veces,Raramente,A veces,A menudo,A menudo,A veces,Nunca,A menudo,A veces,A veces,A menudo,Raramente,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,Siempre
IE0305160,Raramente,Raramente,Siempre,A veces,Siempre,Raramente,Siempre,Raramente,Siempre,A menudo,A veces,Siempre,A veces,A menudo,Raramente,A veces,A veces,A veces,A menudo
IE9004284,Raramente,Raramente,A veces,A veces,A menudo,A veces,A menudo,Raramente,Raramente,Nunca,A menudo,A veces,Raramente,A veces,Raramente,Raramente,A menudo,A menudo,Siempre
IE2500726,A veces,Nunca,A veces,A menudo,A veces,Siempre,Siempre,A menudo,A veces,Raramente,Nunca,Siempre,A menudo,A veces,A veces,Raramente,Raramente,Raramente,A veces
IE1702621,A menudo,A veces,A veces,Raramente,A menudo,A veces,A menudo,A veces,Siempre,Nunca,Nunca,A veces,Raramente,A veces,A menudo,Raramente,Raramente,A veces,A veces
IE1504081,Siempre,A veces,A menudo,A menudo,Raramente,A veces,A menudo,Siempre,A menudo,Raramente,A veces,Siempre,A menudo,Raramente,A veces,Raramente,A menudo,A menudo,Raramente
IE9605323,A menudo,Raramente,A menudo,A menudo,Raramente,A veces,Raramente,A veces,Raramente,A veces,A menudo,A menudo,Siempre,A menudo,Raramente,Raramente,A menudo,A menudo,Siempre
IE9801546,A veces,Nunca,Siempre,A menudo,A menudo,A veces,Siempre,A menudo,A menudo,Raramente,Raramente,Raramente,A menudo,Nunca,A veces,Siempre,Nunca,A menudo,A menudo
IE0005301,Raramente,A menudo,Raramente,Nunca,A menudo,A menudo,A veces,A menudo,A veces,A menudo,A veces,A menudo,A menudo,A veces,A veces,A veces,A veces,A veces,Raramente
IE9705430,Raramente,A menudo,A veces,Nunca,A veces,A menudo,A menudo,A veces,A menudo,Siempre,A veces,A veces,A veces,A menudo,A menudo,A veces,Raramente,A veces,A veces
IE2203260,A menudo,A veces,A veces,A menudo,A veces,Raramente,Siempre,A menudo,Nunca,Raramente,A veces,A veces,Raramente,Raramente,Raramente,A veces,A veces,A menudo,Siempre
IE1400032,A menudo,Nunca,A veces,A menudo,A veces,Siempre,A veces,A veces,Raramente,A veces,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,Raramente,A veces,A veces
IE2101226,A veces,Raramente,A veces,Siempre,A menudo,A menudo,A veces,A menudo,A menudo,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,Raramente,Raramente,Raramente,Siempre
IE0800938,A veces,A veces,Raramente,A veces,A menudo,A veces,A menudo,Nunca,A veces,A veces,A veces,A veces,A veces,Siempre,Nunca,Raramente,Nunca,Nunca,A menudo
IE9904306,A veces,A menudo,A veces,Siempre,Nunca,A menudo,A menudo,A veces,A veces,Raramente,Siempre,A veces,Siempre,A veces,Siempre,A veces,A veces,Nunca,Raramente
IE0000753,A menudo,Siempre,A veces,Raramente,A menudo,A veces,A menudo,A veces,A menudo,A menudo,A menudo,A veces,A menudo,A veces,A veces,A menudo,A menudo,A veces,A menudo
IE9901601,A veces,A menudo,A menudo,A veces,Nunca,A menudo,Siempre,A veces,A menudo,A menudo,Siempre,Siempre,A veces,A veces,A veces,Raramente,A veces,Raramente,A veces
IE2100310,A menudo,Raramente,A veces,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A veces,A veces,Raramente,Raramente,A veces,A menudo,A veces,Raramente,A veces,Raramente
IE0003793,A veces,A veces,Nunca,Siempre,Raramente,Raramente,Raramente,Raramente,A veces,Raramente,Siempre,A menudo,A veces,Raramente,A veces,Raramente,A veces,A menudo,A veces
IE9603451,A veces,A veces,A veces,A menudo,A menudo,Nunca,Siempre,A veces,Raramente,A veces,Raramente,A veces,A menudo,Raramente,Raramente,A veces,Raramente,A menudo,A menudo
IE0703769,A menudo,Nunca,A menudo,A menudo,A veces,Siempre,Raramente,A veces,Raramente,Raramente,A menudo,A menudo,Nunca,Siempre,Raramente,Siempre,A menudo,A menudo,Raramente
IE2205220,Raramente,A veces,Siempre,Raramente,Raramente,A menudo,A veces,Siempre,A menudo,A menudo,A veces,A veces,A menudo,Siempre,Siempre,A veces,A veces,A menudo,Raramente
IE1602216,A menudo,Nunca,A menudo,Nunca,A menudo,A menudo,Siempre,A veces,Siempre,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,Nunca,A veces,A menudo
IE2600496,Siempre,A menudo,Siempre,A menudo,A veces,Nunca,Siempre,Siempre,Nunca,A veces,A veces,A veces,A menudo,A menudo,A menudo,A veces,Nunca,A menudo,A veces
IE2501406,Raramente,A veces,A menudo,A veces,A veces,A veces,A veces,A veces,A veces,Siempre,Raramente,A menudo,A menudo,A veces,A menudo,A veces,Siempre,Nunca,A veces
IE0203675,Nunca,Siempre,A veces,A menudo,A menudo,A menudo,Raramente,A veces,Nunca,Siempre,Nunca,A veces,Siempre,Nunca,Siempre,Raramente,A menudo,Siempre,Raramente
IE9600206,A menudo,Raramente,A menudo,Nunca,A veces,A menudo,A menudo,Raramente,Raramente,Nunca,Siempre,A menudo,Siempre,A menudo,A veces,A menudo,A veces,Siempre,A menudo
IE0401435,Siempre,A menudo,A veces,A menudo,Nunca,Raramente,Raramente,Raramente,Siempre,Siempre,A veces,A menudo,A veces,Raramente,A veces,A veces,Siempre,A veces,Nunca
IE9601136,A veces,A veces,Raramente,Siempre,Nunca,A menudo,A menudo,Siempre,A veces,Siempre,A menudo,A veces,A veces,A veces,A veces,A menudo,A veces,Siempre,A menudo
IE9403222,Siempre,A veces,Raramente,A veces,A menudo,Siempre,Raramente,A veces,A veces,Raramente,Siempre,Raramente,Raramente,Nunca,Raramente,A veces,Raramente,Nunca,Nunca
IE2005271,A veces,A menudo,A menudo,Siempre,Nunca,Nunca,Raramente,A veces,A menudo,A veces,A menudo,Siempre,Siempre,A menudo,A veces,A menudo,A menudo,Siempre,Siempre
IE2300702,A veces,A veces,A veces,A veces,A veces,Siempre,Nunca,Nunca,A veces,A menudo,A veces,Nunca,A veces,A veces,Raramente,Raramente,A veces,Siempre,A veces
IE9900306,Raramente,A menudo,A veces,A veces,Raramente,Raramente,A veces,A menudo,A menudo,Raramente,Siempre,Raramente,A veces,Siempre,Raramente,A menudo,Siempre,A menudo,Siempre
IE1102338,Nunca,Raramente,Raramente,Nunca,A menudo,Raramente,Raramente,A veces,Nunca,Nunca,A menudo,A veces,Siempre,A veces,A menudo,Siempre,Siempre,Siempre,A veces
IE0401193,Raramente,Raramente,A veces,Siempre,A veces,Raramente,Nunca,A veces,Raramente,A veces,Siempre,Siempre,Siempre,Siempre,A menudo,Siempre,A veces,A veces,A veces
IE9705158,A menudo,Siempre,Nunca,Raramente,A veces,A veces,Raramente,Raramente,Raramente,A veces,A menudo,A veces,A menudo,A veces,Raramente,Siempre,Nunca,Siempre,Siempre
IE2102331,Siempre,A veces,A veces,A veces,Raramente,A menudo,Raramente,Raramente,Siempre,Nunca,A veces,A veces,A veces,Nunca,A veces,A veces,A menudo,Raramente,Raramente
IE0101062,A menudo,Nunca,A menudo,Siempre,A veces,Nunca,A veces,Nunca,A veces,A menudo,Raramente,Siempre,A menudo,Siempre,Siempre,Nunca,Siempre,A menudo,A veces
IE0600844,Siempre,A menudo,A menudo,Siempre,A veces,A menudo,A veces,Nunca,Nunca,A menudo,Raramente,Siempre,Siempre,Nunca,A veces,Siempre,Siempre,A menudo,A menudo
IE9403718,Siempre,A veces,A veces,A menudo,Siempre,A veces,A veces,A veces,A veces,A menudo,A veces,A veces,A menudo,A menudo,Siempre,Raramente,A menudo,A veces,A menudo
IE0102722,A menudo,A veces,Siempre,A menudo,A menudo,A veces,A veces,A veces,A veces,A veces,A menudo,A menudo,A menudo,A menudo,Nunca,A veces,Siempre,A veces,A veces
IE9800212,Siempre,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,Siempre,A veces,Siempre,A veces,A menudo,Siempre,Siempre,Raramente,A menudo,A veces,A menudo
IE2301341,A veces,A veces,Raramente,A veces,A veces,A veces,A veces,A veces,A menudo,Siempre,Siempre,Siempre,A menudo,A veces,A veces,Raramente,Raramente,Siempre,Nunca
IE2001109,Raramente,A veces,Nunca,Raramente,Raramente,A veces,A veces,A menudo,A veces,Siempre,Raramente,A veces,A veces,Nunca,Raramente,Nunca,A veces,Raramente,Raramente
IE9804293,A veces,Nunca,A menudo,Raramente,Raramente,A menudo,Raramente,Raramente,Nunca,A menudo,A veces,Raramente,A menudo,A menudo,A veces,A veces,A menudo,A menudo,Raramente
IE0200680,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,A veces,A menudo,Raramente,Raramente,A menudo,A menudo,Raramente,A veces,A menudo,Siempre,Raramente,A menudo,A menudo
IE1902300,A menudo,A menudo,Siempre,Siempre,A menudo,Nunca,Nunca,Nunca,A veces,A veces,A menudo,A menudo,A veces,A veces,Raramente,A menudo,Siempre,Raramente,Raramente
IE1103536,A menudo,A menudo,A veces,A menudo,Raramente,A menudo,A veces,Raramente,Siempre,A veces,A menudo,Raramente,Nunca,Raramente,Raramente,Nunca,A menudo,A menudo,A menudo
IE1900566,A veces,A veces,Siempre,Raramente,Raramente,A menudo,Raramente,A menudo,Nunca,Siempre,Siempre,A veces,A menudo,A veces,A veces,A veces,A veces,A veces,Nunca
IE0204215,A veces,Siempre,A menudo,Siempre,A menudo,A menudo,A veces,Siempre,A menudo,Raramente,Nunca,A veces,A veces,A veces,A veces,A veces,Nunca,A menudo,Raramente
IE9701533,Siempre,A veces,Raramente,A veces,A menudo,A veces,A veces,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A veces,A veces,A menudo,Nunca,Siempre,A veces
IE2404218,A veces,A veces,A veces,Siempre,A veces,A menudo,A veces,A veces,A veces,Siempre,A veces,A menudo,Raramente,A veces,A veces,A menudo,Siempre,Siempre,A veces
IE1600681,A menudo,A menudo,A veces,Nunca,A menudo,A veces,Raramente,A menudo,Siempre,A veces,A veces,Raramente,Raramente,A veces,A veces,A veces,Siempre,Siempre,Raramente
IE2000181,A menudo,Nunca,Raramente,Nunca,A veces,A veces,A veces,Raramente,Siempre,A menudo,Raramente,A veces,A veces,Nunca,A menudo,Raramente,A veces,Siempre,A veces
IE0603205,A veces,A menudo,Raramente,A menudo,Siempre,Raramente,Raramente,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A veces,Raramente,Nunca,A menudo,A menudo,A menudo
IE0101730,A veces,A menudo,A menudo,A menudo,A veces,A veces,A veces,A veces,A menudo,Siempre,Siempre,Nunca,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A menudo
IE0303296,A veces,A menudo,Raramente,Raramente,A veces,Raramente,Siempre,Siempre,A menudo,A veces,A veces,A menudo,Siempre,A veces,Raramente,A veces,Raramente,Nunca,Nunca
IE1704698,A menudo,A veces,Raramente,Raramente,Nunca,A veces,A veces,A menudo,A menudo,A veces,A menudo,Nunca,A veces,Raramente,Siempre,Siempre,A veces,A menudo,Raramente
IE2300279,A veces,Siempre,Raramente,A veces,A menudo,Raramente,Siempre,A veces,A menudo,A veces,A veces,A menudo,Raramente,A veces,A veces,A menudo,A menudo,A menudo,A veces
IE0801581,Raramente,Nunca,A menudo,Siempre,A veces,Raramente,A veces,A menudo,Raramente,A veces,Raramente,A menudo,A veces,A menudo,A menudo,A veces,A veces,A menudo,Raramente
IE0503317,A veces,Raramente,A veces,A menudo,A menudo,A menudo,Nunca,A veces,A menudo,A menudo,Raramente,Siempre,Raramente,Nunca,A veces,A menudo,Siempre,A menudo,Siempre
IE0201205,A menudo,A menudo,A menudo,Raramente,A menudo,Siempre,A veces,A menudo,Siempre,A veces,A menudo,A veces,Raramente,A menudo,Nunca,Raramente,A menudo,A veces,Raramente
IE1602303,Siempre,Siempre,Siempre,A veces,A menudo,A veces,Nunca,A veces,Siempre,A menudo,A veces,A menudo,Nunca,Siempre,Nunca,A veces,Raramente,Raramente,A veces
IE9400433,Siempre,Nunca,A veces,Raramente,Raramente,A veces,A veces,Raramente,Raramente,Raramente,A veces,A veces,A menudo,Nunca,Nunca,A menudo,A veces,A veces,Siempre
IE0300290,Siempre,Siempre,Siempre,A menudo,A veces,A menudo,Siempre,Siempre,A menudo,Raramente,Raramente,A veces,A menudo,A menudo,A menudo,A menudo,Siempre,A menudo,A menudo
IE0901028,A veces,Raramente,A menudo,Siempre,Raramente,Siempre,A menudo,A menudo,A menudo,Raramente,A veces,A veces,A menudo,Nunca,A menudo,A veces,A veces,A veces,A veces
IE1000536,Siempre,Siempre,A menudo,Raramente,A menudo,A menudo,A menudo,Nunca,Siempre,A menudo,A menudo,A veces,Nunca,A veces,A veces,Nunca,Nunca,A menudo,A veces
IE0000994,Raramente,Raramente,A menudo,Siempre,Raramente,A veces,A veces,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,Raramente,Raramente,A veces,A menudo,A menudo
IE2401188,Siempre,Raramente,Raramente,Raramente,A menudo,Siempre,A veces,Raramente,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Siempre,Nunca,Raramente
IE9500189,A veces,A menudo,A veces,A menudo,Siempre,Raramente,A menudo,A veces,A menudo,Raramente,A veces,A veces,A menudo,Siempre,A menudo,A menudo,Raramente,Siempre,Nunca
IE9202619,A menudo,Raramente,A veces,Siempre,A veces,A veces,Siempre,Raramente,A veces,A veces,A menudo,Nunca,Raramente,A menudo,Raramente,A veces,Raramente,A menudo,Raramente
IE9305345,Siempre,Siempre,Siempre,Raramente,A veces,Siempre,A veces,Raramente,A menudo,A veces,A veces,Raramente,A veces,Raramente,Nunca,Nunca,Raramente,Raramente,Siempre
IE0003665,A veces,A veces,Raramente,A veces,A veces,A veces,Siempre,A veces,A menudo,Raramente,Raramente,Raramente,A menudo,A menudo,Siempre,A menudo,A veces,A veces,A menudo
IE9004927,A menudo,Raramente,A veces,Nunca,A veces,Raramente,A veces,A menudo,A menudo,A veces,A veces,A menudo,Siempre,Nunca,Nunca,Raramente,Nunca,A veces,A veces
IE1500707,Siempre,Raramente,A veces,Nunca,Raramente,A menudo,A veces,A menudo,Raramente,Siempre,A veces,A menudo,Raramente,A menudo,Siempre,A veces,A menudo,A menudo,Siempre
IE0604242,A menudo,Raramente,Raramente,A menudo,Nunca,Siempre,A veces,A veces,Raramente,Raramente,A menudo,Siempre,A menudo,Siempre,Raramente,A menudo,Raramente,Raramente,Raramente
IE0300271,Siempre,A menudo,Raramente,Siempre,A menudo,Nunca,A veces,A veces,Raramente,A menudo,A menudo,A veces,Nunca,A veces,A veces,Nunca,A menudo,Raramente,A veces
IE0303154,A veces,A veces,Raramente,Siempre,Raramente,Raramente,Nunca,A veces,A menudo,A menudo,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,A veces,Siempre,Nunca
IE0104498,Nunca,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,Raramente,A veces,Nunca,Siempre,A menudo,A menudo,A veces,A veces,A menudo,A veces,Siempre,A veces
IE0902293,Siempre,Raramente,A veces,Siempre,Siempre,Raramente,Raramente,A veces,A menudo,A veces,A veces,A menudo,Nunca,Raramente,A menudo,A menudo,A veces,Raramente,A veces
IE9604110,A veces,Raramente,A veces,Raramente,A menudo,A veces,Siempre,Raramente,A veces,A veces,A veces,A veces,A veces,Siempre,Raramente,A veces,Siempre,Raramente,Siempre
IE0702597,Raramente,Siempre,Nunca,Raramente,Siempre,Siempre,Raramente,Raramente,A menudo,Nunca,A menudo,Raramente,A menudo,Siempre,A menudo,A veces,Nunca,A veces,A veces
IE2604279,A veces,Siempre,A veces,A veces,A veces,A veces,Raramente,A veces,A veces,A menudo,Siempre,Raramente,A veces,A menudo,A veces,Raramente,Siempre,A veces,A veces
IE2300112,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,A menudo,Siempre,Siempre,Siempre,Nunca,A veces,A veces,Siempre,Nunca,A menudo,A veces,A veces,Siempre
IE2601171,Raramente,Siempre,A veces,Raramente,A menudo,Raramente,A veces,Raramente,A menudo,Siempre,A veces,A menudo,Raramente,Raramente,Siempre,A menudo,A veces,Nunca,A veces
IE2401392,A veces,A veces,A veces,Siempre,A veces,A menudo,A menudo,A veces,A veces,A menudo,A veces,A veces,A veces,Siempre,A menudo,A menudo,Siempre,Siempre,Raramente
IE0403728,A veces,Raramente,A veces,Raramente,Siempre,Nunca,Siempre,A veces,Raramente,A menudo,A veces,A veces,A menudo,A menudo,Siempre,Siempre,Siempre,A menudo,A veces
